Feature,DoF,P Value,Chi Square,Observed,Expected,Is Significant
r2,1,0.0,36.75667,[72  3] ; [5 9],[64.88764045 10.11235955] ; [12.11235955  1.88764045],1
r3,1,2e-06,23.04,[72  3] ; [8 7],[66.66666667  8.33333333] ; [13.33333333  1.66666667],1
v4,1,1e-05,19.596952,[72  3] ; [8 6],[67.41573034  7.58426966] ; [12.58426966  1.41573034],1
r1,1,2.7e-05,17.64,[57 18] ; [ 3 12],[50. 25.] ; [10.  5.],1
a7,1,0.000813,11.211207,[54 21] ; [ 4 11],[48.33333333 26.66666667] ; [9.66666667 5.33333333],1
s6,1,0.010411,6.563166,[50 23] ; [ 5 10],[45.625 27.375] ; [9.375 5.625],0
n4,1,0.011675,6.359525,[55 20] ; [6 9],[50.83333333 24.16666667] ; [10.16666667  4.83333333],0
b1,1,0.013641,6.084,[29 46] ; [11  4],[33.33333333 41.66666667] ; [6.66666667 8.33333333],0
a6,1,0.015629,5.844156,[50 25] ; [ 5 10],[45.83333333 29.16666667] ; [9.16666667 5.83333333],0
v3,1,0.021662,5.272729,[27 46] ; [ 1 14],[23.22727273 49.77272727] ; [ 4.77272727 10.22727273],0
n6,1,0.05778,3.6,[65 10] ; [10  5],[62.5 12.5] ; [12.5  2.5],0
p7,1,0.066163,3.37573,[53 22] ; [14  1],[55.83333333 19.16666667] ; [11.16666667  3.83333333],0
a5,1,0.083265,3.0,[48 27] ; [6 9],[45. 30.] ; [9. 6.],0
p9,1,0.084313,2.97973,[64 11] ; [10  5],[61.66666667 13.33333333] ; [12.33333333  2.66666667],0
u3,1,0.087723,2.91567,[18 15] ; [1 5],[16.07692308 16.92307692] ; [2.92307692 3.07692308],0
p11,1,0.124619,2.358289,[59 16] ; [9 6],[56.66666667 18.33333333] ; [11.33333333  3.66666667],0
s4,1,0.140194,2.175824,[ 9 66] ; [ 4 11],[10.83333333 64.16666667] ; [ 2.16666667 12.83333333],0
v2,1,0.144236,2.13217,[34 38] ; [ 4 11],[31.44827586 40.55172414] ; [6.55172414 8.44827586],0
d2,1,0.145368,2.120192,[24 51] ; [ 2 13],[21.66666667 53.33333333] ; [ 4.33333333 10.66666667],0
p6,1,0.153593,2.036199,[35 40] ; [ 4 11],[32.5 42.5] ; [6.5 8.5],0
p10,1,0.214125,1.543318,[60 14] ; [10  5],[58.20224719 15.79775281] ; [11.79775281  3.20224719],0
u2,1,0.215254,1.535732,[20 13] ; [2 4],[18.61538462 14.38461538] ; [3.38461538 2.61538462],0
p1,1,0.217579,1.52027,[15 60] ; [ 1 14],[13.33333333 61.66666667] ; [ 2.66666667 12.33333333],0
v1,1,0.219874,1.505195,[38 37] ; [ 5 10],[35.83333333 39.16666667] ; [7.16666667 7.83333333],0
d3,1,0.219874,1.505195,[38 37] ; [ 5 10],[35.83333333 39.16666667] ; [7.16666667 7.83333333],0
b4,1,0.248213,1.333333,[47 28] ; [7 8],[45. 30.] ; [9. 6.],0
p3,1,0.248213,1.333333,[47 28] ; [7 8],[45. 30.] ; [9. 6.],0
p2,1,0.254945,1.296,[64 11] ; [11  4],[62.5 12.5] ; [12.5  2.5],0
s1,1,0.264161,1.246818,[ 4 70] ; [ 2 13],[ 4.98876404 69.01123596] ; [ 1.01123596 13.98876404],0
n5,1,0.298311,1.081731,[55 20] ; [9 6],[53.33333333 21.66666667] ; [10.66666667  4.33333333],0
n1,1,0.308709,1.03619,[4 8] ; [3 2],[4.94117647 7.05882353] ; [2.05882353 2.94117647],0
s7,1,0.342008,0.90289,[38 34] ; [5 8],[36.42352941 35.57647059] ; [6.57647059 6.42352941],0
d4,1,0.450589,0.56917,[38 37] ; [6 9],[36.66666667 38.33333333] ; [7.33333333 7.66666667],0
a8,1,0.525832,0.402439,[ 9 59] ; [ 1 13],[ 8.29268293 59.70731707] ; [ 1.70731707 12.29268293],0
a1,1,0.647315,0.209302,[ 3 72] ; [ 1 14],[ 3.33333333 71.66666667] ; [ 0.66666667 14.33333333],0
s2,1,0.669689,0.181966,[39 35] ; [7 8],[38.24719101 35.75280899] ; [7.75280899 7.24719101],0
p8,1,0.70359,0.144764,[49 25] ; [10  4],[49.61363636 24.38636364] ; [9.38636364 4.61363636],0
a3,1,0.704336,0.144,[41 34] ; [9 6],[41.66666667 33.33333333] ; [8.33333333 6.66666667],0
s8,1,0.704336,0.144,[34 41] ; [6 9],[33.33333333 41.66666667] ; [6.66666667 8.33333333],0
s3,1,0.768253,0.086825,[46 29] ; [8 6],[45.50561798 29.49438202] ; [8.49438202 5.50561798],0
n3,1,0.824745,0.049038,[9 3] ; [4 1],[9.17647059 2.82352941] ; [3.82352941 1.17647059],0
b5,1,0.843859,0.038793,[48 27] ; [10  5],[48.33333333 26.66666667] ; [9.66666667 5.33333333],0
n2,1,0.949272,0.004048,[7 5] ; [3 2],[7.05882353 4.94117647] ; [2.94117647 2.05882353],0
a4,1,0.977122,0.000822,[20 54] ; [ 4 11],[19.95505618 54.04494382] ; [ 4.04494382 10.95505618],0
