Feature,DoF,P Value,Chi Square,Observed,Expected,Is Significant
a6,1,0.0,78.661018,[56 88] ; [305  80],[98.268431 45.731569] ; [262.731569 122.268431],1
d3,1,0.0,46.852904,[70 74] ; [305  81],[101.88679245  42.11320755] ; [273.11320755 112.88679245],1
u1,1,1e-06,23.727733,[  9 135] ; [ 98 289],[ 29.01694915 114.98305085] ; [ 77.98305085 309.01694915],1
a2,1,3e-06,21.574497,[ 17 127] ; [123 264],[ 37.96610169 106.03389831] ; [102.03389831 284.96610169],1
b5,1,8e-06,19.855175,[70 74] ; [269 118],[91.93220339 52.06779661] ; [247.06779661 139.93220339],1
d1,1,0.001486,10.095663,[70 74] ; [247 140],[85.96610169 58.03389831] ; [231.03389831 155.96610169],0
r1,1,0.001587,9.974311,[106  38] ; [328  56],[118.36363636  25.63636364] ; [315.63636364  68.36363636],0
b1,1,0.002939,8.844726,[69 75] ; [131 256],[54.23728814 89.76271186] ; [145.76271186 241.23728814],0
r4,1,0.0033,8.633546,[122  22] ; [360  27],[130.71186441  13.28813559] ; [351.28813559  35.71186441],0
d4,1,0.005637,7.662913,[109  34] ; [333  53],[119.48204159  23.51795841] ; [322.51795841  63.48204159],0
u3,1,0.008401,6.945959,[20 23] ; [77 34],[27.08441558 15.91558442] ; [69.91558442 41.08441558],0
p2,1,0.019286,5.475351,[110  33] ; [330  56],[118.94139887  24.05860113] ; [321.05860113  64.94139887],0
d5,1,0.019286,5.475351,[110  33] ; [330  56],[118.94139887  24.05860113] ; [321.05860113  64.94139887],0
r3,1,0.019983,5.413386,[134  10] ; [374  10],[138.54545455   5.45454545] ; [369.45454545  14.54545455],0
v2,1,0.029743,4.724087,[68 69] ; [224 147],[78.7480315 58.2519685] ; [213.2519685 157.7480315],0
s8,1,0.039686,4.231241,[87 57] ; [194 191],[76.49149338 67.50850662] ; [204.50850662 180.49149338],0
v4,1,0.047621,3.923311,[133  10] ; [373  12],[137.04166667   5.95833333] ; [368.95833333  16.04166667],0
r2,1,0.051384,3.795721,[131  11] ; [368  14],[135.22519084   6.77480916] ; [363.77480916  18.22519084],0
s5,1,0.067182,3.350553,[64 74] ; [142 237],[54.98646035 83.01353965] ; [151.01353965 227.98646035],0
n6,1,0.120205,2.414653,[115  28] ; [330  54],[120.74952562  22.25047438] ; [324.25047438  59.74952562],0
b3,1,0.122083,2.390395,[37 56] ; [ 68 153],[31.09872611 61.90127389] ; [ 73.90127389 147.09872611],0
b2,1,0.122083,2.390395,[37 56] ; [ 68 153],[31.09872611 61.90127389] ; [ 73.90127389 147.09872611],0
n1,1,0.133175,2.255094,[19 20] ; [29 55],[15.2195122 23.7804878] ; [32.7804878 51.2195122],0
n3,1,0.13706,2.21066,[24 14] ; [64 20],[27.40983607 10.59016393] ; [60.59016393 23.40983607],0
s4,1,0.164106,1.935979,[ 39 104] ; [ 82 299],[ 33.02099237 109.97900763] ; [ 87.97900763 293.02099237],0
b4,1,0.165654,1.921838,[79 65] ; [238 149],[85.96610169 58.03389831] ; [231.03389831 155.96610169],0
s7,1,0.185058,1.756531,[87 53] ; [207 165],[80.390625 59.609375] ; [213.609375 158.390625],0
p3,1,0.198901,1.650429,[76 68] ; [180 207],[69.42372881 74.57627119] ; [186.57627119 200.42372881],0
p6,1,0.257819,1.28043,[56 84] ; [133 251],[50.49618321 89.50381679] ; [138.50381679 245.49618321],0
p1,1,0.281205,1.161258,[ 11 132] ; [ 20 364],[  8.41176471 134.58823529] ; [ 22.58823529 361.41176471],0
p4,1,0.297403,1.085802,[82 62] ; [239 147],[87.21509434 56.78490566] ; [233.78490566 152.21509434],0
n4,1,0.316988,1.001336,[112  31] ; [286 100],[107.5879017  35.4120983] ; [290.4120983  95.5879017],0
p9,1,0.322561,0.978533,[119  24] ; [330  51],[122.53244275  20.46755725] ; [326.46755725  54.53244275],0
a5,1,0.325067,0.968449,[103  41] ; [293  94],[107.38983051  36.61016949] ; [288.61016949  98.38983051],0
a8,1,0.380312,0.769692,[ 16 121] ; [ 51 295],[ 19.00414079 117.99585921] ; [ 47.99585921 298.00414079],0
u4,1,0.410065,0.678611,[  2 142] ; [ 10 377],[  3.25423729 140.74576271] ; [  8.74576271 378.25423729],0
u2,1,0.4311,0.619857,[24 19] ; [69 41],[26.1372549 16.8627451] ; [66.8627451 43.1372549],0
s1,1,0.437386,0.60313,[  6 135] ; [ 11 369],[  4.60076775 136.39923225] ; [ 12.39923225 367.60076775],0
p11,1,0.474124,0.512349,[114  30] ; [295  92],[110.91525424  33.08474576] ; [298.08474576  88.91525424],0
d2,1,0.493673,0.468511,[67 77] ; [192 193],[70.50283554 73.49716446] ; [188.49716446 196.50283554],0
