Feature,DoF,P Value,Chi Square,Observed,Expected,Is Significant
p4,1,0.0,25.928445,[25  9] ; [13 50],[13.31958763 20.68041237] ; [24.68041237 38.31958763],1
b1,1,0.002139,9.426288,[18 16] ; [14 49],[11.21649485 22.78350515] ; [20.78350515 42.21649485],0
p7,1,0.007281,7.202195,[22 12] ; [22 39],[15.74736842 18.25263158] ; [28.25263158 32.74736842],0
n4,1,0.029485,4.739073,[26  8] ; [34 29],[21.03092784 12.96907216] ; [38.96907216 24.03092784],0
p8,1,0.031746,4.612134,[15 19] ; [14 47],[10.37894737 23.62105263] ; [18.62105263 42.37894737],0
s1,1,0.032277,4.583706,[ 4 30] ; [ 1 61],[ 1.77083333 32.22916667] ; [ 3.22916667 58.77083333],0
n5,1,0.040236,4.207904,[27  7] ; [37 26],[22.43298969 11.56701031] ; [41.56701031 21.43298969],0
v1,1,0.046146,3.976244,[19 15] ; [22 41],[14.37113402 19.62886598] ; [26.62886598 36.37113402],0
u1,1,0.070965,3.260549,[ 7 27] ; [ 5 58],[ 4.20618557 29.79381443] ; [ 7.79381443 55.20618557],0
d5,1,0.09241,2.831875,[29  5] ; [44 19],[25.58762887  8.41237113] ; [47.41237113 15.58762887],0
s5,1,0.097953,2.738558,[ 9 24] ; [26 32],[12.69230769 20.30769231] ; [22.30769231 35.69230769],0
p2,1,0.141247,2.164323,[27  7] ; [41 22],[23.83505155 10.16494845] ; [44.16494845 18.83505155],0
d2,1,0.18423,1.763169,[16 18] ; [21 42],[12.96907216 21.03092784] ; [24.03092784 38.96907216],0
a3,1,0.193181,1.69319,[25  9] ; [38 25],[22.08247423 11.91752577] ; [40.91752577 22.08247423],0
a5,1,0.193346,1.691937,[24 10] ; [36 27],[21.03092784 12.96907216] ; [38.96907216 24.03092784],0
a4,1,0.207735,1.587144,[14 20] ; [18 45],[11.21649485 22.78350515] ; [20.78350515 42.21649485],0
a1,1,0.243679,1.359186,[ 2 32] ; [ 1 62],[ 1.05154639 32.94845361] ; [ 1.94845361 61.05154639],0
p5,1,0.243679,1.359186,[ 2 32] ; [ 1 62],[ 1.05154639 32.94845361] ; [ 1.94845361 61.05154639],0
a2,1,0.246302,1.344159,[ 6 28] ; [ 6 57],[ 4.20618557 29.79381443] ; [ 7.79381443 55.20618557],0
n6,1,0.248131,1.333797,[31  3] ; [52 11],[29.09278351  4.90721649] ; [53.90721649  9.09278351],0
p11,1,0.248911,1.329404,[25  9] ; [39 24],[22.43298969 11.56701031] ; [41.56701031 21.43298969],0
u3,1,0.248983,1.329003,[7 2] ; [14 11],[5.55882353 3.44117647] ; [15.44117647  9.55882353],0
n3,1,0.305724,1.04906,[8 1] ; [18  7],[6.88235294 2.11764706] ; [19.11764706  5.88235294],0
d3,1,0.330129,0.948391,[21 13] ; [45 18],[23.13402062 10.86597938] ; [42.86597938 20.13402062],0
s3,1,0.331899,0.941474,[25  8] ; [41 21],[22.92631579 10.07368421] ; [43.07368421 18.92631579],0
b3,1,0.344118,0.89503,[ 2 21] ; [ 5 23],[ 3.15686275 19.84313725] ; [ 3.84313725 24.15686275],0
b2,1,0.344118,0.89503,[ 2 21] ; [ 5 23],[ 3.15686275 19.84313725] ; [ 3.84313725 24.15686275],0
s8,1,0.373602,0.791647,[15 19] ; [22 41],[12.96907216 21.03092784] ; [24.03092784 38.96907216],0
r3,1,0.397051,0.717238,[32  2] ; [56  7],[30.84536082  3.15463918] ; [57.15463918  5.84536082],0
v2,1,0.428337,0.627328,[13 21] ; [28 32],[14.82978723 19.17021277] ; [26.17021277 33.82978723],0
b5,1,0.463824,0.536651,[19 15] ; [40 23],[20.68041237 13.31958763] ; [38.31958763 24.68041237],0
r4,1,0.473567,0.513642,[29  5] ; [50 13],[27.69072165  6.30927835] ; [51.30927835 11.69072165],0
s7,1,0.507839,0.438518,[17 15] ; [28 33],[15.48387097 16.51612903] ; [29.51612903 31.48387097],0
a7,1,0.519808,0.414274,[21 13] ; [43 20],[22.43298969 11.56701031] ; [41.56701031 21.43298969],0
v3,1,0.525856,0.402392,[11 23] ; [16 45],[ 9.66315789 24.33684211] ; [17.33684211 43.66315789],0
v4,1,0.551938,0.353857,[30  4] ; [57  5],[30.8125  3.1875] ; [56.1875  5.8125],0
s6,1,0.57361,0.316679,[26  8] ; [48 11],[27.05376344  6.94623656] ; [46.94623656 12.05376344],0
p10,1,0.577406,0.310447,[24 10] ; [47 15],[25.14583333  8.85416667] ; [45.85416667 16.14583333],0
d1,1,0.582989,0.301428,[16 18] ; [26 37],[14.72164948 19.27835052] ; [27.27835052 35.72164948],0
n1,1,0.586289,0.296178,[3 6] ; [ 6 19],[2.38235294 6.61764706] ; [ 6.61764706 18.38235294],0
d4,1,0.588161,0.293226,[25  9] ; [43 20],[23.83505155 10.16494845] ; [44.16494845 18.83505155],0
a8,1,0.628688,0.233844,[ 1 31] ; [ 3 53],[ 1.45454545 30.54545455] ; [ 2.54545455 53.45454545],0
s2,1,0.632337,0.228904,[20 13] ; [40 21],[21.06382979 11.93617021] ; [38.93617021 22.06382979],0
p9,1,0.701032,0.147401,[25  9] ; [47 14],[25.76842105  8.23157895] ; [46.23157895 14.76842105],0
n2,1,0.763331,0.090667,[6 3] ; [18  7],[6.35294118 2.64705882] ; [17.64705882  7.35294118],0
r1,1,0.812403,0.056324,[24 10] ; [43 20],[23.48453608 10.51546392] ; [43.51546392 19.48453608],0
b4,1,0.856623,0.032643,[19 15] ; [34 29],[18.57731959 15.42268041] ; [34.42268041 28.57731959],0
r2,1,0.890813,0.018844,[31  3] ; [56  6],[30.8125  3.1875] ; [56.1875  5.8125],0
a6,1,0.904843,0.014291,[19 15] ; [36 27],[19.27835052 14.72164948] ; [35.72164948 27.27835052],0
p1,1,0.949479,0.004015,[ 1 33] ; [ 2 61],[ 1.05154639 32.94845361] ; [ 1.94845361 61.05154639],0
u2,1,0.981629,0.00053,[4 5] ; [11 14],[3.97058824 5.02941176] ; [11.02941176 13.97058824],0
