Feature,DoF,P Value,Chi Square,Observed,Expected,Is Significant
s6,1,1e-05,19.482574,[54  5] ; [63 44],[41.58433735 17.41566265] ; [75.41566265 31.58433735],1
s2,1,6.3e-05,16.001944,[44 16] ; [44 63],[31.61676647 28.38323353] ; [56.38323353 50.61676647],1
p10,1,0.000141,14.48493,[44 13] ; [48 56],[32.57142857 24.42857143] ; [59.42857143 44.57142857],1
s8,1,0.000146,14.422866,[36 24] ; [32 75],[24.43113772 35.56886228] ; [43.56886228 63.43113772],1
s7,1,0.000156,14.300472,[38 16] ; [38 61],[26.82352941 27.17647059] ; [49.17647059 49.82352941],1
s4,1,0.000163,14.210272,[23 37] ; [14 93],[13.29341317 46.70658683] ; [23.70658683 83.29341317],1
p9,1,0.013213,6.140352,[46 12] ; [62 41],[38.9068323 19.0931677] ; [69.0931677 33.9068323],0
a8,1,0.013772,6.067132,[11 41] ; [ 7 89],[ 6.32432432 45.67567568] ; [11.67567568 84.32432432],0
a3,1,0.029703,4.726397,[47 13] ; [65 40],[40.72727273 19.27272727] ; [71.27272727 33.72727273],0
p6,1,0.039015,4.260194,[25 34] ; [28 77],[19.06707317 39.93292683] ; [33.93292683 71.06707317],0
d4,1,0.061293,3.502041,[52  8] ; [78 27],[47.27272727 12.72727273] ; [82.72727273 22.27272727],0
a5,1,0.062554,3.468345,[46 14] ; [67 40],[40.5988024 19.4011976] ; [72.4011976 34.5988024],0
u3,1,0.062937,3.458256,[5 8] ; [27 13],[7.8490566 5.1509434] ; [24.1509434 15.8490566],0
v1,1,0.067637,3.339466,[32 28] ; [41 65],[26.38554217 33.61445783] ; [46.61445783 59.38554217],0
p1,1,0.068681,3.314259,[ 9 50] ; [  7 100],[ 5.68674699 53.31325301] ; [10.31325301 96.68674699],0
s3,1,0.070776,3.264938,[39 21] ; [53 52],[33.45454545 26.54545455] ; [58.54545455 46.45454545],0
d2,1,0.072378,3.228245,[37 23] ; [50 56],[31.44578313 28.55421687] ; [55.55421687 50.44578313],0
a4,1,0.072933,3.215735,[33 27] ; [43 63],[27.46987952 32.53012048] ; [48.53012048 57.46987952],0
u1,1,0.093275,2.816922,[16 44] ; [17 90],[11.85628743 48.14371257] ; [21.14371257 85.85628743],0
p12,1,0.095122,2.785479,[ 3 56] ; [  1 106],[ 1.42168675 57.57831325] ; [  2.57831325 104.42168675],0
n6,1,0.122348,2.386996,[48 10] ; [77 30],[43.93939394 14.06060606] ; [81.06060606 25.93939394],0
n2,1,0.128713,2.307963,[19  3] ; [24 11],[16.59649123  5.40350877] ; [26.40350877  8.59649123],0
d3,1,0.135854,2.224303,[44 16] ; [65 40],[39.63636364 20.36363636] ; [69.36363636 35.63636364],0
p4,1,0.160727,1.96737,[34 24] ; [50 56],[29.70731707 28.29268293] ; [54.29268293 51.70731707],0
d5,1,0.175126,1.838503,[52  8] ; [82 23],[48.72727273 11.27272727] ; [85.27272727 19.72727273],0
b1,1,0.177581,1.817753,[34 26] ; [49 58],[29.82035928 30.17964072] ; [53.17964072 53.82035928],0
v3,1,0.20323,1.619011,[25 34] ; [32 67],[21.28481013 37.71518987] ; [35.71518987 63.28481013],0
b4,1,0.21441,1.541394,[39 21] ; [59 48],[35.20958084 24.79041916] ; [62.79041916 44.20958084],0
p3,1,0.25276,1.307986,[28 31] ; [41 66],[24.52409639 34.47590361] ; [44.47590361 62.52409639],0
d1,1,0.284377,1.146053,[36 24] ; [55 52],[32.69461078 27.30538922] ; [58.30538922 48.69461078],0
v2,1,0.328972,0.952941,[33 27] ; [48 54],[30. 30.] ; [51. 51.],0
n4,1,0.351359,0.868543,[40 18] ; [66 41],[37.26060606 20.73939394] ; [68.73939394 38.26060606],0
a7,1,0.364747,0.821481,[42 18] ; [81 25],[44.45783133 15.54216867] ; [78.54216867 27.45783133],0
v4,1,0.371344,0.799163,[58  2] ; [99  7],[56.74698795  3.25301205] ; [100.25301205   5.74698795],0
b3,1,0.384237,0.757101,[10 20] ; [14 43],[ 8.27586207 21.72413793] ; [15.72413793 41.27586207],0
b2,1,0.384237,0.757101,[10 20] ; [14 43],[ 8.27586207 21.72413793] ; [15.72413793 41.27586207],0
s1,1,0.396249,0.71968,[ 2 56] ; [ 7 99],[ 3.18292683 54.81707317] ; [  5.81707317 100.18292683],0
n3,1,0.401054,0.705164,[18  4] ; [23  9],[16.7037037  5.2962963] ; [24.2962963  7.7037037],0
p5,1,0.405051,0.69328,[ 6 53] ; [  7 100],[ 4.62048193 54.37951807] ; [ 8.37951807 98.62048193],0
p7,1,0.409481,0.680307,[34 25] ; [54 52],[31.46666667 27.53333333] ; [56.53333333 49.46666667],0
n5,1,0.542027,0.371796,[39 20] ; [65 41],[37.18787879 21.81212121] ; [66.81212121 39.18787879],0
a2,1,0.567278,0.327258,[17 43] ; [26 81],[15.4491018 44.5508982] ; [27.5508982 79.4491018],0
u4,1,0.644731,0.212608,[ 1 59] ; [  3 104],[ 1.43712575 58.56287425] ; [  2.56287425 104.43712575],0
r1,1,0.669033,0.182735,[48 11] ; [89 17],[48.98787879 10.01212121] ; [88.01212121 17.98787879],0
r3,1,0.68879,0.160398,[56  3] ; [102   4],[56.4969697  2.5030303] ; [101.5030303   4.4969697],0
n1,1,0.70129,0.147133,[11 10] ; [16 18],[10.30909091 10.69090909] ; [16.69090909 17.30909091],0
p2,1,0.704527,0.143805,[43 16] ; [75 32],[41.93975904 17.06024096] ; [76.06024096 30.93975904],0
p8,1,0.750361,0.101228,[21 38] ; [40 65],[21.94512195 37.05487805] ; [39.05487805 65.94512195],0
a6,1,0.797401,0.065901,[38 22] ; [65 41],[37.22891566 22.77108434] ; [65.77108434 40.22891566],0
a1,1,0.892675,0.018203,[ 2 58] ; [  4 103],[ 2.15568862 57.84431138] ; [  3.84431138 103.15568862],0
u2,1,0.932685,0.007135,[6 7] ; [19 21],[6.13207547 6.86792453] ; [18.86792453 21.13207547],0
b5,1,0.956323,0.003,[39 21] ; [70 37],[39.16167665 20.83832335] ; [69.83832335 37.16167665],0
