Feature,DoF,P Value,Chi Square,Observed,Expected,Is Significant
p9,1,1e-06,24.661053,[26  2] ; [ 7 19],[17.11111111 10.88888889] ; [15.88888889 10.11111111],1
p11,1,7.4e-05,15.714286,[24  4] ; [ 9 18],[16.8 11.2] ; [16.2 10.8],1
p8,1,0.007015,7.269231,[14 14] ; [ 4 22],[ 9.33333333 18.66666667] ; [ 8.66666667 17.33333333],0
v1,1,0.008224,6.984127,[12 16] ; [ 3 24],[ 7.63636364 20.36363636] ; [ 7.36363636 19.63636364],0
r4,1,0.008224,6.984127,[12 16] ; [ 3 24],[ 7.63636364 20.36363636] ; [ 7.36363636 19.63636364],0
r3,1,0.010328,6.577444,[22  5] ; [13 14],[17.5  9.5] ; [17.5  9.5],0
u2,1,0.023194,5.153883,[10  2] ; [ 7 10],[7.03448276 4.96551724] ; [9.96551724 7.03448276],0
s7,1,0.029995,4.709578,[ 9 17] ; [ 2 21],[ 5.83673469 20.16326531] ; [ 5.16326531 17.83673469],0
r1,1,0.032284,4.583333,[14 14] ; [ 6 21],[10.18181818 17.81818182] ; [ 9.81818182 17.18181818],0
p2,1,0.04045,4.198893,[21  7] ; [13 14],[17.30909091 10.69090909] ; [16.69090909 10.30909091],0
v3,1,0.041912,4.138742,[ 8 20] ; [ 2 25],[ 5.09090909 22.90909091] ; [ 4.90909091 22.09090909],0
s6,1,0.050862,3.8128,[12 16] ; [ 5 22],[ 8.65454545 19.34545455] ; [ 8.34545455 18.65454545],0
s3,1,0.05132,3.797802,[ 2 26] ; [ 7 19],[ 4.66666667 23.33333333] ; [ 4.33333333 21.66666667],0
p5,1,0.054611,3.693911,[ 6 22] ; [ 1 25],[ 3.62962963 24.37037037] ; [ 3.37037037 22.62962963],0
p4,1,0.066189,3.375091,[14 14] ; [ 7 20],[10.69090909 17.30909091] ; [10.30909091 16.69090909],0
s5,1,0.077887,3.10845,[ 7 21] ; [ 2 25],[ 4.58181818 23.41818182] ; [ 4.41818182 22.58181818],0
a5,1,0.079097,3.083367,[17 11] ; [10 17],[13.74545455 14.25454545] ; [13.25454545 13.74545455],0
n6,1,0.08007,3.063476,[19  9] ; [12 15],[15.78181818 12.21818182] ; [15.21818182 11.78181818],0
n2,1,0.093216,2.817937,[8 3] ; [5 8],[5.95833333 5.04166667] ; [7.04166667 5.95833333],0
p7,1,0.130292,2.289026,[15 13] ; [ 9 18],[12.21818182 15.78181818] ; [11.78181818 15.21818182],0
n5,1,0.135191,2.231856,[20  8] ; [14 13],[17.30909091 10.69090909] ; [16.69090909 10.30909091],0
u3,1,0.154052,2.031658,[5 7] ; [ 3 14],[3.31034483 8.68965517] ; [ 4.68965517 12.31034483],0
a3,1,0.169817,1.884555,[16 12] ; [10 16],[13.48148148 14.51851852] ; [12.51851852 13.48148148],0
