Feature,DoF,P Value,Chi Square,Observed,Expected,Is Significant
p8,1,0.0,91.942793,[288 117] ; [ 50 126],[235.61101549 169.38898451] ; [102.38898451  73.61101549],1
p6,1,0.0,66.386627,[203 202] ; [ 25 151],[158.93287435 246.06712565] ; [ 69.06712565 106.93287435],1
p3,1,0.0,45.390637,[259 147] ; [ 59 117],[221.83505155 184.16494845] ; [96.16494845 79.83505155],1
p4,1,0.0,35.941114,[297 109] ; [84 93],[265.32761578 140.67238422] ; [115.67238422  61.32761578],1
p2,1,0.0,32.15776,[376  30] ; [134  43],[355.16295026  50.83704974] ; [154.83704974  22.16295026],1
s5,1,0.000394,12.558924,[170 227] ; [ 45 122],[151.33865248 245.66134752] ; [ 63.66134752 103.33865248],1
a8,1,0.000822,11.191006,[ 65 302] ; [ 11 153],[ 52.52730697 314.47269303] ; [ 23.47269303 140.52730697],1
r3,1,0.00185,9.692609,[398   6] ; [166  11],[392.17900172  11.82099828] ; [171.82099828   5.17900172],0
s7,1,0.002108,9.453041,[227 161] ; [76 95],[210.31127013 177.68872987] ; [92.68872987 78.31127013],0
a3,1,0.002389,9.223451,[320  85] ; [119  58],[305.48969072  99.51030928] ; [133.51030928  43.48969072],0
p5,1,0.004161,8.211991,[ 63 342] ; [ 12 163],[ 52.37068966 352.62931034] ; [ 22.62931034 152.37068966],0
v1,1,0.004734,7.978284,[244 154] ; [83 88],[228.72759227 169.27240773] ; [98.27240773 72.72759227],0
s8,1,0.010922,6.478003,[214 190] ; [ 73 103],[199.91034483 204.08965517] ; [87.08965517 88.91034483],0
p11,1,0.024252,5.076546,[352  55] ; [140  37],[342.88356164  64.11643836] ; [149.11643836  27.88356164],0
d5,1,0.026375,4.931258,[348  57] ; [139  38],[338.89175258  66.10824742] ; [148.10824742  28.89175258],0
r4,1,0.062169,3.478551,[395  12] ; [166  11],[390.97089041  16.02910959] ; [170.02910959   6.97089041],0
v3,1,0.069141,3.303294,[180 213] ; [ 63 105],[170.22994652 222.77005348] ; [72.77005348 95.22994652],0
b5,1,0.081341,3.037897,[226 181] ; [112  65],[235.55821918 171.44178082] ; [102.44178082  74.55821918],0
d4,1,0.082192,3.021017,[352  53] ; [144  33],[345.15463918  59.84536082] ; [150.84536082  26.15463918],0
n3,1,0.104016,2.642858,[49 11] ; [32 15],[45.42056075 14.57943925] ; [35.57943925 11.42056075],0
d1,1,0.114254,2.494375,[267 140] ; [104  73],[258.55650685 148.44349315] ; [112.44349315  64.55650685],0
n5,1,0.118481,2.43729,[327  78] ; [132  44],[319.95697074  85.04302926] ; [139.04302926  36.95697074],0
s6,1,0.123169,2.376558,[292 107] ; [117  58],[284.30487805 114.69512195] ; [124.69512195  50.30487805],0
v2,1,0.144318,2.131305,[251 141] ; [96 71],[243.33452594 148.66547406] ; [103.66547406  63.33452594],0
b4,1,0.157367,1.999345,[225 182] ; [109  68],[232.77054795 174.22945205] ; [101.22945205  75.77054795],0
a2,1,0.172612,1.860114,[114 293] ; [ 40 137],[107.32534247 299.67465753] ; [ 46.67465753 130.32534247],0
n1,1,0.207101,1.591579,[18 42] ; [20 28],[21.11111111 38.88888889] ; [16.88888889 31.11111111],0
s2,1,0.207788,1.586774,[225 179] ; [87 87],[218.07612457 185.92387543] ; [93.92387543 80.07612457],0
n4,1,0.218876,1.511723,[335  72] ; [138  39],[329.64212329  77.35787671] ; [143.35787671  33.64212329],0
p9,1,0.235648,1.406442,[387  20] ; [163  13],[383.96226415  23.03773585] ; [166.03773585   9.96226415],0
a5,1,0.236642,1.400486,[328  79] ; [135  42],[322.67294521  84.32705479] ; [140.32705479  36.67294521],0
b1,1,0.249954,1.323561,[156 251] ; [ 59 118],[149.83732877 257.16267123] ; [ 65.16267123 111.83732877],0
a1,1,0.251688,1.313912,[ 20 387] ; [  5 172],[ 17.42294521 389.57705479] ; [  7.57705479 169.42294521],0
u1,1,0.270422,1.214604,[ 90 317] ; [ 32 145],[ 85.0239726 321.9760274] ; [ 36.9760274 140.0239726],0
s3,1,0.295742,1.093295,[240 161] ; [96 78],[234.32347826 166.67652174] ; [101.67652174  72.32347826],0
s1,1,0.312384,1.020571,[ 10 394] ; [  7 167],[ 11.88235294 392.11764706] ; [  5.11764706 168.88235294],0
d2,1,0.319709,0.990137,[212 194] ; [84 92],[206.48797251 199.51202749] ; [89.51202749 86.48797251],0
a4,1,0.330028,0.94879,[199 207] ; [79 98],[193.59862779 212.40137221] ; [84.40137221 92.59862779],0
b2,1,0.369054,0.806849,[103 152] ; [33 61],[ 99.36962751 155.63037249] ; [36.63037249 57.36962751],0
b3,1,0.369054,0.806849,[103 152] ; [33 61],[ 99.36962751 155.63037249] ; [36.63037249 57.36962751],0
a6,1,0.370827,0.800893,[285 120] ; [131  46],[289.48453608 115.51546392] ; [126.51546392  50.48453608],0
d3,1,0.371907,0.797281,[299 107] ; [124  53],[294.57632933 111.42367067] ; [128.42367067  48.57632933],0
n6,1,0.398764,0.712049,[358  45] ; [152  24],[354.97409326  48.02590674] ; [155.02590674  20.97409326],0
p12,1,0.409239,0.68101,[ 39 367] ; [ 21 156],[ 41.7838765 364.2161235] ; [ 18.2161235 158.7838765],0
s4,1,0.467293,0.528369,[ 72 330] ; [ 27 148],[ 68.97400347 333.02599653] ; [ 30.02599653 144.97400347],0
p1,1,0.630313,0.231637,[ 37 368] ; [ 14 163],[ 35.48969072 369.51030928] ; [ 15.51030928 161.48969072],0
r2,1,0.682338,0.167506,[388  14] ; [172   5],[388.80829016  13.19170984] ; [171.19170984   5.80829016],0
u4,1,0.824977,0.048907,[  8 399] ; [  3 174],[  7.66609589 399.33390411] ; [  3.33390411 173.66609589],0
n2,1,0.840457,0.040525,[46 14] ; [36 12],[45.55555556 14.44444444] ; [36.44444444 11.55555556],0
v4,1,0.883841,0.021346,[394  10] ; [172   4],[394.24827586   9.75172414] ; [171.75172414   4.24827586],0
u2,1,0.920312,0.010008,[52 33] ; [35 23],[51.71328671 33.28671329] ; [35.28671329 22.71328671],0
u3,1,0.972563,0.001183,[53 32] ; [36 22],[52.9020979 32.0979021] ; [36.0979021 21.9020979],0
a7,1,0.996293,2.2e-05,[305 101] ; [133  44],[305.02229846 100.97770154] ; [132.97770154  44.02229846],0
