Feature,DoF,P Value,Chi Square,Observed,Expected,Is Significant
p10,1,9e-05,15.345046,[155  16] ; [29 14],[147.02803738  23.97196262] ; [36.97196262  6.02803738],1
d1,1,0.179426,1.802369,[112  60] ; [25 21],[108.09174312  63.90825688] ; [28.90825688 17.09174312],0
a6,1,0.219521,1.5075,[121  51] ; [28 18],[117.55963303  54.44036697] ; [31.44036697 14.55963303],0
n5,1,0.222456,1.488455,[132  38] ; [31 14],[128.88372093  41.11627907] ; [34.11627907 10.88372093],0
u2,1,0.2449,1.352163,[23  9] ; [7 6],[21.33333333 10.66666667] ; [8.66666667 4.33333333],0
p2,1,0.261409,1.261281,[140  32] ; [34 12],[137.28440367  34.71559633] ; [36.71559633  9.28440367],0
d2,1,0.322707,0.977942,[100  72] ; [23 23],[97.04587156 74.95412844] ; [25.95412844 20.04587156],0
u3,1,0.379906,0.771006,[21 11] ; [11  3],[22.26086957  9.73913043] ; [9.73913043 4.26086957],0
r4,1,0.381787,0.764939,[160  12] ; [41  5],[158.58715596  13.41284404] ; [42.41284404  3.58715596],0
s2,1,0.388761,0.742815,[113  55] ; [34 12],[115.40186916  52.59813084] ; [31.59813084 14.40186916],0
a8,1,0.42091,0.647773,[ 27 128] ; [ 5 36],[ 25.30612245 129.69387755] ; [ 6.69387755 34.30612245],0
d5,1,0.42419,0.638679,[141  31] ; [40  6],[142.80733945  29.19266055] ; [38.19266055  7.80733945],0
u1,1,0.433131,0.614413,[ 35 137] ; [ 7 39],[ 33.13761468 138.86238532] ; [ 8.86238532 37.13761468],0
n2,1,0.439947,0.59642,[27 10] ; [18  4],[28.22033898  8.77966102] ; [16.77966102  5.22033898],0
s6,1,0.447455,0.577089,[140  31] ; [39  6],[141.70833333  29.29166667] ; [37.29166667  7.70833333],0
u4,1,0.543542,0.369015,[  7 165] ; [ 1 45],[  6.31192661 165.68807339] ; [ 1.68807339 44.31192661],0
p4,1,0.548243,0.360474,[94 77] ; [23 23],[92.19815668 78.80184332] ; [24.80184332 21.19815668],0
r2,1,0.591235,0.288419,[159  11] ; [44  2],[159.76851852  10.23148148] ; [43.23148148  2.76851852],0
s1,1,0.623676,0.240735,[  5 163] ; [ 2 43],[  5.52112676 162.47887324] ; [ 1.47887324 43.52112676],0
v4,1,0.645098,0.212136,[164   6] ; [45  1],[164.49074074   5.50925926] ; [44.50925926  1.49074074],0
v1,1,0.648549,0.207735,[89 73] ; [23 22],[87.65217391 74.34782609] ; [24.34782609 20.65217391],0
p12,1,0.656443,0.197873,[ 15 157] ; [ 3 42],[ 14.26728111 157.73271889] ; [ 3.73271889 41.26728111],0
s3,1,0.669442,0.182256,[125  42] ; [33 13],[123.87793427  43.12206573] ; [34.12206573 11.87793427],0
p5,1,0.697556,0.151027,[ 15 152] ; [ 5 41],[ 15.68075117 151.31924883] ; [ 4.31924883 41.68075117],0
a7,1,0.698164,0.150388,[121  51] ; [31 15],[119.9266055  52.0733945] ; [32.0733945 13.9266055],0
a4,1,0.766707,0.088022,[79 93] ; [20 26],[78.11009174 93.88990826] ; [20.88990826 25.11009174],0
s7,1,0.771012,0.084711,[120  45] ; [30 10],[120.73170732  44.26829268] ; [29.26829268 10.73170732],0
n3,1,0.775569,0.081281,[26 11] ; [14  7],[25.51724138 11.48275862] ; [14.48275862  6.51724138],0
n1,1,0.777447,0.07989,[15 21] ; [10 12],[15.51724138 20.48275862] ; [ 9.48275862 12.51724138],0
a1,1,0.783021,0.075837,[  6 166] ; [ 2 44],[  6.31192661 165.68807339] ; [ 1.68807339 44.31192661],0
b4,1,0.834154,0.043838,[98 74] ; [27 19],[98.62385321 73.37614679] ; [26.37614679 19.62385321],0
n6,1,0.894499,0.017587,[143  28] ; [38  7],[143.29166667  27.70833333] ; [37.70833333  7.29166667],0
b5,1,0.940724,0.005529,[102  70] ; [27 19],[101.77981651  70.22018349] ; [27.22018349 18.77981651],0
r1,1,0.944588,0.004831,[148  22] ; [39  6],[147.86046512  22.13953488] ; [39.13953488  5.86046512],0
