Feature,DoF,P Value,Chi Square,Observed,Expected,Is Significant
v2,1,2.4e-05,17.864108,[24 71] ; [35 24],[36.3961039 58.6038961] ; [22.6038961 36.3961039],1
p2,1,0.000312,12.996398,[58 41] ; [50  8],[68.10191083 30.89808917] ; [39.89808917 18.10191083],1
r1,1,0.000397,12.544,[52 48] ; [48 12],[62.5 37.5] ; [37.5 22.5],1
p10,1,0.000454,12.295742,[52 47] ; [46 11],[62.19230769 36.80769231] ; [35.80769231 21.19230769],1
p11,1,0.000896,11.03144,[60 40] ; [51  9],[69.375 30.625] ; [41.625 18.375],1
p7,1,0.006932,7.290423,[43 55] ; [39 20],[51.18471338 46.81528662] ; [30.81528662 28.18471338],0
r3,1,0.010085,6.6199,[73 27] ; [54  6],[79.375 20.625] ; [47.625 12.375],0
p9,1,0.014762,5.944652,[61 36] ; [48 11],[67.77564103 29.22435897] ; [41.22435897 17.77564103],0
v3,1,0.018287,5.568399,[19 76] ; [22 37],[25.29220779 69.70779221] ; [15.70779221 43.29220779],0
v4,1,0.018781,5.52183,[76 23] ; [54  5],[81.4556962 17.5443038] ; [48.5443038 10.4556962],0
n3,1,0.021797,5.261924,[22 15] ; [13  1],[25.39215686 11.60784314] ; [9.60784314 4.39215686],0
p8,1,0.032433,4.575459,[34 65] ; [30 28],[40.3566879 58.6433121] ; [23.6433121 34.3566879],0
a5,1,0.042625,4.110202,[52 48] ; [41 19],[58.125 41.875] ; [34.875 25.125],0
r4,1,0.043728,4.067031,[65 35] ; [48 12],[70.625 29.375] ; [42.375 17.625],0
r2,1,0.052433,3.761914,[78 20] ; [53  5],[82.29487179 15.70512821] ; [48.70512821  9.29487179],0
a3,1,0.052725,3.752615,[51 49] ; [40 20],[56.875 43.125] ; [34.125 25.875],0
p4,1,0.069683,3.290482,[35 62] ; [30 29],[40.41666667 56.58333333] ; [24.58333333 34.41666667],0
d5,1,0.078448,3.096774,[56 44] ; [42 18],[61.25 38.75] ; [36.75 23.25],0
p6,1,0.07979,3.06918,[20 77] ; [19 38],[24.56493506 72.43506494] ; [14.43506494 42.56493506],0
a4,1,0.091159,2.85379,[32 67] ; [27 32],[36.96835443 62.03164557] ; [22.03164557 36.96835443],0
b5,1,0.10247,2.666667,[45 55] ; [35 25],[50. 50.] ; [30. 30.],0
d1,1,0.111347,2.535001,[34 66] ; [28 32],[38.75 61.25] ; [23.25 36.75],0
b2,1,0.119308,2.426379,[20 35] ; [20 18],[23.65591398 31.34408602] ; [16.34408602 21.65591398],0
b3,1,0.119308,2.426379,[20 35] ; [20 18],[23.65591398 31.34408602] ; [16.34408602 21.65591398],0
n5,1,0.148194,2.090743,[67 32] ; [47 13],[70.98113208 28.01886792] ; [43.01886792 16.98113208],0
d4,1,0.156971,2.003162,[60 39] ; [43 17],[64.13207547 34.86792453] ; [38.86792453 21.13207547],0
p3,1,0.161249,1.962477,[32 68] ; [25 33],[36.07594937 63.92405063] ; [20.92405063 37.07594937],0
n2,1,0.164778,1.929825,[24 16] ; [12  3],[26.18181818 13.81818182] ; [9.81818182 5.18181818],0
s6,1,0.165017,1.927637,[32 65] ; [26 33],[36.06410256 60.93589744] ; [21.93589744 37.06410256],0
n1,1,0.247006,1.340156,[12 28] ; [7 8],[13.81818182 26.18181818] ; [5.18181818 9.81818182],0
d3,1,0.269588,1.218842,[33 67] ; [25 35],[36.25 63.75] ; [21.75 38.25],0
p12,1,0.294054,1.100969,[ 5 94] ; [ 1 57],[ 3.78343949 95.21656051] ; [ 2.21656051 55.78343949],0
s8,1,0.30085,1.070421,[17 83] ; [14 45],[19.49685535 80.50314465] ; [11.50314465 47.49685535],0
n6,1,0.360559,0.835946,[70 30] ; [46 14],[72.5 27.5] ; [43.5 16.5],0
s4,1,0.364538,0.822199,[15 85] ; [ 6 54],[13.125 86.875] ; [ 7.875 52.125],0
d2,1,0.381612,0.765504,[42 56] ; [30 30],[44.65822785 53.34177215] ; [27.34177215 32.65822785],0
a2,1,0.399075,0.711111,[ 5 95] ; [ 5 55],[ 6.25 93.75] ; [ 3.75 56.25],0
n4,1,0.416899,0.659039,[69 31] ; [45 15],[71.25 28.75] ; [42.75 17.25],0
u1,1,0.519149,0.415584,[ 3 97] ; [ 3 57],[ 3.75 96.25] ; [ 2.25 57.75],0
a6,1,0.536414,0.382226,[45 55] ; [24 36],[43.125 56.875] ; [25.875 34.125],0
u3,1,0.56101,0.337959,[16 33] ; [ 8 12],[17.04347826 31.95652174] ; [ 6.95652174 13.04347826],0
p5,1,0.561912,0.336405,[ 9 91] ; [ 7 52],[10.06289308 89.93710692] ; [ 5.93710692 53.06289308],0
u2,1,0.658907,0.194854,[22 26] ; [ 8 12],[21.17647059 26.82352941] ; [ 8.82352941 11.17647059],0
s3,1,0.69658,0.152054,[27 70] ; [15 45],[25.94904459 71.05095541] ; [16.05095541 43.94904459],0
p1,1,0.726226,0.122605,[10 90] ; [ 5 55],[ 9.375 90.625] ; [ 5.625 54.375],0
s7,1,0.731596,0.117652,[22 72] ; [15 43],[22.88157895 71.11842105] ; [14.11842105 43.88157895],0
b1,1,0.743971,0.106667,[51 49] ; [29 31],[50. 50.] ; [30. 30.],0
s5,1,0.746808,0.104233,[22 74] ; [12 46],[21.19480519 74.80519481] ; [12.80519481 45.19480519],0
a1,1,0.829856,0.046176,[ 4 96] ; [ 2 58],[ 3.75 96.25] ; [ 2.25 57.75],0
s1,1,0.845351,0.038046,[ 4 96] ; [ 2 57],[ 3.77358491 96.22641509] ; [ 2.22641509 56.77358491],0
b4,1,0.933908,0.006877,[59 41] ; [35 25],[58.75 41.25] ; [35.25 24.75],0
a8,1,0.955749,0.003079,[ 8 86] ; [ 5 52],[ 8.09271523 85.90728477] ; [ 4.90728477 52.09271523],0
