Feature,DoF,P Value,Chi Square,Observed,Expected,Is Significant
r2,1,0.040788,4.184786,[20  9] ; [ 6 10],[16.75555556 12.24444444] ; [9.24444444 6.75555556],0
p2,1,0.050304,3.831293,[22  6] ; [8 8],[19.09090909  8.90909091] ; [10.90909091  5.09090909],0
d1,1,0.064853,3.408718,[16 14] ; [ 4 12],[13.04347826 16.95652174] ; [6.95652174 9.04347826],0
v3,1,0.066127,3.376631,[ 7 23] ; [8 8],[ 9.7826087 20.2173913] ; [ 5.2173913 10.7826087],0
s1,1,0.078667,3.092222,[ 2 28] ; [ 4 12],[ 3.91304348 26.08695652] ; [ 2.08695652 13.91304348],0
d3,1,0.082307,3.01875,[21  9] ; [7 9],[18.26086957 11.73913043] ; [9.73913043 6.26086957],0
d4,1,0.114632,2.489177,[25  5] ; [10  6],[22.82608696  7.17391304] ; [12.17391304  3.82608696],0
s5,1,0.132999,2.257143,[ 7 22] ; [ 1 15],[ 5.15555556 23.84444444] ; [ 2.84444444 13.15555556],0
b1,1,0.151764,2.054427,[23  7] ; [9 7],[20.86956522  9.13043478] ; [11.13043478  4.86956522],0
d5,1,0.151764,2.054427,[23  7] ; [9 7],[20.86956522  9.13043478] ; [11.13043478  4.86956522],0
s3,1,0.196706,1.666667,[14 16] ; [ 4 11],[12. 18.] ; [6. 9.],0
r3,1,0.196706,1.666667,[20 10] ; [7 8],[18. 12.] ; [9. 6.],0
a3,1,0.208458,1.582106,[19 11] ; [13  3],[20.86956522  9.13043478] ; [11.13043478  4.86956522],0
s4,1,0.20983,1.572602,[ 2 28] ; [ 3 13],[ 3.26086957 26.73913043] ; [ 1.73913043 14.26086957],0
s6,1,0.215613,1.533333,[17 13] ; [ 6 10],[15. 15.] ; [8. 8.],0
n3,1,0.223543,1.481481,[10  8] ; [5 1],[11.25  6.75] ; [3.75 2.25],0
p1,1,0.230424,1.438243,[ 1 29] ; [ 2 14],[ 1.95652174 28.04347826] ; [ 1.04347826 14.95652174],0
p9,1,0.2449,1.352163,[23  7] ; [9 6],[21.33333333  8.66666667] ; [10.66666667  4.33333333],0
a6,1,0.291958,1.110571,[18 12] ; [7 9],[16.30434783 13.69565217] ; [8.69565217 7.30434783],0
p5,1,0.299145,1.078001,[ 5 24] ; [ 1 15],[ 3.86666667 25.13333333] ; [ 2.13333333 13.86666667],0
a7,1,0.305885,1.048359,[16 14] ; [ 6 10],[14.34782609 15.65217391] ; [7.65217391 8.34782609],0
n4,1,0.311816,1.022969,[16 14] ; [11  5],[17.60869565 12.39130435] ; [9.39130435 6.60869565],0
n5,1,0.311816,1.022969,[16 14] ; [11  5],[17.60869565 12.39130435] ; [9.39130435 6.60869565],0
a5,1,0.311816,1.022969,[16 14] ; [11  5],[17.60869565 12.39130435] ; [9.39130435 6.60869565],0
a2,1,0.320086,0.988596,[ 4 26] ; [ 4 12],[ 5.2173913 24.7826087] ; [ 2.7826087 13.2173913],0
v2,1,0.33849,0.916141,[17 12] ; [7 9],[15.46666667 13.53333333] ; [8.53333333 7.46666667],0
a4,1,0.381715,0.765172,[11 19] ; [8 8],[12.39130435 17.60869565] ; [6.60869565 9.39130435],0
u2,1,0.416448,0.660317,[6 4] ; [1 2],[5.38461538 4.61538462] ; [1.61538462 1.38461538],0
p6,1,0.429324,0.624651,[ 8 19] ; [ 3 13],[ 6.90697674 20.09302326] ; [ 4.09302326 11.90697674],0
r1,1,0.446931,0.578423,[ 8 22] ; [ 6 10],[ 9.13043478 20.86956522] ; [ 4.86956522 11.13043478],0
s7,1,0.494525,0.466667,[ 9 19] ; [6 8],[10. 18.] ; [5. 9.],0
u3,1,0.514828,0.424242,[6 5] ; [1 2],[5.5 5.5] ; [1.5 1.5],0
b4,1,0.535825,0.383333,[14 16] ; [9 7],[15. 15.] ; [8. 8.],0
s8,1,0.560306,0.339175,[ 7 23] ; [ 5 11],[ 7.82608696 22.17391304] ; [ 4.17391304 11.82608696],0
n2,1,0.586214,0.296296,[14  4] ; [4 2],[13.5  4.5] ; [4.5 1.5],0
n1,1,0.632585,0.228571,[ 7 11] ; [3 3],[ 7.5 10.5] ; [2.5 3.5],0
p4,1,0.633797,0.226948,[13 16] ; [ 6 10],[12.24444444 16.75555556] ; [6.75555556 9.24444444],0
d2,1,0.639186,0.219808,[11 19] ; [7 9],[11.73913043 18.26086957] ; [6.26086957 9.73913043],0
p3,1,0.655469,0.199074,[12 15] ; [ 6 10],[11.30232558 15.69767442] ; [6.69767442 9.30232558],0
s2,1,0.659636,0.193966,[10 20] ; [6 9],[10.66666667 19.33333333] ; [5.33333333 9.66666667],0
b5,1,0.665492,0.186921,[17 13] ; [8 8],[16.30434783 13.69565217] ; [8.69565217 7.30434783],0
n6,1,0.671373,0.18,[16 14] ; [9 6],[16.66666667 13.33333333] ; [8.33333333 6.66666667],0
a1,1,0.795284,0.067317,[ 3 27] ; [ 2 14],[ 3.26086957 26.73913043] ; [ 1.73913043 14.26086957],0
p7,1,0.863711,0.029464,[13 15] ; [7 9],[12.72727273 15.27272727] ; [7.27272727 8.72727273],0
p12,1,0.933668,0.006927,[ 2 27] ; [ 1 15],[ 1.93333333 27.06666667] ; [ 1.06666667 14.93333333],0
u1,1,0.956527,0.002972,[ 2 28] ; [ 1 15],[ 1.95652174 28.04347826] ; [ 1.04347826 14.95652174],0
p10,1,0.963583,0.002085,[17 11] ; [9 6],[16.93023256 11.06976744] ; [9.06976744 5.93023256],0
p11,1,0.978339,0.000737,[17 13] ; [9 7],[16.95652174 13.04347826] ; [9.04347826 6.95652174],0
p8,1,0.988073,0.000223,[ 9 20] ; [ 5 11],[ 9.02222222 19.97777778] ; [ 4.97777778 11.02222222],0
