Feature,DoF,P Value,Chi Square,Observed,Expected,Is Significant
s2,1,0.0,56.794206,[80 14] ; [ 8 35],[60.37956204 33.62043796] ; [27.62043796 15.37956204],1
s6,1,0.000419,12.444888,[85  8] ; [29 14],[77.95588235 15.04411765] ; [36.04411765  6.95588235],1
n2,1,0.00079,11.26384,[21  1] ; [6 7],[16.97142857  5.02857143] ; [10.02857143  2.97142857],1
u2,1,0.000857,11.114506,[11 15] ; [15  1],[16.0952381  9.9047619] ; [9.9047619 6.0952381],1
r2,1,0.005935,7.569811,[87  5] ; [34  9],[82.45925926  9.54074074] ; [38.54074074  4.45925926],0
s7,1,0.018725,5.527026,[76 15] ; [26 14],[70.85496183 20.14503817] ; [31.14503817  8.85496183],0
a7,1,0.032513,4.571229,[49 44] ; [31 12],[54.70588235 38.29411765] ; [25.29411765 17.70588235],0
a1,1,0.056433,3.639221,[ 1 93] ; [ 3 40],[ 2.74452555 91.25547445] ; [ 1.25547445 41.74452555],0
n3,1,0.06557,3.390589,[19  3] ; [7 5],[16.82352941  5.17647059] ; [9.17647059 2.82352941],0
p7,1,0.084867,2.969132,[69 23] ; [26 17],[64.74074074 27.25925926] ; [30.25925926 12.74074074],0
s4,1,0.087481,2.920123,[17 77] ; [ 3 40],[13.72262774 80.27737226] ; [ 6.27737226 36.72262774],0
v4,1,0.109993,2.554327,[89  4] ; [38  5],[86.84558824  6.15441176] ; [40.15441176  2.84558824],0
p8,1,0.202964,1.62092,[52 41] ; [19 24],[48.55147059 44.44852941] ; [22.44852941 20.55147059],0
n6,1,0.218345,1.515217,[82 12] ; [34  9],[79.59124088 14.40875912] ; [36.40875912  6.59124088],0
r3,1,0.242362,1.3668,[90  4] ; [39  4],[88.51094891  5.48905109] ; [40.48905109  2.51094891],0
p2,1,0.243338,1.36115,[79 14] ; [33 10],[76.58823529 16.41176471] ; [35.41176471  7.58823529],0
a6,1,0.245471,1.348896,[58 36] ; [22 21],[54.89051095 39.10948905] ; [25.10948905 17.89051095],0
u3,1,0.295177,1.095855,[16 11] ; [12  4],[17.58139535  9.41860465] ; [10.41860465  5.58139535],0
b1,1,0.297561,1.085092,[37 57] ; [21 22],[39.79562044 54.20437956] ; [18.20437956 24.79562044],0
s5,1,0.304249,1.055477,[37 53] ; [13 28],[34.35114504 55.64885496] ; [15.64885496 25.35114504],0
p1,1,0.30494,1.052465,[12 81] ; [ 3 40],[10.25735294 82.74264706] ; [ 4.74264706 38.25735294],0
a3,1,0.320589,0.986543,[67 27] ; [27 16],[64.49635036 29.50364964] ; [29.50364964 13.49635036],0
b4,1,0.375946,0.783917,[47 47] ; [25 18],[49.40145985 44.59854015] ; [22.59854015 20.40145985],0
u1,1,0.382501,0.762647,[ 5 89] ; [ 4 39],[ 6.17518248 87.82481752] ; [ 2.82481752 40.17518248],0
v2,1,0.400968,0.705422,[52 36] ; [21 20],[49.79844961 38.20155039] ; [23.20155039 17.79844961],0
d2,1,0.480162,0.498495,[17 77] ; [10 33],[18.52554745 75.47445255] ; [ 8.47445255 34.52554745],0
p5,1,0.487534,0.481963,[13 80] ; [ 8 35],[14.36029412 78.63970588] ; [ 6.63970588 36.36029412],0
v3,1,0.494094,0.467598,[35 58] ; [18 23],[36.78358209 56.21641791] ; [16.21641791 24.78358209],0
a2,1,0.497364,0.460556,[10 84] ; [ 3 40],[ 8.91970803 85.08029197] ; [ 4.08029197 38.91970803],0
n5,1,0.571253,0.320591,[72 22] ; [31 12],[70.67153285 23.32846715] ; [32.32846715 10.67153285],0
r4,1,0.575016,0.314361,[84 10] ; [37  6],[83.02189781 10.97810219] ; [37.97810219  5.02189781],0
p10,1,0.576329,0.312207,[78 14] ; [38  5],[79.05185185 12.94814815] ; [36.94814815  6.05185185],0
p6,1,0.577539,0.310231,[36 56] ; [19 24],[37.48148148 54.51851852] ; [17.51851852 25.48148148],0
r1,1,0.577923,0.309604,[71 21] ; [35  8],[72.23703704 19.76296296] ; [33.76296296  9.23703704],0
p11,1,0.58013,0.306024,[76 18] ; [33 10],[74.78832117 19.21167883] ; [34.21167883  8.78832117],0
b3,1,0.587101,0.294894,[26 36] ; [13 14],[27.16853933 34.83146067] ; [11.83146067 15.16853933],0
b2,1,0.587101,0.294894,[26 36] ; [13 14],[27.16853933 34.83146067] ; [11.83146067 15.16853933],0
b5,1,0.589221,0.291562,[50 44] ; [25 18],[51.45985401 42.54014599] ; [23.54014599 19.45985401],0
n1,1,0.601247,0.273119,[10 11] ; [5 8],[ 9.26470588 11.73529412] ; [5.73529412 7.26470588],0
a4,1,0.659043,0.194688,[25 69] ; [13 30],[26.0729927 67.9270073] ; [11.9270073 31.0729927],0
d3,1,0.680894,0.169121,[34 60] ; [14 29],[32.93430657 61.06569343] ; [15.06569343 27.93430657],0
v1,1,0.683278,0.16646,[56 36] ; [24 18],[54.92537313 37.07462687] ; [25.07462687 16.92537313],0
p9,1,0.710692,0.137587,[83 11] ; [37  6],[82.33576642 11.66423358] ; [37.66423358  5.33576642],0
a8,1,0.728501,0.120492,[17 71] ; [ 9 32],[17.73643411 70.26356589] ; [ 8.26356589 32.73643411],0
p12,1,0.746496,0.104499,[ 8 85] ; [ 3 40],[ 7.52205882 85.47794118] ; [ 3.47794118 39.52205882],0
p3,1,0.825346,0.048697,[44 50] ; [21 22],[44.59854015 49.40145985] ; [20.40145985 22.59854015],0
s1,1,0.858746,0.031673,[ 5 88] ; [ 2 41],[ 4.78676471 88.21323529] ; [ 2.21323529 40.78676471],0
n4,1,0.873019,0.025544,[68 25] ; [32 11],[68.38235294 24.61764706] ; [31.61764706 11.38235294],0
a5,1,0.903023,0.014846,[58 36] ; [27 16],[58.32116788 35.67883212] ; [26.67883212 16.32116788],0
p4,1,0.939297,0.005799,[54 40] ; [25 18],[54.20437956 39.79562044] ; [24.79562044 18.20437956],0
d4,1,0.96738,0.001672,[55 39] ; [25 18],[54.89051095 39.10948905] ; [25.10948905 17.89051095],0
d5,1,0.96738,0.001672,[55 39] ; [25 18],[54.89051095 39.10948905] ; [25.10948905 17.89051095],0
