Feature,DoF,P Value,Chi Square,Observed,Expected,Is Significant
d1,1,0.0,84.495983,[207  75] ; [ 4 50],[177.08928571 104.91071429] ; [33.91071429 20.08928571],1
d4,1,0.0,42.094665,[252  30] ; [29 25],[235.83928571  46.16071429] ; [45.16071429  8.83928571],1
a4,1,0.000346,12.800684,[160 121] ; [16 37],[148.07185629 132.92814371] ; [27.92814371 25.07185629],1
d3,1,0.000644,11.645721,[211  71] ; [28 26],[200.58928571  81.41071429] ; [38.41071429 15.58928571],1
d2,1,0.001106,10.641269,[166 114] ; [19 35],[155.08982036 124.91017964] ; [29.91017964 24.08982036],0
b1,1,0.001213,10.470664,[ 87 195] ; [29 25],[ 97.35714286 184.64285714] ; [18.64285714 35.35714286],0
r2,1,0.003278,8.646102,[259  15] ; [44  9],[253.88990826  20.11009174] ; [49.11009174  3.88990826],0
v2,1,0.004273,8.164124,[148 119] ; [18 35],[138.50625 128.49375] ; [27.49375 25.50625],0
s1,1,0.005627,7.665966,[  6 269] ; [ 5 46],[  9.2791411 265.7208589] ; [ 1.7208589 49.2791411],0
r3,1,0.008394,6.947418,[262  18] ; [43  9],[257.22891566  22.77108434] ; [47.77108434  4.22891566],0
p1,1,0.011716,6.353283,[ 12 268] ; [ 7 47],[ 15.92814371 264.07185629] ; [ 3.07185629 50.92814371],0
a2,1,0.014582,5.966273,[ 88 194] ; [ 8 46],[ 80.57142857 201.42857143] ; [15.42857143 38.57142857],0
p7,1,0.028769,4.781362,[136 134] ; [18 35],[128.73065015 141.26934985] ; [25.26934985 27.73065015],0
u1,1,0.032332,4.580827,[ 55 227] ; [ 4 50],[ 49.51785714 232.48214286] ; [ 9.48214286 44.51785714],0
s8,1,0.054209,3.706243,[111 168] ; [14 40],[104.72972973 174.27027027] ; [20.27027027 33.72972973],0
n4,1,0.05602,3.651454,[219  61] ; [35 18],[213.57357357  66.42642643] ; [40.42642643 12.57357357],0
a3,1,0.06983,3.287008,[219  63] ; [35 18],[213.81492537  68.18507463] ; [40.18507463 12.81492537],0
a6,1,0.093385,2.815027,[209  73] ; [34 20],[203.94642857  78.05357143] ; [39.05357143 14.94642857],0
r4,1,0.098012,2.737593,[244  38] ; [42 12],[240.03571429  41.96428571] ; [45.96428571  8.03571429],0
b3,1,0.101068,2.688605,[ 60 108] ; [15 14],[ 63.95939086 104.04060914] ; [11.04060914 17.95939086],0
b2,1,0.101068,2.688605,[ 60 108] ; [15 14],[ 63.95939086 104.04060914] ; [11.04060914 17.95939086],0
p2,1,0.101476,2.682197,[216  64] ; [36 18],[211.25748503  68.74251497] ; [40.74251497 13.25748503],0
n2,1,0.121339,2.399947,[65 26] ; [16  2],[67.62385321 23.37614679] ; [13.37614679  4.62385321],0
p6,1,0.139418,2.18437,[ 66 209] ; [ 8 46],[ 61.85410334 213.14589666] ; [12.14589666 41.85410334],0
