Feature,DoF,P Value,Chi Square,Observed,Expected,Is Significant
s6,1,0.0,25.308309,[16 66] ; [21  9],[27.08928571 54.91071429] ; [ 9.91071429 20.08928571],1
a2,1,0.551968,0.353803,[15 68] ; [ 4 26],[13.95575221 69.04424779] ; [ 5.04424779 24.95575221],0
p1,1,0.565064,0.331012,[ 5 77] ; [ 1 29],[ 4.39285714 77.60714286] ; [ 1.60714286 28.39285714],0
d2,1,0.685364,0.16415,[37 44] ; [15 15],[37.94594595 43.05405405] ; [14.05405405 15.94594595],0
b2,1,0.688123,0.161125,[16 30] ; [ 5 12],[15.33333333 30.66666667] ; [ 5.66666667 11.33333333],0
b3,1,0.688123,0.161125,[16 30] ; [ 5 12],[15.33333333 30.66666667] ; [ 5.66666667 11.33333333],0
b1,1,0.730694,0.118476,[44 39] ; [17 13],[44.80530973 38.19469027] ; [16.19469027 13.80530973],0
u3,1,0.765538,0.088933,[18 18] ; [5 4],[18.4 17.6] ; [4.6 4.4],0
d3,1,0.777131,0.080123,[39 44] ; [15 15],[39.66371681 43.33628319] ; [14.33628319 15.66371681],0
u1,1,0.795734,0.067015,[ 7 76] ; [ 3 27],[ 7.34513274 75.65486726] ; [ 2.65486726 27.34513274],0
s4,1,0.806772,0.059826,[10 73] ; [ 4 25],[10.375 72.625] ; [ 3.625 25.375],0
n2,1,0.817062,0.053512,[20 19] ; [5 4],[20.3125 18.6875] ; [4.6875 4.3125],0
a5,1,0.885961,0.020568,[43 40] ; [16 14],[43.33628319 39.66371681] ; [15.66371681 14.33628319],0
d1,1,0.926623,0.008481,[34 49] ; [12 18],[33.78761062 49.21238938] ; [12.21238938 17.78761062],0
d5,1,0.959348,0.002598,[53 30] ; [19 11],[52.88495575 30.11504425] ; [19.11504425 10.88495575],0
