Feature,DoF,P Value,Chi Square,Observed,Expected,Is Significant
s6,1,0.0,25.308309,[16 66] ; [21  9],[27.08928571 54.91071429] ; [ 9.91071429 20.08928571],1
s3,1,1e-06,25.257164,[18 64] ; [22  8],[29.28571429 52.71428571] ; [10.71428571 19.28571429],1
s8,1,0.002624,9.051875,[ 8 74] ; [10 20],[13.17857143 68.82142857] ; [ 4.82142857 25.17857143],0
s7,1,0.004424,8.10123,[13 63] ; [12 15],[18.44660194 57.55339806] ; [ 6.55339806 20.44660194],0
s1,1,0.005216,7.80305,[ 3 78] ; [ 6 24],[ 6.56756757 74.43243243] ; [ 2.43243243 27.56756757],0
p7,1,0.012513,6.236691,[24 58] ; [16 13],[29.54954955 52.45045045] ; [10.45045045 18.54954955],0
r1,1,0.013348,6.122336,[51 31] ; [26  4],[56.375 25.625] ; [20.625  9.375],0
r3,1,0.018594,5.539281,[55 26] ; [27  3],[59.83783784 21.16216216] ; [22.16216216  7.83783784],0
p10,1,0.025149,5.013607,[14 69] ; [11 19],[18.36283186 64.63716814] ; [ 6.63716814 23.36283186],0
r4,1,0.031339,4.634269,[45 38] ; [23  7],[49.94690265 33.05309735] ; [18.05309735 11.94690265],0
a8,1,0.049954,3.843013,[ 4 72] ; [ 5 24],[ 6.51428571 69.48571429] ; [ 2.48571429 26.51428571],0
p11,1,0.086227,2.943446,[32 51] ; [17 13],[35.99115044 47.00884956] ; [13.00884956 16.99115044],0
n6,1,0.096295,2.765854,[43 39] ; [21  9],[46.85714286 35.14285714] ; [17.14285714 12.85714286],0
p8,1,0.133198,2.254827,[12 71] ; [ 8 22],[14.69026549 68.30973451] ; [ 5.30973451 24.69026549],0
n5,1,0.145316,2.120745,[42 40] ; [20 10],[45.39285714 36.60714286] ; [16.60714286 13.39285714],0
v1,1,0.149245,2.079949,[24 59] ; [13 17],[27.17699115 55.82300885] ; [ 9.82300885 20.17699115],0
n4,1,0.152011,2.051954,[51 31] ; [23  7],[54.17857143 27.82142857] ; [19.82142857 10.17857143],0
s5,1,0.153431,2.037804,[10 71] ; [ 7 23],[12.40540541 68.59459459] ; [ 4.59459459 25.40540541],0
u2,1,0.154644,2.025838,[18 17] ; [7 2],[19.88636364 15.11363636] ; [5.11363636 3.88636364],0
a6,1,0.16047,1.969791,[51 32] ; [14 16],[47.74336283 35.25663717] ; [17.25663717 12.74336283],0
r2,1,0.181019,1.789237,[64 17] ; [27  3],[66.40540541 14.59459459] ; [24.59459459  5.40540541],0
p3,1,0.194166,1.68572,[13 69] ; [ 8 22],[15.375 66.625] ; [ 5.625 24.375],0
v4,1,0.195081,1.678825,[57 23] ; [25  5],[59.63636364 20.36363636] ; [22.36363636  7.63636364],0
p2,1,0.198518,1.653242,[33 50] ; [16 14],[35.99115044 47.00884956] ; [13.00884956 16.99115044],0
d4,1,0.211397,1.561832,[55 26] ; [24  6],[57.64864865 23.35135135] ; [21.35135135  8.64864865],0
v3,1,0.218904,1.511542,[18 61] ; [10 19],[20.48148148 58.51851852] ; [ 7.51851852 21.48148148],0
a3,1,0.223578,1.481257,[47 35] ; [21  9],[49.78571429 32.21428571] ; [18.21428571 11.78571429],0
p6,1,0.233663,1.418421,[ 9 71] ; [ 6 24],[10.90909091 69.09090909] ; [ 4.09090909 25.90909091],0
v2,1,0.23544,1.407693,[26 54] ; [13 16],[28.62385321 51.37614679] ; [10.37614679 18.62385321],0
a4,1,0.269303,1.220291,[34 48] ; [ 9 21],[31.48214286 50.51785714] ; [11.51785714 18.48214286],0
n1,1,0.269879,1.21736,[16 22] ; [2 7],[14.55319149 23.44680851] ; [3.44680851 5.55319149],0
n3,1,0.337904,0.918367,[20 15] ; [4 6],[18.66666667 16.33333333] ; [5.33333333 4.66666667],0
a1,1,0.350574,0.871379,[ 7 76] ; [ 1 29],[ 5.87610619 77.12389381] ; [ 2.12389381 27.87610619],0
b5,1,0.387846,0.745684,[45 38] ; [19 11],[47.00884956 35.99115044] ; [16.99115044 13.00884956],0
b4,1,0.414885,0.664759,[54 29] ; [17 13],[52.15044248 30.84955752] ; [18.84955752 11.15044248],0
a7,1,0.523118,0.407741,[46 35] ; [15 15],[44.51351351 36.48648649] ; [16.48648649 13.51351351],0
