Feature,DoF,P Value,Chi Square,Observed,Expected,Is Significant
p9,1,0.0,30.396312,[298  17] ; [30 13],[288.60335196  26.39664804] ; [39.39664804  3.60335196],1
p4,1,2e-06,23.121171,[276  41] ; [25 18],[265.04722222  51.95277778] ; [35.95277778  7.04722222],1
p7,1,4e-06,21.48043,[254  61] ; [21 22],[241.96927374  73.03072626] ; [33.03072626  9.96927374],1
p8,1,4e-06,21.417351,[227  87] ; [16 27],[213.73109244 100.26890756] ; [29.26890756 13.73109244],1
p10,1,0.000296,13.098399,[291  25] ; [32 11],[284.31197772  31.68802228] ; [38.68802228  4.31197772],1
d3,1,0.001045,10.74618,[226  91] ; [20 23],[216.61666667 100.38333333] ; [29.38333333 13.61666667],0
d4,1,0.001126,10.607406,[269  47] ; [28 15],[261.42618384  54.57381616] ; [35.57381616  7.42618384],0
p6,1,0.002957,8.833779,[164 151] ; [12 31],[154.8603352 160.1396648] ; [21.1396648 21.8603352],0
v1,1,0.006522,7.400218,[208 103] ; [18 22],[200.24501425 110.75498575] ; [25.75498575 14.24501425],0
d5,1,0.007686,7.105206,[276  40] ; [31 12],[270.22841226  45.77158774] ; [36.77158774  6.22841226],0
s7,1,0.00877,6.868999,[186 110] ; [17 24],[178.30267062 117.69732938] ; [24.69732938 16.30267062],0
p11,1,0.009314,6.761554,[276  41] ; [31 12],[270.33055556  46.66944444] ; [36.66944444  6.33055556],0
s1,1,0.011618,6.368235,[  7 308] ; [ 4 39],[  9.67877095 305.32122905] ; [ 1.32122905 41.67877095],0
s6,1,0.019158,5.487032,[229  76] ; [25 18],[222.61494253  82.38505747] ; [31.38505747 11.61494253],0
s5,1,0.019264,5.477416,[132 171] ; [10 31],[125.0755814 177.9244186] ; [16.9244186 24.0755814],0
v3,1,0.039043,4.258984,[158 150] ; [14 27],[151.79369628 156.20630372] ; [20.20630372 20.79369628],0
a3,1,0.04629,3.971028,[248  67] ; [28 15],[242.84916201  72.15083799] ; [33.15083799  9.84916201],0
d1,1,0.05251,3.759439,[210 107] ; [22 21],[204.28888889 112.71111111] ; [27.71111111 15.28888889],0
r4,1,0.054011,3.712355,[298  19] ; [37  6],[294.98611111  22.01388889] ; [40.01388889  2.98611111],0
u2,1,0.072885,3.216833,[40 28] ; [ 5 10],[36.86746988 31.13253012] ; [8.13253012 6.86746988],0
v4,1,0.074464,3.181765,[304  11] ; [39  4],[301.80167598  13.19832402] ; [41.19832402  1.80167598],0
r2,1,0.102022,2.673645,[303  12] ; [39  4],[300.92178771  14.07821229] ; [41.07821229  1.92178771],0
n4,1,0.107098,2.596537,[295  22] ; [37  6],[292.34444444  24.65555556] ; [39.65555556  3.34444444],0
r1,1,0.126885,2.330209,[264  51] ; [32 11],[260.44692737  54.55307263] ; [35.55307263  7.44692737],0
p5,1,0.140906,2.168035,[ 70 246] ; [ 5 36],[ 66.38655462 249.61344538] ; [ 8.61344538 32.38655462],0
b1,1,0.140921,2.167875,[132 185] ; [23 20],[136.48611111 180.51388889] ; [18.51388889 24.48611111],0
a2,1,0.141558,2.160938,[ 93 224] ; [ 8 35],[ 88.93611111 228.06388889] ; [12.06388889 30.93611111],0
s2,1,0.178574,1.809451,[179 133] ; [20 23],[174.89577465 137.10422535] ; [24.10422535 18.89577465],0
n2,1,0.189444,1.721939,[31 11] ; [11  1],[32.66666667  9.33333333] ; [9.33333333 2.66666667],0
n6,1,0.234609,1.412696,[301  16] ; [38  4],[299.33983287  17.66016713] ; [39.66016713  2.33983287],0
v2,1,0.240785,1.375993,[198 111] ; [23 19],[194.55555556 114.44444444] ; [26.44444444 15.55555556],0
p12,1,0.27899,1.172002,[ 40 275] ; [ 3 40],[ 37.83519553 277.16480447] ; [ 5.16480447 37.83519553],0
s8,1,0.297794,1.084049,[172 141] ; [20 23],[168.80898876 144.19101124] ; [23.19101124 19.80898876],0
s4,1,0.330204,0.948096,[ 56 256] ; [ 5 37],[ 53.76271186 258.23728814] ; [ 7.23728814 34.76271186],0
r3,1,0.333478,0.935345,[302  12] ; [40  3],[300.80672269  13.19327731] ; [41.19327731  1.80672269],0
a1,1,0.351859,0.866741,[ 18 299] ; [ 4 39],[ 19.37222222 297.62777778] ; [ 2.62777778 40.37222222],0
b3,1,0.404937,0.693615,[ 89 116] ; [11 20],[ 86.86440678 118.13559322] ; [13.13559322 17.86440678],0
b2,1,0.404937,0.693615,[ 89 116] ; [11 20],[ 86.86440678 118.13559322] ; [13.13559322 17.86440678],0
n3,1,0.406581,0.688776,[30 12] ; [10  2],[31.11111111 10.88888889] ; [8.88888889 3.11111111],0
a5,1,0.474927,0.51049,[251  66] ; [32 11],[249.19722222  67.80277778] ; [33.80277778  9.19722222],0
u1,1,0.511318,0.43137,[ 81 236] ; [ 9 34],[ 79.25 237.75] ; [10.75 32.25],0
s3,1,0.512597,0.428761,[191 122] ; [24 19],[189.03089888 123.96910112] ; [25.96910112 17.03089888],0
p1,1,0.533315,0.388072,[ 40 277] ; [ 4 39],[ 38.74444444 278.25555556] ; [ 5.25555556 37.74444444],0
u4,1,0.610877,0.258899,[ 10 306] ; [ 2 41],[ 10.56267409 305.43732591] ; [ 1.43732591 41.56267409],0
b5,1,0.619282,0.246878,[179 138] ; [26 17],[180.51388889 136.48611111] ; [24.48611111 18.51388889],0
a7,1,0.64523,0.211967,[231  85] ; [30 13],[229.73816156  86.26183844] ; [31.26183844 11.73816156],0
a8,1,0.656668,0.197596,[ 44 239] ; [ 5 34],[ 43.06521739 239.93478261] ; [ 5.93478261 33.06521739],0
u3,1,0.727533,0.121389,[38 31] ; [9 6],[38.60714286 30.39285714] ; [8.39285714 6.60714286],0
d2,1,0.758962,0.094153,[174 143] ; [22 20],[173.06963788 143.93036212] ; [22.93036212 19.06963788],0
a6,1,0.879749,0.022888,[224  92] ; [30 13],[223.57660167  92.42339833] ; [30.42339833 12.57660167],0
n1,1,0.884254,0.021193,[20 22] ; [6 6],[20.22222222 21.77777778] ; [5.77777778 6.22222222],0
a4,1,0.886231,0.02047,[158 158] ; [22 21],[158.44011142 157.55988858] ; [21.55988858 21.44011142],0
b4,1,0.997824,7e-06,[177 140] ; [24 19],[176.99166667 140.00833333] ; [24.00833333 18.99166667],0
