Feature,DoF,P Value,Chi Square,Observed,Expected,Is Significant
p3,1,0.0,45.730505,[56 40] ; [ 27 130],[31.49407115 64.50592885] ; [ 51.50592885 105.49407115],1
p8,1,0.0,26.615644,[56 38] ; [ 42 115],[36.70119522 57.29880478] ; [61.29880478 95.70119522],1
p7,1,0.0,25.688883,[65 31] ; [ 54 101],[45.51394422 50.48605578] ; [73.48605578 81.51394422],1
p2,1,6e-06,20.454846,[82 13] ; [93 64],[65.97222222 29.02777778] ; [109.02777778  47.97222222],1
v1,1,1e-05,19.435792,[54 40] ; [ 46 111],[37.4501992 56.5498008] ; [62.5498008 94.4501992],1
p11,1,4.9e-05,16.50143,[81 15] ; [95 63],[66.51968504 29.48031496] ; [109.48031496  48.51968504],1
p6,1,5.7e-05,16.188058,[30 65] ; [ 17 137],[17.93172691 77.06827309] ; [ 29.06827309 124.93172691],1
p10,1,0.00051,12.080286,[73 23] ; [84 71],[60.04780876 35.95219124] ; [96.95219124 58.04780876],1
p5,1,0.002018,9.5328,[ 9 86] ; [  2 155],[ 4.1468254 90.8531746] ; [  6.8531746 150.1468254],0
v4,1,0.003008,8.802882,[90  6] ; [125  31],[81.9047619 14.0952381] ; [133.0952381  22.9047619],0
v3,1,0.005819,7.605522,[35 57] ; [ 33 119],[25.63934426 66.36065574] ; [ 42.36065574 109.63934426],0
r4,1,0.006163,7.501939,[81 15] ; [109  49],[71.81102362 24.18897638] ; [118.18897638  39.81102362],0
p9,1,0.006736,7.342124,[75 21] ; [95 59],[65.28 30.72] ; [104.72  49.28],0
a5,1,0.007147,7.235651,[68 28] ; [85 73],[57.82677165 38.17322835] ; [95.17322835 62.82677165],0
n6,1,0.008521,6.920496,[77 18] ; [103  54],[67.85714286 27.14285714] ; [112.14285714  44.85714286],0
d5,1,0.012498,6.238876,[76 20] ; [101  56],[67.16205534 28.83794466] ; [109.83794466  47.16205534],0
v2,1,0.014673,5.955304,[52 42] ; [59 91],[42.76229508 51.23770492] ; [68.23770492 81.76229508],0
s8,1,0.014969,5.920132,[16 80] ; [ 11 147],[10.20472441 85.79527559] ; [ 16.79527559 141.20472441],0
n4,1,0.017329,5.662789,[71 25] ; [93 64],[62.22924901 33.77075099] ; [101.77075099  55.22924901],0
r3,1,0.024222,5.078669,[88  8] ; [126  29],[81.84860558 14.15139442] ; [132.15139442  22.84860558],0
n3,1,0.038338,4.289951,[18  4] ; [30 23],[14.08  7.92] ; [33.92 19.08],0
a4,1,0.049313,3.864671,[43 53] ; [ 51 106],[35.66798419 60.33201581] ; [58.33201581 98.66798419],0
d1,1,0.059691,3.545943,[53 43] ; [68 90],[45.73228346 50.26771654] ; [75.26771654 82.73228346],0
n5,1,0.083964,2.986446,[67 29] ; [92 64],[60.57142857 35.42857143] ; [98.42857143 57.57142857],0
u3,1,0.12774,2.319763,[20 18] ; [23 39],[16.34 21.66] ; [26.66 35.34],0
a7,1,0.13754,2.205263,[70 26] ; [99 56],[64.6374502 31.3625498] ; [104.3625498  50.6374502],0
p12,1,0.139928,2.178752,[ 4 92] ; [  2 156],[ 2.26771654 93.73228346] ; [  3.73228346 154.26771654],0
d3,1,0.157378,1.999242,[61 35] ; [85 71],[55.61904762 40.38095238] ; [90.38095238 65.61904762],0
r1,1,0.160571,1.968845,[68 28] ; [97 59],[62.85714286 33.14285714] ; [102.14285714  53.85714286],0
p1,1,0.200802,1.636534,[12 84] ; [ 12 145],[ 9.10671937 86.89328063] ; [ 14.89328063 142.10671937],0
d4,1,0.214798,1.538788,[73 23] ; [108  49],[68.6798419 27.3201581] ; [112.3201581  44.6798419],0
r2,1,0.217784,1.518911,[86  9] ; [132  23],[82.84 12.16] ; [135.16  19.84],0
n1,1,0.234772,1.411717,[ 9 13] ; [14 38],[ 6.83783784 15.16216216] ; [16.16216216 35.83783784],0
u1,1,0.240879,1.375444,[10 86] ; [ 10 148],[ 7.55905512 88.44094488] ; [ 12.44094488 145.55905512],0
s1,1,0.247572,1.336955,[ 6 89] ; [  5 150],[ 4.18 90.82] ; [  6.82 148.18],0
a1,1,0.261186,1.26246,[ 3 93] ; [ 10 148],[ 4.91338583 91.08661417] ; [  8.08661417 149.91338583],0
s3,1,0.283413,1.15065,[24 70] ; [ 31 126],[20.59760956 73.40239044] ; [ 34.40239044 122.59760956],0
n2,1,0.327922,0.957085,[15  6] ; [32 22],[13.16  7.84] ; [33.84 20.16],0
a2,1,0.417267,0.658,[17 79] ; [ 22 136],[14.74015748 81.25984252] ; [ 24.25984252 133.74015748],0
s5,1,0.442058,0.590936,[13 82] ; [ 16 137],[11.10887097 83.89112903] ; [ 17.89112903 135.10887097],0
a8,1,0.4654,0.532876,[ 6 79] ; [ 15 137],[ 7.53164557 77.46835443] ; [ 13.46835443 138.53164557],0
s2,1,0.497369,0.460545,[15 80] ; [ 20 137],[13.19444444 81.80555556] ; [ 21.80555556 135.19444444],0
b3,1,0.51185,0.430283,[24 37] ; [30 58],[22.10738255 38.89261745] ; [31.89261745 56.10738255],0
b2,1,0.51185,0.430283,[24 37] ; [30 58],[22.10738255 38.89261745] ; [31.89261745 56.10738255],0
b4,1,0.526494,0.401154,[52 44] ; [92 66],[54.42519685 41.57480315] ; [89.57480315 68.42519685],0
s4,1,0.685453,0.164052,[ 6 90] ; [ 12 146],[ 6.80314961 89.19685039] ; [ 11.19685039 146.80314961],0
u4,1,0.720808,0.12772,[ 1 95] ; [  1 157],[ 0.75590551 95.24409449] ; [  1.24409449 156.75590551],0
a6,1,0.783464,0.075519,[63 33] ; [101  57],[61.98425197 34.01574803] ; [102.01574803  55.98425197],0
u2,1,0.816335,0.053945,[17 20] ; [27 35],[16.44444444 20.55555556] ; [27.55555556 34.44444444],0
b5,1,0.83368,0.044093,[54 42] ; [91 67],[54.80314961 41.19685039] ; [90.19685039 67.80314961],0
a3,1,0.859199,0.031469,[58 38] ; [96 60],[58.66666667 37.33333333] ; [95.33333333 60.66666667],0
b1,1,0.962191,0.002247,[41 55] ; [67 91],[40.81889764 55.18110236] ; [67.18110236 90.81889764],0
d2,1,0.984139,0.000395,[41 55] ; [66 89],[40.92430279 55.07569721] ; [66.07569721 88.92430279],0
