Feature,DoF,P Value,Chi Square,Observed,Expected,Is Significant
a3,1,0.0,47.417216,[77 16] ; [21 50],[55.57317073 37.42682927] ; [42.42682927 28.57317073],1
a4,1,0.0,40.699655,[54 39] ; [ 7 65],[34.38181818 58.61818182] ; [26.61818182 45.38181818],1
d2,1,3.9e-05,16.919174,[52 40] ; [18 55],[39.03030303 52.96969697] ; [30.96969697 42.03030303],1
d5,1,0.000133,14.601921,[75 18] ; [38 34],[63.69090909 29.30909091] ; [49.30909091 22.69090909],1
a6,1,0.000178,14.048523,[64 29] ; [29 44],[52.10240964 40.89759036] ; [40.89759036 32.10240964],1
d1,1,0.000366,12.699,[53 41] ; [21 52],[41.65269461 52.34730539] ; [32.34730539 40.65269461],1
d3,1,0.001098,10.654412,[63 30] ; [30 41],[52.73780488 40.26219512] ; [40.26219512 30.73780488],0
u1,1,0.001197,10.495308,[18 76] ; [ 2 71],[11.25748503 82.74251497] ; [ 8.74251497 64.25748503],0
r2,1,0.00555,7.690832,[82  9] ; [53 19],[75.36809816 15.63190184] ; [59.63190184 12.36809816],0
r1,1,0.00648,7.41171,[69 23] ; [40 33],[60.77575758 31.22424242] ; [48.22424242 24.77575758],0
n4,1,0.016311,5.769085,[63 30] ; [36 37],[55.46385542 37.53614458] ; [43.53614458 29.46385542],0
a7,1,0.018631,5.535853,[68 25] ; [40 32],[60.87272727 32.12727273] ; [47.12727273 24.87272727],0
d4,1,0.021943,5.250296,[71 22] ; [43 29],[64.25454545 28.74545455] ; [49.74545455 22.25454545],0
v2,1,0.027626,4.851235,[41 50] ; [19 49],[34.33962264 56.66037736] ; [25.66037736 42.33962264],0
r4,1,0.027661,4.849042,[67 27] ; [40 33],[60.22754491 33.77245509] ; [46.77245509 26.22754491],0
s7,1,0.032727,4.560023,[32 55] ; [14 53],[25.98701299 61.01298701] ; [20.01298701 46.98701299],0
r3,1,0.06113,3.50645,[74 19] ; [48 24],[68.76363636 24.23636364] ; [53.23636364 18.76363636],0
n1,1,0.066349,3.37112,[18 19] ; [ 8 22],[14.35820896 22.64179104] ; [11.64179104 18.35820896],0
