Feature,DoF,P Value,Chi Square,Observed,Expected,Is Significant
p7,1,1e-06,23.341046,[48 25] ; [ 83 161],[30.16719243 42.83280757] ; [100.83280757 143.16719243],1
u3,1,0.184425,1.761603,[10  4] ; [22 21],[7.85964912 6.14035088] ; [24.14035088 18.85964912],0
b5,1,0.197571,1.660237,[52 23] ; [151  96],[47.2826087 27.7173913] ; [155.7173913  91.2826087],0
n2,1,0.212771,1.552473,[14  9] ; [63 22],[16.39814815  6.60185185] ; [60.60185185 24.39814815],0
a6,1,0.233261,1.420867,[60 15] ; [180  66],[56.07476636 18.92523364] ; [183.92523364  62.07476636],0
r4,1,0.234366,1.414168,[66  9] ; [203  44],[62.6552795 12.3447205] ; [206.3447205  40.6552795],0
p5,1,0.401884,0.702682,[ 2 73] ; [ 12 231],[ 3.30188679 71.69811321] ; [ 10.69811321 232.30188679],0
p12,1,0.421119,0.64719,[ 3 72] ; [ 16 230],[ 4.43925234 70.56074766] ; [ 14.56074766 231.43925234],0
n1,1,0.43435,0.611164,[ 7 15] ; [34 49],[ 8.59047619 13.40952381] ; [32.40952381 50.59047619],0
d4,1,0.441579,0.592177,[65 10] ; [204  42],[62.85046729 12.14953271] ; [206.14953271  39.85046729],0
v3,1,0.480088,0.498663,[27 44] ; [ 78 155],[24.52302632 46.47697368] ; [ 80.47697368 152.52302632],0
s1,1,0.502935,0.448738,[ 4 69] ; [  9 234],[ 3.00316456 69.99683544] ; [  9.99683544 233.00316456],0
p11,1,0.525141,0.403784,[49 26] ; [171  76],[51.24223602 23.75776398] ; [168.75776398  78.24223602],0
b4,1,0.535227,0.384458,[41 34] ; [145 102],[43.32298137 31.67701863] ; [142.67701863 104.32298137],0
n3,1,0.545372,0.365673,[18  5] ; [59 23],[16.86666667  6.13333333] ; [60.13333333 21.86666667],0
v4,1,0.626957,0.23621,[69  6] ; [219  24],[67.9245283  7.0754717] ; [220.0754717  22.9245283],0
a1,1,0.634128,0.226504,[ 4 71] ; [ 17 230],[ 4.89130435 70.10869565] ; [ 16.10869565 230.89130435],0
n5,1,0.706736,0.141559,[51 23] ; [173  70],[52.29022082 21.70977918] ; [171.70977918  71.29022082],0
a3,1,0.750231,0.101337,[61 14] ; [204  42],[61.91588785 13.08411215] ; [203.08411215  42.91588785],0
b1,1,0.890616,0.018913,[30 45] ; [101 146],[30.51242236 44.48757764] ; [100.48757764 146.51242236],0
r1,1,0.943101,0.005094,[59 16] ; [191  53],[58.77742947 16.22257053] ; [191.22257053  52.77742947],0
s4,1,0.997384,1.1e-05,[13 61] ; [ 43 202],[12.99059561 61.00940439] ; [ 43.00940439 201.99059561],0
