Feature,DoF,P Value,Chi Square,Observed,Expected,Is Significant
p7,1,1e-06,23.341046,[48 25] ; [ 83 161],[30.16719243 42.83280757] ; [100.83280757 143.16719243],1
p4,1,3e-06,21.844822,[52 23] ; [ 95 151],[34.34579439 40.65420561] ; [112.65420561 133.34579439],1
s7,1,3e-06,21.581867,[53 19] ; [ 99 135],[35.76470588 36.23529412] ; [116.23529412 117.76470588],1
s8,1,2e-05,18.151393,[46 28] ; [ 85 162],[30.19937695 43.80062305] ; [100.80062305 146.19937695],1
s2,1,0.00013,14.638409,[52 22] ; [110 135],[37.5799373 36.4200627] ; [124.4200627 120.5799373],1
p2,1,0.001215,10.467254,[64 11] ; [162  84],[52.80373832 22.19626168] ; [173.19626168  72.80373832],0
u1,1,0.001562,10.003799,[29 46] ; [ 51 196],[18.63354037 56.36645963] ; [ 61.36645963 185.63354037],0
p9,1,0.003763,8.394838,[68  7] ; [183  61],[59.01253918 15.98746082] ; [191.98746082  52.01253918],0
p3,1,0.005361,7.753581,[38 37] ; [ 81 165],[27.80373832 47.19626168] ; [ 91.19626168 154.80373832],0
s6,1,0.006868,7.307145,[56 17] ; [146 100],[46.22570533 26.77429467] ; [155.77429467  90.22570533],0
p10,1,0.007466,7.157325,[63 11] ; [170  75],[54.05015674 19.94984326] ; [178.94984326  66.05015674],0
a2,1,0.013616,6.087292,[35 40] ; [ 77 170],[26.08695652 48.91304348] ; [ 85.91304348 161.08695652],0
v2,1,0.016416,5.757736,[47 25] ; [116 120],[38.1038961 33.8961039] ; [124.8961039 111.1038961],0
u2,1,0.016486,5.75027,[11  3] ; [17 24],[7.12727273 6.87272727] ; [20.87272727 20.12727273],0
v1,1,0.017523,5.643171,[43 30] ; [102 135],[34.14516129 38.85483871] ; [110.85483871 126.14516129],0
n4,1,0.020553,5.364329,[66  9] ; [184  60],[58.77742947 16.22257053] ; [191.22257053  52.77742947],0
n6,1,0.02337,5.140801,[66  9] ; [184  59],[58.96226415 16.03773585] ; [191.03773585  51.96226415],0
s5,1,0.02681,4.903015,[28 39] ; [ 67 175],[20.5987055 46.4012945] ; [ 74.4012945 167.5987055],0
b2,1,0.02697,4.892748,[28 23] ; [59 99],[21.22966507 29.77033493] ; [65.77033493 92.22966507],0
b3,1,0.02697,4.892748,[28 23] ; [59 99],[21.22966507 29.77033493] ; [65.77033493 92.22966507],0
a4,1,0.029516,4.737242,[52 22] ; [138 108],[43.9375 30.0625] ; [146.0625  99.9375],0
p1,1,0.029598,4.732473,[ 8 67] ; [ 10 236],[ 4.20560748 70.79439252] ; [ 13.79439252 232.20560748],0
d1,1,0.030173,4.699428,[55 20] ; [147 100],[47.04968944 27.95031056] ; [154.95031056  92.04968944],0
r3,1,0.03917,4.253495,[73  2] ; [219  25],[68.65203762  6.34796238] ; [223.34796238  20.65203762],0
s3,1,0.041921,4.138378,[48 26] ; [126 119],[40.36363636 33.63636364] ; [133.63636364 111.36363636],0
d2,1,0.088627,2.899138,[51 24] ; [139 105],[44.67084639 30.32915361] ; [145.32915361  98.67084639],0
d5,1,0.117083,2.455917,[69  6] ; [209  37],[64.95327103 10.04672897] ; [213.04672897  32.95327103],0
a7,1,0.117743,2.447089,[58 17] ; [167  79],[52.57009346 22.42990654] ; [172.42990654  73.57009346],0
a8,1,0.125202,2.351005,[ 5 60] ; [ 34 192],[ 8.71134021 56.28865979] ; [ 30.28865979 195.71134021],0
d3,1,0.1353,2.230613,[56 19] ; [161  85],[50.70093458 24.29906542] ; [166.29906542  79.70093458],0
r2,1,0.167043,1.909283,[72  2] ; [223  17],[69.52229299  4.47770701] ; [225.47770701  14.52229299],0
