Feature,DoF,P Value,Chi Square,Observed,Expected,Is Significant
d1,1,0.0,126.333424,[ 4 92] ; [220  97],[52.06779661 43.93220339] ; [171.93220339 145.06779661],1
d4,1,0.0,74.287396,[43 51] ; [277  39],[73.36585366 20.63414634] ; [246.63414634  69.36585366],1
d3,1,0.0,46.028714,[36 59] ; [238  78],[63.33333333 31.66666667] ; [210.66666667 105.33333333],1
a3,1,0.0,35.387472,[40 55] ; [237  80],[63.87135922 31.12864078] ; [213.12864078 103.87135922],1
d2,1,0.0,28.786515,[22 74] ; [170 144],[44.95609756 51.04390244] ; [147.04390244 166.95609756],1
a5,1,0.0,26.358025,[43 52] ; [233  84],[63.6407767 31.3592233] ; [212.3592233 104.6407767],1
a4,1,1e-06,24.584763,[18 77] ; [150 166],[38.83211679 56.16788321] ; [129.16788321 186.83211679],1
a2,1,2.6e-05,17.672667,[ 5 91] ; [ 79 238],[19.52542373 76.47457627] ; [ 64.47457627 252.52542373],1
a7,1,0.000821,11.192546,[54 41] ; [236  80],[67.03163017 27.96836983] ; [222.96836983  93.03163017],1
u1,1,0.001008,10.813206,[ 4 92] ; [ 56 261],[13.94673123 82.05326877] ; [ 46.05326877 270.94673123],0
v2,1,0.008533,6.918046,[27 63] ; [139 166],[37.82278481 52.17721519] ; [128.17721519 176.82278481],0
r1,1,0.012123,6.292847,[64 32] ; [250  66],[73.16504854 22.83495146] ; [240.83495146  75.16504854],0
r3,1,0.016648,5.733094,[83 13] ; [295  19],[88.50731707  7.49268293] ; [289.49268293  24.50731707],0
p10,1,0.026246,4.939714,[59 34] ; [236  78],[67.40786241 25.59213759] ; [227.59213759  86.40786241],0
p12,1,0.026247,4.939704,[ 9 85] ; [ 12 303],[ 4.82640587 89.17359413] ; [ 16.17359413 298.82640587],0
s8,1,0.027486,4.860034,[23 72] ; [115 201],[31.89781022 63.10218978] ; [106.10218978 209.89781022],0
s6,1,0.03785,4.311737,[46 47] ; [192 120],[54.65185185 38.34814815] ; [183.34814815 128.65185185],0
