Feature,DoF,P Value,Chi Square,Observed,Expected,Is Significant
p7,1,8.3e-05,15.492792,[41  5] ; [22 21],[32.56179775 13.43820225] ; [30.43820225 12.56179775],1
p11,1,0.001823,9.720211,[41  6] ; [25 18],[34.46666667 12.53333333] ; [31.53333333 11.46666667],0
b1,1,0.006596,7.379856,[15 32] ; [26 17],[21.41111111 25.58888889] ; [19.58888889 23.41111111],0
n6,1,0.013591,6.090559,[43  3] ; [32 11],[38.76404494  7.23595506] ; [36.23595506  6.76404494],0
p6,1,0.016517,5.746988,[25 20] ; [13 30],[19.43181818 25.56818182] ; [18.56818182 24.43181818],0
p5,1,0.035427,4.424494,[11 36] ; [ 3 39],[ 7.39325843 39.60674157] ; [ 6.60674157 35.39325843],0
p4,1,0.056036,3.650972,[38  9] ; [27 16],[33.94444444 13.05555556] ; [31.05555556 11.94444444],0
v4,1,0.094101,2.802784,[43  4] ; [34  9],[40.21111111  6.78888889] ; [36.78888889  6.21111111],0
n2,1,0.097788,2.741259,[8 5] ; [10  1],[9.75 3.25] ; [8.25 2.75],0
a4,1,0.100713,2.694211,[12 35] ; [18 25],[15.66666667 31.33333333] ; [14.33333333 28.66666667],0
p10,1,0.109465,2.561929,[37  8] ; [29 14],[33.75 11.25] ; [32.25 10.75],0
b5,1,0.157899,1.994229,[26 21] ; [30 13],[29.24444444 17.75555556] ; [26.75555556 16.24444444],0
v3,1,0.162332,1.952366,[18 29] ; [10 31],[14.95454545 32.04545455] ; [13.04545455 27.95454545],0
n5,1,0.17272,1.859173,[35 11] ; [27 16],[32.04494382 13.95505618] ; [29.95505618 13.04494382],0
d2,1,0.199593,1.645347,[14 33] ; [18 24],[16.8988764 30.1011236] ; [15.1011236 26.8988764],0
n1,1,0.239113,1.385814,[4 9] ; [6 5],[5.41666667 7.58333333] ; [4.58333333 6.41666667],0
u1,1,0.264839,1.243283,[ 1 46] ; [ 3 40],[ 2.08888889 44.91111111] ; [ 1.91111111 41.08888889],0
n3,1,0.276116,1.186108,[8 5] ; [9 2],[9.20833333 3.79166667] ; [7.79166667 3.20833333],0
a1,1,0.289445,1.122201,[ 5 42] ; [ 2 41],[ 3.65555556 43.34444444] ; [ 3.34444444 39.65555556],0
d5,1,0.310341,1.029224,[34 13] ; [35  8],[36.03333333 10.96666667] ; [32.96666667 10.03333333],0
p2,1,0.311362,1.024891,[40  7] ; [33 10],[38.12222222  8.87777778] ; [34.87777778  8.12222222],0
