Feature,DoF,P Value,Chi Square,Observed,Expected,Is Significant
a6,1,0.0,63.169286,[50 77] ; [264  74],[85.75913978 41.24086022] ; [228.24086022 109.75913978],1
d3,1,0.0,46.932973,[60 67] ; [270  69],[89.93562232 37.06437768] ; [240.06437768  98.93562232],1
a2,1,1e-06,23.812222,[ 13 114] ; [111 229],[33.72162741 93.27837259] ; [ 90.27837259 249.72162741],1
u1,1,1e-06,23.181181,[  7 120] ; [ 87 253],[ 25.56316916 101.43683084] ; [ 68.43683084 271.56316916],1
r4,1,0.000645,11.641604,[112  15] ; [328  12],[119.65738758   7.34261242] ; [320.34261242  19.65738758],1
b5,1,0.000721,11.434591,[66 61] ; [234 106],[81.58458244 45.41541756] ; [218.41541756 121.58458244],1
p4,1,0.000853,11.122545,[65 60] ; [231 105],[80.26030369 44.73969631] ; [215.73969631 120.26030369],1
d1,1,0.001779,9.764457,[64 63] ; [225 115],[78.59314775 48.40685225] ; [210.40685225 129.59314775],0
b3,1,0.005127,7.834013,[48 39] ; [ 80 133],[37.12 49.88] ; [ 90.88 122.12],0
b2,1,0.005127,7.834013,[48 39] ; [ 80 133],[37.12 49.88] ; [ 90.88 122.12],0
b1,1,0.009198,6.784038,[60 67] ; [116 224],[47.86295503 79.13704497] ; [128.13704497 211.86295503],0
p8,1,0.013109,6.154394,[58 64] ; [201 131],[69.59911894 52.40088106] ; [189.40088106 142.59911894],0
n6,1,0.014811,5.938825,[99 26] ; [297  40],[107.14285714  17.85714286] ; [288.85714286  48.14285714],0
p12,1,0.023904,5.101566,[  5 117] ; [ 37 300],[ 11.16339869 110.83660131] ; [ 30.83660131 306.16339869],0
p2,1,0.033302,4.530169,[98 25] ; [296  42],[105.12364425  17.87635575] ; [288.87635575  49.12364425],0
a5,1,0.042434,4.117802,[90 37] ; [271  69],[98.17344754 28.82655246] ; [262.82655246  77.17344754],0
r3,1,0.044368,4.042492,[118   9] ; [329  10],[121.82188841   5.17811159] ; [325.17811159  13.82188841],0
n1,1,0.057961,3.594793,[19 11] ; [23 32],[14.82352941 15.17647059] ; [27.17647059 27.82352941],0
p6,1,0.076038,3.147613,[43 77] ; [150 182],[51.23893805 68.76106195] ; [141.76106195 190.23893805],0
p3,1,0.08565,2.954292,[61 63] ; [196 141],[69.12798265 54.87201735] ; [187.87201735 149.12798265],0
s3,1,0.099645,2.711219,[81 46] ; [183 148],[73.20524017 53.79475983] ; [190.79475983 140.20524017],0
s8,1,0.112638,2.516807,[71 55] ; [161 174],[63.40997831 62.59002169] ; [168.59002169 166.40997831],0
p1,1,0.116713,2.460889,[  8 118] ; [ 38 300],[ 12.49137931 113.50862069] ; [ 33.50862069 304.49137931],0
d5,1,0.174333,1.84528,[100  26] ; [287  52],[104.86451613  21.13548387] ; [282.13548387  56.86451613],0
s5,1,0.174839,1.840954,[54 68] ; [121 204],[47.76286353 74.23713647] ; [127.23713647 197.76286353],0
v2,1,0.192391,1.69921,[76 46] ; [227 103],[81.78318584 40.21681416] ; [221.21681416 108.78318584],0
r1,1,0.196403,1.668921,[104  23] ; [292  45],[108.38793103  18.61206897] ; [287.61206897  49.38793103],0
p9,1,0.213717,1.546066,[105  19] ; [298  37],[108.87145969  15.12854031] ; [294.12854031  40.87145969],0
u2,1,0.226724,1.461297,[15 17] ; [51 35],[17.89830508 14.10169492] ; [48.10169492 37.89830508],0
a1,1,0.244056,1.357011,[  9 118] ; [ 15 325],[  6.5267666 120.4732334] ; [ 17.4732334 322.5267666],0
u3,1,0.245836,1.346811,[17 15] ; [57 31],[19.73333333 12.26666667] ; [54.26666667 33.73333333],0
p10,1,0.304671,1.053638,[99 23] ; [286  50],[102.55458515  19.44541485] ; [282.44541485  53.55458515],0
a8,1,0.335651,0.926973,[ 16 106] ; [ 50 246],[ 19.26315789 102.73684211] ; [ 46.73684211 249.26315789],0
d4,1,0.33645,0.92391,[102  24] ; [287  52],[105.40645161  20.59354839] ; [283.59354839  55.40645161],0
v4,1,0.349738,0.874409,[121   5] ; [331   8],[122.47741935   3.52258065] ; [329.52258065   9.47741935],0
s2,1,0.450292,0.569917,[74 53] ; [181 152],[70.40217391 56.59782609] ; [184.59782609 148.40217391],0
n3,1,0.457523,0.551948,[24  6] ; [40 15],[22.58823529  7.41176471] ; [41.41176471 13.58823529],0
s7,1,0.503717,0.447096,[68 54] ; [167 153],[64.86425339 57.13574661] ; [170.13574661 149.86425339],0
b4,1,0.567411,0.327034,[74 53] ; [208 132],[76.68950749 50.31049251] ; [205.31049251 134.68950749],0
d2,1,0.583125,0.30121,[61 66] ; [172 166],[63.63655914 63.36344086] ; [169.36344086 168.63655914],0
u4,1,0.622495,0.242377,[  3 124] ; [ 11 329],[  3.80728051 123.19271949] ; [ 10.19271949 329.80728051],0
s6,1,0.64143,0.216877,[85 37] ; [238  93],[86.98896247 35.01103753] ; [236.01103753  94.98896247],0
p7,1,0.641758,0.21645,[80 42] ; [222 105],[82.05790646 39.94209354] ; [219.94209354 107.05790646],0
n5,1,0.685363,0.164151,[100  25] ; [276  62],[101.51187905  23.48812095] ; [274.48812095  63.51187905],0
n2,1,0.707137,0.141153,[25  5] ; [44 11],[24.35294118  5.64705882] ; [44.64705882 10.35294118],0
p5,1,0.73476,0.114786,[ 16 107] ; [ 48 289],[ 17.11304348 105.88695652] ; [ 46.88695652 290.11304348],0
s4,1,0.747471,0.103668,[ 21 106] ; [ 51 282],[ 19.87826087 107.12173913] ; [ 52.12173913 280.87826087],0
n4,1,0.758377,0.094625,[101  25] ; [276  63],[102.15483871  23.84516129] ; [274.84516129  64.15483871],0
p11,1,0.829184,0.046548,[102  25] ; [270  70],[101.16488223  25.83511777] ; [270.83511777  69.16488223],0
v3,1,0.892955,0.018108,[61 62] ; [165 163],[61.63636364 61.36363636] ; [164.36363636 163.63636364],0
s1,1,0.913125,0.011902,[  4 121] ; [ 10 323],[  3.8209607 121.1790393] ; [ 10.1790393 322.8209607],0
a4,1,0.983481,0.000429,[61 65] ; [164 174],[61.09913793 64.90086207] ; [163.90086207 174.09913793],0
a3,1,0.995465,3.2e-05,[95 32] ; [252  85],[94.9762931 32.0237069] ; [252.0237069  84.9762931],0
