Feature,DoF,P Value,Chi Square,Observed,Expected,Is Significant
r1,1,0.002304,9.290149,[31 44] ; [26 10],[38.51351351 36.48648649] ; [18.48648649 17.51351351],0
a5,1,0.009005,6.821753,[29 46] ; [24 13],[35.49107143 39.50892857] ; [17.50892857 19.49107143],0
r4,1,0.015912,5.812626,[46 29] ; [31  6],[51.5625 23.4375] ; [25.4375 11.5625],0
r2,1,0.022064,5.240703,[58 17] ; [35  2],[62.27678571 12.72321429] ; [30.72321429  6.27678571],0
a3,1,0.030513,4.680174,[29 45] ; [22 14],[34.30909091 39.69090909] ; [16.69090909 19.30909091],0
p6,1,0.036737,4.362558,[21 53] ; [ 4 33],[16.66666667 57.33333333] ; [ 8.33333333 28.66666667],0
s1,1,0.047471,3.928608,[ 4 70] ; [ 6 29],[ 6.78899083 67.21100917] ; [ 3.21100917 31.78899083],0
p10,1,0.055957,3.653341,[38 35] ; [25 10],[42.58333333 30.41666667] ; [20.41666667 14.58333333],0
n1,1,0.063603,3.44086,[10 21] ; [6 3],[12.4 18.6] ; [3.6 5.4],0
a7,1,0.080972,3.045292,[33 41] ; [23 14],[37.33333333 36.66666667] ; [18.66666667 18.33333333],0
p9,1,0.101883,2.67581,[41 31] ; [27 10],[44.91743119 27.08256881] ; [23.08256881 13.91743119],0
v3,1,0.108109,2.581653,[ 9 64] ; [ 9 28],[11.94545455 61.05454545] ; [ 6.05454545 30.94545455],0
s6,1,0.118783,2.433297,[31 42] ; [21 15],[34.82568807 38.17431193] ; [17.17431193 18.82568807],0
s8,1,0.126585,2.333894,[16 58] ; [13 24],[19.33333333 54.66666667] ; [ 9.66666667 27.33333333],0
p11,1,0.185478,1.75318,[43 32] ; [26 11],[46.20535714 28.79464286] ; [22.79464286 14.20535714],0
n4,1,0.19693,1.665,[47 28] ; [27  9],[50. 25.] ; [24. 12.],0
u3,1,0.201547,1.631127,[16 30] ; [8 7],[18.09836066 27.90163934] ; [5.90163934 9.09836066],0
s7,1,0.202693,1.622867,[21 52] ; [14 20],[23.87850467 49.12149533] ; [11.12149533 22.87850467],0
d5,1,0.222744,1.486607,[29 45] ; [19 18],[32. 42.] ; [16. 21.],0
p7,1,0.222762,1.486486,[40 34] ; [15 21],[37. 37.] ; [18. 18.],0
s3,1,0.225347,1.469991,[31 43] ; [19 16],[33.94495413 40.05504587] ; [16.05504587 18.94495413],0
a2,1,0.232019,1.42844,[ 5 70] ; [ 5 32],[ 6.69642857 68.30357143] ; [ 3.30357143 33.69642857],0
a4,1,0.331007,0.944953,[19 56] ; [12 23],[21.13636364 53.86363636] ; [ 9.86363636 25.13636364],0
a8,1,0.332912,0.937539,[ 8 61] ; [ 6 26],[ 9.56435644 59.43564356] ; [ 4.43564356 27.56435644],0
d3,1,0.346343,0.886809,[14 59] ; [10 27],[15.92727273 57.07272727] ; [ 8.07272727 28.92727273],0
s2,1,0.389661,0.74,[23 52] ; [14 22],[25. 50.] ; [12. 24.],0
