Feature,DoF,P Value,Chi Square,Observed,Expected,Is Significant
p3,1,0.0,108.179956,[ 44 199] ; [165  93],[101.37125749 141.62874251] ; [107.62874251 150.37125749],1
p8,1,0.0,46.039614,[ 75 166] ; [158  99],[112.75702811 128.24297189] ; [120.24297189 136.75702811],1
p6,1,0.0,44.277189,[ 34 204] ; [106 151],[ 67.31313131 170.68686869] ; [ 72.68686869 184.31313131],1
p7,1,0.0,35.203519,[104 133] ; [180  76],[136.52738337 100.47261663] ; [147.47261663 108.52738337],1
p2,1,0.0,26.714417,[174  70] ; [231  27],[196.85258964  47.14741036] ; [208.14741036  49.85258964],1
p10,1,4e-06,21.074825,[157  85] ; [213  44],[179.43887776  62.56112224] ; [190.56112224  66.43887776],1
s7,1,8.2e-05,15.516594,[ 41 193] ; [ 82 165],[ 59.83783784 174.16216216] ; [ 63.16216216 183.83783784],1
d5,1,0.000166,14.182413,[168  75] ; [216  43],[185.88047809  57.11952191] ; [198.11952191  60.88047809],1
n4,1,0.000199,13.836929,[153  92] ; [201  58],[172.08333333  72.91666667] ; [181.91666667  77.08333333],1
p11,1,0.000245,13.447973,[167  78] ; [213  46],[184.72222222  60.27777778] ; [195.27777778  63.72222222],1
p5,1,0.000449,12.31698,[  8 235] ; [ 30 229],[ 18.39442231 224.60557769] ; [ 19.60557769 239.39442231],1
s6,1,0.000477,12.204753,[107 135] ; [151 101],[126.38866397 115.61133603] ; [131.61133603 120.38866397],1
n5,1,0.000568,11.879414,[151  94] ; [195  62],[168.86454183  76.13545817] ; [177.13545817  79.86454183],1
v1,1,0.000711,11.45989,[ 92 149] ; [135 118],[110.74291498 130.25708502] ; [116.25708502 136.74291498],1
d1,1,0.002424,9.196842,[105 140] ; [146 113],[122.01388889 122.98611111] ; [128.98611111 130.01388889],0
s5,1,0.002478,9.156408,[ 43 195] ; [ 75 177],[ 57.31428571 180.68571429] ; [ 60.68571429 191.31428571],0
p9,1,0.002485,9.151344,[170  66] ; [215  43],[183.92712551  52.07287449] ; [201.07287449  56.92712551],0
r4,1,0.003561,8.494939,[203  42] ; [237  22],[213.88888889  31.11111111] ; [226.11111111  32.88888889],0
a5,1,0.003821,8.367077,[146  99] ; [186  73],[161.38888889  83.61111111] ; [170.61111111  88.38888889],0
a4,1,0.00462,8.022548,[ 85 159] ; [122 136],[100.61354582 143.38645418] ; [106.38645418 151.61354582],0
n6,1,0.005732,7.632581,[185  60] ; [220  38],[197.26640159  47.73359841] ; [207.73359841  50.26640159],0
a7,1,0.007853,7.066588,[166  77] ; [204  55],[179.10358566  63.89641434] ; [190.89641434  68.10358566],0
p1,1,0.014429,5.984835,[ 10 233] ; [ 25 233],[ 16.9760479 226.0239521] ; [ 18.0239521 239.9760479],0
u1,1,0.014738,5.947518,[ 22 223] ; [ 42 217],[ 31.11111111 213.88888889] ; [ 32.88888889 226.11111111],0
r3,1,0.017855,5.610298,[221  22] ; [248  10],[227.47904192  15.52095808] ; [241.52095808  16.47904192],0
d3,1,0.01933,5.47137,[149  93] ; [185  74],[161.33333333  80.66666667] ; [172.66666667  86.33333333],0
v2,1,0.023092,5.161586,[104 127] ; [139 112],[116.45850622 114.54149378] ; [126.54149378 124.45850622],0
r1,1,0.026314,4.935298,[173  71] ; [205  53],[183.72908367  60.27091633] ; [194.27091633  63.72908367],0
b5,1,0.032376,4.578479,[160  85] ; [145 114],[148.26388889  96.73611111] ; [156.73611111 102.26388889],0
u3,1,0.037373,4.333333,[42 49] ; [56 35],[49. 42.] ; [49. 42.],0
d2,1,0.059297,3.556952,[ 86 156] ; [113 145],[ 96.316 145.684] ; [102.684 155.316],0
s2,1,0.077692,3.11253,[ 72 170] ; [ 96 162],[ 81.312 160.688] ; [ 86.688 171.312],0
v3,1,0.088821,2.895614,[ 67 169] ; [ 89 161],[ 75.75308642 160.24691358] ; [ 80.24691358 169.75308642],0
p12,1,0.094215,2.800832,[  8 234] ; [ 17 242],[ 12.0758483 229.9241517] ; [ 12.9241517 246.0758483],0
b1,1,0.200038,1.642099,[ 83 162] ; [102 157],[ 89.93055556 155.06944444] ; [ 95.06944444 163.93055556],0
d4,1,0.214624,1.539956,[183  60] ; [207  52],[188.78486056  54.21513944] ; [201.21513944  57.78486056],0
n1,1,0.271064,1.211353,[22 58] ; [18 31],[24.80620155 55.19379845] ; [15.19379845 33.80620155],0
a2,1,0.302798,1.061831,[ 44 201] ; [ 56 203],[ 48.61111111 196.38888889] ; [ 51.38888889 207.61111111],0
n2,1,0.341375,0.905259,[58 23] ; [38 10],[60.27906977 20.72093023] ; [35.72093023 12.27906977],0
s3,1,0.365547,0.818746,[ 93 148] ; [109 147],[ 97.95171026 143.04828974] ; [104.04828974 151.95171026],0
a1,1,0.459844,0.546274,[  9 236] ; [ 13 246],[ 10.69444444 234.30555556] ; [ 11.30555556 247.69444444],0
n3,1,0.469429,0.523321,[57 23] ; [37 11],[58.75 21.25] ; [35.25 12.75],0
u4,1,0.530283,0.39385,[  2 243] ; [  1 258],[  1.45833333 243.54166667] ; [  1.54166667 257.45833333],0
u2,1,0.6619,0.191223,[46 44] ; [50 42],[47.47252747 42.52747253] ; [48.52747253 43.47252747],0
a6,1,0.719622,0.128855,[165  79] ; [179  80],[166.87077535  77.12922465] ; [177.12922465  81.87077535],0
a8,1,0.724365,0.124349,[ 25 204] ; [ 23 209],[ 23.84381779 205.15618221] ; [ 24.15618221 207.84381779],0
b4,1,0.772634,0.083481,[145 100] ; [150 109],[143.40277778 101.59722222] ; [151.59722222 107.40277778],0
r2,1,0.832935,0.044495,[229  16] ; [239  18],[228.4063745  16.5936255] ; [239.5936255  17.4063745],0
b2,1,0.847204,0.037128,[36 79] ; [ 45 104],[35.28409091 79.71590909] ; [ 45.71590909 103.28409091],0
b3,1,0.847204,0.037128,[36 79] ; [ 45 104],[35.28409091 79.71590909] ; [ 45.71590909 103.28409091],0
a3,1,0.89287,0.018137,[154  89] ; [165  93],[154.7245509  88.2754491] ; [164.2754491  93.7245509],0
s1,1,0.902288,0.015073,[  8 233] ; [  8 248],[  7.75855131 233.24144869] ; [  8.24144869 247.75855131],0
s4,1,0.930415,0.007625,[ 38 205] ; [ 39 215],[ 37.64788732 205.35211268] ; [ 39.35211268 214.64788732],0
