Feature,DoF,P Value,Chi Square,Observed,Expected,Is Significant
p7,1,2.4e-05,17.84849,[72  6] ; [60 32],[60.56470588 17.43529412] ; [71.43529412 20.56470588],1
p4,1,2.7e-05,17.618897,[66 11] ; [52 41],[53.44705882 23.55294118] ; [64.55294118 28.44705882],1
p3,1,0.000139,14.520036,[61 16] ; [48 46],[49.08187135 27.91812865] ; [59.91812865 34.08187135],1
p8,1,0.000242,13.472577,[60 18] ; [45 46],[48.46153846 29.53846154] ; [56.53846154 34.46153846],1
p5,1,0.004375,8.121298,[26 52] ; [14 80],[18.13953488 59.86046512] ; [21.86046512 72.13953488],0
s7,1,0.006289,7.465666,[60 14] ; [56 35],[52.02424242 21.97575758] ; [63.97575758 27.02424242],0
s8,1,0.012569,6.22878,[55 22] ; [49 44],[47.10588235 29.89411765] ; [56.89411765 36.10588235],0
p12,1,0.013861,6.055731,[17 61] ; [ 8 86],[11.3372093 66.6627907] ; [13.6627907 80.3372093],0
p1,1,0.016913,5.705403,[14 63] ; [ 6 88],[ 9.00584795 67.99415205] ; [10.99415205 83.00584795],0
a1,1,0.032419,4.576227,[ 9 69] ; [ 3 91],[ 5.44186047 72.55813953] ; [ 6.55813953 87.44186047],0
p10,1,0.034337,4.477844,[73  5] ; [78 16],[68.47674419  9.52325581] ; [82.52325581 11.47674419],0
p9,1,0.037043,4.34844,[75  3] ; [81 12],[71.15789474  6.84210526] ; [84.84210526  8.15789474],0
v1,1,0.040224,4.208407,[59 19] ; [56 36],[52.76470588 25.23529412] ; [62.23529412 29.76470588],0
s2,1,0.069219,3.301451,[61 17] ; [61 32],[55.64912281 22.35087719] ; [66.35087719 26.64912281],0
u2,1,0.081754,3.029692,[9 5] ; [ 6 12],[6.5625 7.4375] ; [8.4375 9.5625],0
n4,1,0.082837,3.008346,[67 11] ; [70 23],[62.49122807 15.50877193] ; [74.50877193 18.49122807],0
r4,1,0.093407,2.814649,[75  3] ; [84 10],[72.10465116  5.89534884] ; [86.89534884  7.10465116],0
r1,1,0.115511,2.477154,[65 13] ; [84  8],[68.36470588  9.63529412] ; [80.63529412 11.36470588],0
b4,1,0.120464,2.411281,[53 25] ; [53 41],[48.06976744 29.93023256] ; [57.93023256 36.06976744],0
d3,1,0.12712,2.327324,[59 18] ; [62 32],[54.48538012 22.51461988] ; [66.51461988 27.48538012],0
u3,1,0.156929,2.003571,[11  3] ; [11  9],[9.05882353 4.94117647] ; [12.94117647  7.05882353],0
s4,1,0.163579,1.940829,[20 57] ; [16 77],[16.30588235 60.69411765] ; [19.69411765 73.30588235],0
u1,1,0.210539,1.567714,[24 54] ; [21 73],[20.40697674 57.59302326] ; [24.59302326 69.40697674],0
n6,1,0.228396,1.450823,[71  5] ; [80 11],[68.71856287  7.28143713] ; [82.28143713  8.71856287],0
r3,1,0.236939,1.398714,[75  3] ; [91  1],[76.16470588  1.83529412] ; [89.83529412  2.16470588],0
b3,1,0.271551,1.208897,[23 24] ; [23 37],[20.20560748 26.79439252] ; [25.79439252 34.20560748],0
b2,1,0.271551,1.208897,[23 24] ; [23 37],[20.20560748 26.79439252] ; [25.79439252 34.20560748],0
n5,1,0.300068,1.073893,[65 13] ; [70 21],[62.30769231 15.69230769] ; [72.69230769 18.30769231],0
p11,1,0.313979,1.013865,[59 19] ; [77 17],[61.6744186 16.3255814] ; [74.3255814 19.6744186],0
a7,1,0.322613,0.978324,[59 19] ; [64 29],[56.10526316 21.89473684] ; [66.89473684 26.10526316],0
n1,1,0.331816,0.941796,[9 7] ; [ 8 12],[7.55555556 8.44444444] ; [ 9.44444444 10.55555556],0
s6,1,0.409334,0.680735,[68 10] ; [76 16],[66.07058824 11.92941176] ; [77.92941176 14.07058824],0
n3,1,0.438578,0.6,[11  5] ; [16  4],[12.  4.] ; [15.  5.],0
u4,1,0.454315,0.559865,[ 2 76] ; [ 1 93],[ 1.36046512 76.63953488] ; [ 1.63953488 92.36046512],0
a3,1,0.468881,0.524613,[64 13] ; [74 20],[62.14035088 14.85964912] ; [75.85964912 18.14035088],0
d5,1,0.469681,0.522727,[66 11] ; [84 10],[67.54385965  9.45614035] ; [82.45614035 11.54385965],0
b5,1,0.484026,0.489779,[44 34] ; [48 46],[41.72093023 36.27906977] ; [50.27906977 43.72093023],0
v3,1,0.516606,0.420663,[48 29] ; [54 40],[45.92982456 31.07017544] ; [56.07017544 37.92982456],0
r2,1,0.528397,0.397474,[75  3] ; [89  2],[75.69230769  2.30769231] ; [88.30769231  2.69230769],0
v4,1,0.55139,0.354833,[74  4] ; [88  3],[74.76923077  3.23076923] ; [87.23076923  3.76923077],0
d4,1,0.652647,0.202579,[67 10] ; [83 10],[67.94117647  9.05882353] ; [82.05882353 10.94117647],0
d1,1,0.707981,0.140302,[51 27] ; [64 30],[52.15116279 25.84883721] ; [62.84883721 31.15116279],0
n2,1,0.764177,0.09,[13  3] ; [17  3],[13.33333333  2.66666667] ; [16.66666667  3.33333333],0
a6,1,0.839873,0.040827,[49 27] ; [62 32],[49.62352941 26.37647059] ; [61.37647059 32.62352941],0
d2,1,0.858216,0.031914,[42 35] ; [52 41],[42.57647059 34.42352941] ; [51.42352941 41.57647059],0
s3,1,0.861051,0.030638,[51 27] ; [60 30],[51.53571429 26.46428571] ; [59.46428571 30.53571429],0
a5,1,0.883496,0.021474,[67 11] ; [80 14],[66.6627907 11.3372093] ; [80.3372093 13.6627907],0
b1,1,0.914029,0.011655,[28 50] ; [33 61],[27.6627907 50.3372093] ; [33.3372093 60.6627907],0
p2,1,0.918114,0.01057,[66 12] ; [79 15],[65.75581395 12.24418605] ; [79.24418605 14.75581395],0
a2,1,0.936706,0.006306,[22 56] ; [26 68],[21.76744186 56.23255814] ; [26.23255814 67.76744186],0
a8,1,0.975885,0.000914,[10 60] ; [12 71],[10.06535948 59.93464052] ; [11.93464052 71.06535948],0
a4,1,0.977261,0.000812,[38 40] ; [46 48],[38.09302326 39.90697674] ; [45.90697674 48.09302326],0
