Feature,DoF,P Value,Chi Square,Observed,Expected,Is Significant
a4,1,0.0,29.420147,[ 6 47] ; [36 23],[19.875 33.125] ; [22.125 36.875],1
d2,1,2e-06,22.180565,[12 41] ; [39 19],[24.35135135 28.64864865] ; [26.64864865 31.35135135],1
a3,1,2.8e-05,17.557021,[20 33] ; [46 14],[30.95575221 22.04424779] ; [35.04424779 24.95575221],1
d1,1,6.1e-05,16.074209,[12 41] ; [36 24],[22.51327434 30.48672566] ; [25.48672566 34.51327434],1
d5,1,0.000515,12.062161,[27 26] ; [49 11],[35.6460177 17.3539823] ; [40.3539823 19.6460177],1
a6,1,0.019303,5.473898,[21 32] ; [37 23],[27.20353982 25.79646018] ; [30.79646018 29.20353982],0
d4,1,0.022814,5.182596,[31 22] ; [47 13],[36.5840708 16.4159292] ; [41.4159292 18.5840708],0
s7,1,0.031037,4.650899,[ 9 43] ; [20 36],[13.96296296 38.03703704] ; [15.03703704 40.96296296],0
s2,1,0.054302,3.70339,[13 40] ; [25 35],[17.82300885 35.17699115] ; [20.17699115 39.82300885],0
n5,1,0.062002,3.483009,[31 22] ; [45 15],[35.6460177 17.3539823] ; [40.3539823 19.6460177],0
r2,1,0.081133,3.04205,[35 18] ; [46 11],[39.02727273 13.97272727] ; [41.97272727 15.02727273],0
v4,1,0.093485,2.813312,[35 18] ; [48 12],[38.92920354 14.07079646] ; [44.07079646 15.92920354],0
s8,1,0.114134,2.49603,[ 7 46] ; [15 45],[10.31858407 42.68141593] ; [11.68141593 48.31858407],0
u1,1,0.121974,2.391789,[ 2 51] ; [ 7 53],[ 4.22123894 48.77876106] ; [ 4.77876106 55.22123894],0
p3,1,0.138647,2.192915,[ 9 44] ; [17 42],[12.30357143 40.69642857] ; [13.69642857 45.30357143],0
n4,1,0.197886,1.657912,[30 23] ; [41 19],[33.30088496 19.69911504] ; [37.69911504 22.30088496],0
v1,1,0.200331,1.639962,[15 38] ; [22 33],[18.15740741 34.84259259] ; [18.84259259 36.15740741],0
p1,1,0.215313,1.53534,[ 4 49] ; [ 9 51],[ 6.09734513 46.90265487] ; [ 6.90265487 53.09734513],0
p11,1,0.265139,1.241725,[29 24] ; [39 21],[31.89380531 21.10619469] ; [36.10619469 23.89380531],0
p4,1,0.324657,0.970094,[14 39] ; [21 39],[16.4159292 36.5840708] ; [18.5840708 41.4159292],0
s6,1,0.360832,0.834995,[18 35] ; [25 34],[20.34821429 32.65178571] ; [22.65178571 36.34821429],0
s1,1,0.362533,0.829099,[ 1 52] ; [ 3 56],[ 1.89285714 51.10714286] ; [ 2.10714286 56.89285714],0
p10,1,0.367238,0.812989,[28 23] ; [38 22],[30.32432432 20.67567568] ; [35.67567568 24.32432432],0
n2,1,0.373922,0.790588,[10  7] ; [18  7],[11.33333333  5.66666667] ; [16.66666667  8.33333333],0
u3,1,0.383651,0.758971,[12 21] ; [7 7],[13.34042553 19.65957447] ; [5.65957447 8.34042553],0
p9,1,0.392733,0.730464,[34 16] ; [43 14],[35.98130841 14.01869159] ; [41.01869159 15.98130841],0
v2,1,0.393618,0.727736,[14 37] ; [20 37],[16.05555556 34.94444444] ; [17.94444444 39.05555556],0
a1,1,0.395164,0.722992,[ 3 50] ; [ 6 54],[ 4.22123894 48.77876106] ; [ 4.77876106 55.22123894],0
s4,1,0.423785,0.639795,[11 42] ; [ 9 51],[ 9.38053097 43.61946903] ; [10.61946903 49.38053097],0
a7,1,0.44279,0.58904,[28 25] ; [36 24],[30.01769912 22.98230088] ; [33.98230088 26.01769912],0
s5,1,0.447431,0.577151,[ 9 42] ; [13 42],[10.58490566 40.41509434] ; [11.41509434 43.58490566],0
b2,1,0.481564,0.49532,[14 13] ; [15 20],[12.62903226 14.37096774] ; [16.37096774 18.62903226],0
b3,1,0.481564,0.49532,[14 13] ; [15 20],[12.62903226 14.37096774] ; [16.37096774 18.62903226],0
b4,1,0.526788,0.400583,[34 19] ; [35 25],[32.36283186 20.63716814] ; [36.63716814 23.36283186],0
p8,1,0.543999,0.368179,[11 41] ; [10 50],[ 9.75 42.25] ; [11.25 48.75],0
b1,1,0.563878,0.333034,[21 32] ; [27 33],[22.51327434 30.48672566] ; [25.48672566 34.51327434],0
p6,1,0.649146,0.206979,[ 8 44] ; [11 48],[ 8.9009009 43.0990991] ; [10.0990991 48.9009009],0
v3,1,0.663823,0.188913,[13 40] ; [12 45],[12.04545455 40.95454545] ; [12.95454545 44.04545455],0
u2,1,0.675357,0.175399,[12 21] ; [6 8],[12.63829787 20.36170213] ; [5.36170213 8.63829787],0
n6,1,0.678367,0.17197,[37 16] ; [44 16],[37.99115044 15.00884956] ; [43.00884956 16.99115044],0
r3,1,0.743065,0.107451,[39 14] ; [45 14],[39.75 13.25] ; [44.25 14.75],0
d3,1,0.781833,0.076691,[26 27] ; [31 29],[26.73451327 26.26548673] ; [30.26548673 29.73451327],0
b5,1,0.785077,0.07437,[34 19] ; [37 23],[33.30088496 19.69911504] ; [37.69911504 22.30088496],0
s3,1,0.821239,0.051054,[18 34] ; [22 38],[18.57142857 33.42857143] ; [21.42857143 38.57142857],0
n3,1,0.855977,0.032941,[10  7] ; [14 11],[9.71428571 7.28571429] ; [14.28571429 10.71428571],0
p2,1,0.863993,0.029341,[30 23] ; [33 27],[29.54867257 23.45132743] ; [33.45132743 26.54867257],0
p5,1,0.892549,0.018246,[ 3 50] ; [ 3 56],[ 2.83928571 50.16071429] ; [ 3.16071429 55.83928571],0
n1,1,0.896219,0.017014,[ 6 11] ; [ 8 16],[ 5.80487805 11.19512195] ; [ 8.19512195 15.80487805],0
r4,1,0.957345,0.002861,[25 28] ; [28 32],[24.85840708 28.14159292] ; [28.14159292 31.85840708],0
a8,1,0.980945,0.00057,[ 5 44] ; [ 6 52],[ 5.03738318 43.96261682] ; [ 5.96261682 52.03738318],0
