Feature,DoF,P Value,Chi Square,Observed,Expected,Is Significant
n4,1,0.0,40.949763,[17 28] ; [117  19],[33.31491713 11.68508287] ; [100.68508287  35.31491713],1
n6,1,1.5e-05,18.74658,[26 19] ; [119  17],[36.04972376  8.95027624] ; [108.95027624  27.04972376],1
p2,1,0.001352,10.2705,[32 13] ; [123  13],[38.5359116  6.4640884] ; [116.4640884  19.5359116],0
p9,1,0.002593,9.074074,[29 16] ; [115  20],[36.  9.] ; [108.  27.],0
p10,1,0.004077,8.249036,[28 17] ; [111  23],[34.94413408 10.05586592] ; [104.05586592  29.94413408],0
v1,1,0.008205,6.988141,[17 28] ; [81 53],[24.63687151 20.36312849] ; [73.36312849 60.63687151],0
a4,1,0.017603,5.635237,[14 31] ; [70 66],[20.8839779 24.1160221] ; [63.1160221 72.8839779],0
p11,1,0.029908,4.714593,[29 16] ; [110  27],[34.36813187 10.63186813] ; [104.63186813  32.36813187],0
s8,1,0.03376,4.50682,[14 31] ; [67 69],[20.13812155 24.86187845] ; [60.86187845 75.13812155],0
s6,1,0.039198,4.252264,[25 19] ; [99 36],[30.48044693 13.51955307] ; [93.51955307 41.48044693],0
p6,1,0.039396,4.243723,[12 33] ; [59 75],[17.84916201 27.15083799] ; [53.15083799 80.84916201],0
n1,1,0.059568,3.549383,[ 4 14] ; [14 14],[ 7.04347826 10.95652174] ; [10.95652174 17.04347826],0
s7,1,0.097638,2.743706,[16 28] ; [67 65],[20.75 23.25] ; [62.25 69.75],0
p5,1,0.108102,2.581756,[ 1 44] ; [ 13 122],[ 3.5 41.5] ; [ 10.5 124.5],0
p8,1,0.110941,2.540761,[18 27] ; [72 62],[22.62569832 22.37430168] ; [67.37430168 66.62569832],0
r4,1,0.119487,2.424032,[36  9] ; [122  15],[39.06593407  5.93406593] ; [118.93406593  18.06593407],0
a5,1,0.132388,2.264276,[29 16] ; [104  33],[32.88461538 12.11538462] ; [100.11538462  36.88461538],0
r2,1,0.165737,1.921084,[39  6] ; [125   9],[41.22905028  3.77094972] ; [122.77094972  11.22905028],0
s2,1,0.179828,1.799042,[19 25] ; [74 61],[22.8603352 21.1396648] ; [70.1396648 64.8603352],0
a2,1,0.196933,1.664974,[ 7 38] ; [ 34 103],[10.13736264 34.86263736] ; [ 30.86263736 106.13736264],0
p7,1,0.204853,1.607436,[26 19] ; [92 43],[29.5 15.5] ; [88.5 46.5],0
r1,1,0.205393,1.603608,[32 13] ; [109  27],[35.05524862  9.94475138] ; [105.94475138  30.05524862],0
s3,1,0.22251,1.488107,[21 24] ; [76 57],[24.52247191 20.47752809] ; [72.47752809 60.52247191],0
b1,1,0.2356,1.406728,[13 32] ; [53 84],[16.31868132 28.68131868] ; [49.68131868 87.31868132],0
a1,1,0.256795,1.285956,[ 3 42] ; [  4 133],[ 1.73076923 43.26923077] ; [  5.26923077 131.73076923],0
s5,1,0.259469,1.271588,[10 33] ; [43 90],[12.94886364 30.05113636] ; [40.05113636 92.94886364],0
a6,1,0.270738,1.213005,[32 13] ; [85 52],[28.92857143 16.07142857] ; [88.07142857 48.92857143],0
n2,1,0.276231,1.185539,[11  6] ; [23  6],[12.56521739  4.43478261] ; [21.43478261  7.56521739],0
a7,1,0.318044,0.996975,[35 10] ; [96 41],[32.39010989 12.60989011] ; [98.60989011 38.39010989],0
d2,1,0.32197,0.980928,[19 26] ; [69 67],[21.87845304 23.12154696] ; [66.12154696 69.87845304],0
d5,1,0.365293,0.819615,[34 11] ; [112  25],[36.0989011  8.9010989] ; [109.9010989  27.0989011],0
a3,1,0.375924,0.783989,[28 17] ; [95 42],[30.41208791 14.58791209] ; [92.58791209 44.41208791],0
