Feature,DoF,P Value,Chi Square,Observed,Expected,Is Significant
p7,1,1.2e-05,19.217334,[31  5] ; [55 68],[19.47169811 16.52830189] ; [66.52830189 56.47169811],1
p3,1,0.000959,10.904959,[21 16] ; [34 90],[12.63975155 24.36024845] ; [42.36024845 81.63975155],1
p4,1,0.003862,8.34762,[23 14] ; [44 80],[15.39751553 21.60248447] ; [51.60248447 72.39751553],0
s7,1,0.005128,7.83368,[17 19] ; [27 90],[10.35294118 25.64705882] ; [33.64705882 83.35294118],0
u2,1,0.007398,7.173718,[11  2] ; [21 28],[6.70967742 6.29032258] ; [25.29032258 23.70967742],0
p12,1,0.012273,6.270937,[ 3 34] ; [  1 123],[ 0.91925466 36.08074534] ; [  3.08074534 120.91925466],0
d2,1,0.016021,5.800556,[21 16] ; [43 81],[14.70807453 22.29192547] ; [49.29192547 74.70807453],0
a4,1,0.019465,5.459241,[17 20] ; [32 92],[11.26086957 25.73913043] ; [37.73913043 86.26086957],0
p8,1,0.022889,5.176921,[20 17] ; [41 82],[14.10625 22.89375] ; [46.89375 76.10625],0
s4,1,0.033578,4.516055,[13 24] ; [ 23 101],[ 8.27329193 28.72670807] ; [27.72670807 96.27329193],0
u3,1,0.046466,3.964612,[10  3] ; [22 26],[6.81967213 6.18032787] ; [25.18032787 22.81967213],0
b4,1,0.067377,3.345788,[18 19] ; [81 43],[22.7515528 14.2484472] ; [76.2484472 47.7515528],0
a1,1,0.10888,2.570399,[ 3 34] ; [  3 121],[ 1.37888199 35.62111801] ; [  4.62111801 119.37888199],0
r4,1,0.115387,2.47885,[33  4] ; [96 28],[29.64596273  7.35403727] ; [99.35403727 24.64596273],0
s8,1,0.123975,2.366368,[13 24] ; [28 96],[ 9.42236025 27.57763975] ; [31.57763975 92.42236025],0
s6,1,0.126691,2.332585,[22 15] ; [56 68],[17.92546584 19.07453416] ; [60.07453416 63.92546584],0
r3,1,0.171744,1.867658,[36  1] ; [112  12],[34.01242236  2.98757764] ; [113.98757764  10.01242236],0
p5,1,0.20544,1.603276,[ 3 34] ; [  4 119],[ 1.61875 35.38125] ; [  5.38125 117.61875],0
p1,1,0.209731,1.573283,[ 3 34] ; [  4 118],[ 1.62893082 35.37106918] ; [  5.37106918 116.62893082],0
n6,1,0.211111,1.563792,[26 11] ; [73 51],[22.7515528 14.2484472] ; [76.2484472 47.7515528],0
p11,1,0.211111,1.563792,[26 11] ; [73 51],[22.7515528 14.2484472] ; [76.2484472 47.7515528],0
s2,1,0.213463,1.547786,[17 20] ; [43 81],[13.78881988 23.21118012] ; [46.21118012 77.78881988],0
a2,1,0.226589,1.462148,[ 7 30] ; [ 14 110],[ 4.82608696 32.17391304] ; [ 16.17391304 107.82608696],0
p2,1,0.237623,1.39464,[29  8] ; [84 39],[26.13125 10.86875] ; [86.86875 36.13125],0
d3,1,0.275114,1.191067,[27  9] ; [81 43],[24.3 11.7] ; [83.7 40.3],0
b1,1,0.289494,1.121975,[17 20] ; [45 79],[14.2484472 22.7515528] ; [47.7515528 76.2484472],0
u1,1,0.316955,1.001471,[ 5 32] ; [ 10 114],[ 3.44720497 33.55279503] ; [ 11.55279503 112.44720497],0
a5,1,0.319043,0.992868,[24 13] ; [69 55],[21.37267081 15.62732919] ; [71.62732919 52.37267081],0
d1,1,0.327231,0.959824,[21 16] ; [59 65],[18.38509317 18.61490683] ; [61.61490683 62.38509317],0
v2,1,0.351413,0.868347,[12 24] ; [50 69],[14.4 21.6] ; [47.6 71.4],0
d5,1,0.373255,0.7928,[24 12] ; [92 32],[26.1  9.9] ; [89.9 34.1],0
