Feature,DoF,P Value,Chi Square,Observed,Expected,Is Significant
d2,1,0.0,35.646763,[29  6] ; [11 46],[15.2173913 19.7826087] ; [24.7826087 32.2173913],1
d5,1,1e-06,25.049755,[33  2] ; [24 33],[21.68478261 13.31521739] ; [35.31521739 21.68478261],1
d3,1,1e-06,23.612447,[31  4] ; [21 36],[19.7826087 15.2173913] ; [32.2173913 24.7826087],1
a4,1,2e-06,22.376803,[22 14] ; [ 8 49],[11.61290323 24.38709677] ; [18.38709677 38.61290323],1
d4,1,9e-06,19.733101,[33  1] ; [30 27],[23.53846154 10.46153846] ; [39.46153846 17.53846154],1
a5,1,1.1e-05,19.256745,[30  6] ; [21 36],[19.74193548 16.25806452] ; [31.25806452 25.74193548],1
a3,1,4e-05,16.861316,[28  8] ; [19 37],[18.39130435 17.60869565] ; [28.60869565 27.39130435],1
u1,1,0.000154,14.327868,[10 26] ; [ 1 56],[ 4.25806452 31.74193548] ; [ 6.74193548 50.25806452],1
a6,1,0.001028,10.775694,[27  8] ; [24 33],[19.40217391 15.59782609] ; [31.59782609 25.40217391],0
r4,1,0.002113,9.448825,[35  1] ; [41 16],[29.41935484  6.58064516] ; [46.58064516 10.41935484],0
r1,1,0.01315,6.148804,[29  6] ; [33 24],[23.58695652 11.41304348] ; [38.41304348 18.58695652],0
p8,1,0.027047,4.887839,[23 12] ; [23 32],[17.88888889 17.11111111] ; [28.11111111 26.88888889],0
s8,1,0.031442,4.628688,[13 23] ; [ 9 46],[ 8.7032967 27.2967033] ; [13.2967033 41.7032967],0
r3,1,0.03173,4.613009,[35  1] ; [47 10],[31.74193548  4.25806452] ; [50.25806452  6.74193548],0
n4,1,0.038815,4.268958,[26  9] ; [30 27],[21.30434783 13.69565217] ; [34.69565217 22.30434783],0
p9,1,0.051577,3.789442,[18 17] ; [17 38],[13.61111111 21.38888889] ; [21.38888889 33.61111111],0
v2,1,0.052481,3.760363,[19 15] ; [20 37],[14.57142857 19.42857143] ; [24.42857143 32.57142857],0
p1,1,0.054157,3.707864,[ 4 32] ; [ 1 55],[ 1.95652174 34.04347826] ; [ 3.04347826 52.95652174],0
b2,1,0.064804,3.409968,[ 7 12] ; [ 5 29],[ 4.30188679 14.69811321] ; [ 7.69811321 26.30188679],0
b3,1,0.064804,3.409968,[ 7 12] ; [ 5 29],[ 4.30188679 14.69811321] ; [ 7.69811321 26.30188679],0
u3,1,0.066725,3.361805,[6 2] ; [15 23],[3.65217391 4.34782609] ; [17.34782609 20.65217391],0
u2,1,0.099905,2.70706,[5 2] ; [14 23],[3.02272727 3.97727273] ; [15.97727273 21.02272727],0
s7,1,0.11039,2.548624,[14 21] ; [13 41],[10.61797753 24.38202247] ; [16.38202247 37.61797753],0
a7,1,0.148413,2.088492,[25 11] ; [31 26],[21.67741935 14.32258065] ; [34.32258065 22.67741935],0
p11,1,0.163392,1.942546,[23 13] ; [28 29],[19.74193548 16.25806452] ; [31.25806452 25.74193548],0
n1,1,0.19319,1.693122,[2 7] ; [10 11],[3.6 5.4] ; [ 8.4 12.6],0
s3,1,0.228049,1.452986,[17 18] ; [35 22],[19.7826087 15.2173913] ; [32.2173913 24.7826087],0
p4,1,0.282947,1.152882,[20 15] ; [26 31],[17.5 17.5] ; [28.5 28.5],0
b4,1,0.285492,1.140758,[23 13] ; [30 27],[20.51612903 15.48387097] ; [32.48387097 24.51612903],0
v4,1,0.303348,1.059417,[33  2] ; [50  7],[31.57608696  3.42391304] ; [51.42391304  5.57608696],0
s4,1,0.318258,0.99609,[ 3 32] ; [ 9 48],[ 4.56521739 30.43478261] ; [ 7.43478261 49.56521739],0
n5,1,0.336777,0.92266,[22 13] ; [30 27],[19.7826087 15.2173913] ; [32.2173913 24.7826087],0
b5,1,0.39348,0.728159,[27  9] ; [38 19],[25.16129032 10.83870968] ; [39.83870968 17.16129032],0
s2,1,0.416333,0.660643,[15 21] ; [19 38],[13.16129032 22.83870968] ; [20.83870968 36.16129032],0
v3,1,0.432056,0.61729,[10 23] ; [13 44],[ 8.43333333 24.56666667] ; [14.56666667 42.43333333],0
p2,1,0.44755,0.57685,[29  7] ; [42 15],[27.48387097  8.51612903] ; [43.51612903 13.48387097],0
n3,1,0.495378,0.464824,[7 3] ; [17  4],[7.74193548 2.25806452] ; [16.25806452  4.74193548],0
n6,1,0.577391,0.310472,[24 10] ; [37 20],[22.79120879 11.20879121] ; [38.20879121 18.79120879],0
s6,1,0.607528,0.26379,[19 17] ; [26 29],[17.8021978 18.1978022] ; [27.1978022 27.8021978],0
a1,1,0.635579,0.224571,[ 2 34] ; [ 2 55],[ 1.5483871 34.4516129] ; [ 2.4516129 54.5483871],0
a8,1,0.75647,0.096174,[ 5 27] ; [ 7 46],[ 4.51764706 27.48235294] ; [ 7.48235294 45.51764706],0
b1,1,0.804634,0.061184,[18 18] ; [30 27],[18.58064516 17.41935484] ; [29.41935484 27.58064516],0
p6,1,0.809848,0.057899,[13 20] ; [21 36],[12.46666667 20.53333333] ; [21.53333333 35.46666667],0
n2,1,0.812547,0.056236,[8 2] ; [16  5],[7.74193548 2.25806452] ; [16.25806452  4.74193548],0
p5,1,0.833523,0.044178,[ 3 33] ; [ 4 52],[ 2.73913043 33.26086957] ; [ 4.26086957 51.73913043],0
s5,1,0.87559,0.024512,[ 8 28] ; [13 42],[ 8.30769231 27.69230769] ; [12.69230769 42.30769231],0
v1,1,0.892853,0.018143,[13 23] ; [21 35],[13.30434783 22.69565217] ; [20.69565217 35.30434783],0
s1,1,0.926169,0.008587,[ 2 33] ; [ 3 54],[ 1.90217391 33.09782609] ; [ 3.09782609 53.90217391],0
p3,1,0.955878,0.003061,[16 20] ; [25 32],[15.87096774 20.12903226] ; [25.12903226 31.87096774],0
