Feature,DoF,P Value,Chi Square,Observed,Expected,Is Significant
d1,1,0.0,89.293758,[214 117] ; [ 3 71],[177.35061728 153.64938272] ; [39.64938272 34.35061728],1
d3,1,0.0,75.134142,[278  53] ; [26 47],[249.06930693  81.93069307] ; [54.93069307 18.06930693],1
d5,1,0.0,45.231622,[285  46] ; [38 36],[263.98271605  67.01728395] ; [59.01728395 14.98271605],1
d2,1,8e-06,19.918762,[151 179] ; [13 61],[133.96039604 196.03960396] ; [30.03960396 43.96039604],1
a4,1,0.000279,13.206043,[149 182] ; [16 57],[135.18564356 195.81435644] ; [29.81435644 43.18564356],1
a2,1,0.000412,12.476543,[ 91 240] ; [ 6 68],[ 79.27654321 251.72345679] ; [17.72345679 56.27654321],1
p1,1,0.003191,8.69506,[ 20 308] ; [12 61],[ 26.17456359 301.82543641] ; [ 5.82543641 67.17456359],0
a6,1,0.00767,7.109064,[259  72] ; [47 27],[250.08888889  80.91111111] ; [55.91111111 18.08888889],0
b4,1,0.013211,6.140682,[204 127] ; [34 40],[194.51358025 136.48641975] ; [43.48641975 30.51358025],0
s2,1,0.013559,6.094647,[127 202] ; [17 56],[117.85074627 211.14925373] ; [26.14925373 46.85074627],0
r3,1,0.017642,5.63138,[311  16] ; [64  9],[306.5625  20.4375] ; [68.4375  4.5625],0
v4,1,0.018344,5.562986,[309  19] ; [63 10],[304.27930175  23.72069825] ; [67.72069825  5.27930175],0
a5,1,0.01993,5.418058,[238  93] ; [43 31],[229.65679012 101.34320988] ; [51.34320988 22.65679012],0
r1,1,0.035741,4.40944,[259  69] ; [50 24],[252.11940299  75.88059701] ; [56.88059701 17.11940299],0
a3,1,0.046005,3.981427,[224 106] ; [40 32],[216.71641791 113.28358209] ; [47.28358209 24.71641791],0
s6,1,0.048112,3.906052,[179 145] ; [31 42],[171.38539043 152.61460957] ; [38.61460957 34.38539043],0
p2,1,0.058131,3.589935,[267  62] ; [52 21],[261.0721393  67.9278607] ; [57.9278607 15.0721393],0
u2,1,0.060899,3.512739,[59 45] ; [13 21],[54.26086957 49.73913043] ; [17.73913043 16.26086957],0
s1,1,0.085039,2.965868,[  9 318] ; [ 5 68],[ 11.445 315.555] ; [ 2.555 70.445],0
a8,1,0.09122,2.852713,[ 39 260] ; [ 4 65],[ 34.9375 264.0625] ; [ 8.0625 60.9375],0
v2,1,0.094373,2.798152,[173 144] ; [30 39],[166.71243523 150.28756477] ; [36.28756477 32.71243523],0
b3,1,0.125047,2.352941,[ 55 115] ; [ 8 32],[ 51. 119.] ; [12. 28.],0
b2,1,0.125047,2.352941,[ 55 115] ; [ 8 32],[ 51. 119.] ; [12. 28.],0
s5,1,0.126558,2.334221,[ 76 247] ; [11 61],[ 71.14177215 251.85822785] ; [15.85822785 56.14177215],0
n5,1,0.165987,1.918816,[215 113] ; [54 19],[220.02992519 107.97007481] ; [48.97007481 24.02992519],0
