Feature,DoF,P Value,Chi Square,Observed,Expected,Is Significant
n5,1,0.0,31.570038,[113  21] ; [16 24],[99.34482759 34.65517241] ; [29.65517241 10.34482759],1
n6,1,0.000885,11.054809,[119  16] ; [27 14],[111.98863636  23.01136364] ; [34.01136364  6.98863636],1
p10,1,0.00525,7.79114,[109  24] ; [25 16],[102.42528736  30.57471264] ; [31.57471264  9.42528736],0
p11,1,0.006033,7.540417,[115  20] ; [27 14],[108.92045455  26.07954545] ; [33.07954545  7.92045455],0
a4,1,0.00805,7.022351,[41 94] ; [ 4 37],[ 34.51704545 100.48295455] ; [10.48295455 30.51704545],0
v3,1,0.013552,6.095626,[60 73] ; [ 9 30],[53.35465116 79.64534884] ; [15.64534884 23.35465116],0
v2,1,0.016931,5.703495,[77 54] ; [14 24],[70.53846154 60.46153846] ; [20.46153846 17.53846154],0
b3,1,0.024853,5.034101,[36 50] ; [ 3 17],[31.64150943 54.35849057] ; [ 7.35849057 12.64150943],0
b2,1,0.024853,5.034101,[36 50] ; [ 3 17],[31.64150943 54.35849057] ; [ 7.35849057 12.64150943],0
s5,1,0.0912,2.853058,[44 85] ; [ 8 32],[39.69230769 89.30769231] ; [12.30769231 27.69230769],0
v4,1,0.118851,2.432391,[128   7] ; [36  5],[125.79545455   9.20454545] ; [38.20454545  2.79545455],0
r1,1,0.133144,2.25546,[101  33] ; [26 15],[97.24571429 36.75428571] ; [29.75428571 11.24571429],0
p9,1,0.135879,2.224022,[112  22] ; [30 11],[108.73142857  25.26857143] ; [33.26857143  7.73142857],0
p5,1,0.15641,2.008595,[ 26 109] ; [ 4 37],[ 23.01136364 111.98863636] ; [ 6.98863636 34.01136364],0
u3,1,0.167258,1.907346,[26 26] ; [13  6],[28.56338028 23.43661972] ; [10.43661972  8.56338028],0
a7,1,0.188307,1.730811,[83 51] ; [30 11],[86.52571429 47.47428571] ; [26.47428571 14.52571429],0
s7,1,0.217237,1.52253,[65 62] ; [16 24],[61.5988024 65.4011976] ; [19.4011976 20.5988024],0
s4,1,0.234889,1.411009,[ 19 115] ; [ 9 32],[ 21.44 112.56] ; [ 6.56 34.44],0
a2,1,0.249714,1.324902,[ 10 125] ; [ 1 40],[  8.4375 126.5625] ; [ 2.5625 38.4375],0
s3,1,0.251636,1.314197,[72 61] ; [18 23],[68.79310345 64.20689655] ; [21.20689655 19.79310345],0
p6,1,0.251731,1.313672,[58 75] ; [13 26],[54.90116279 78.09883721] ; [16.09883721 22.90116279],0
a5,1,0.25189,1.312789,[89 46] ; [23 18],[85.90909091 49.09090909] ; [26.09090909 14.90909091],0
r3,1,0.289618,1.121397,[128   7] ; [37  4],[126.5625   8.4375] ; [38.4375  2.5625],0
p2,1,0.289721,1.120916,[114  20] ; [32  9],[111.79428571  22.20571429] ; [34.20571429  6.79428571],0
r4,1,0.312029,1.022067,[120  15] ; [34  7],[118.125  16.875] ; [35.875  5.125],0
d5,1,0.326476,0.962826,[84 51] ; [22 19],[81.30681818 53.69318182] ; [24.69318182 16.30681818],0
a1,1,0.330648,0.946359,[  5 130] ; [ 3 38],[  6.13636364 128.86363636] ; [ 1.86363636 39.13636364],0
u2,1,0.340271,0.909411,[25 27] ; [11  7],[26.74285714 25.25714286] ; [9.25714286 8.74285714],0
s8,1,0.364452,0.822495,[53 81] ; [13 28],[50.53714286 83.46285714] ; [15.46285714 25.53714286],0
b4,1,0.408597,0.68288,[79 56] ; [21 20],[76.70454545 58.29545455] ; [23.29545455 17.70454545],0
a3,1,0.419209,0.652531,[82 53] ; [22 19],[79.77272727 55.22727273] ; [24.22727273 16.77272727],0
n1,1,0.423925,0.639408,[ 9 13] ; [2 6],[ 8.06666667 13.93333333] ; [2.93333333 5.06666667],0
a8,1,0.433619,0.613112,[ 16 112] ; [ 3 35],[ 14.65060241 113.34939759] ; [ 4.34939759 33.65060241],0
r2,1,0.447078,0.578048,[122  11] ; [36  5],[120.77011494  12.22988506] ; [37.22988506  3.77011494],0
v1,1,0.454131,0.56032,[70 62] ; [19 22],[67.90751445 64.09248555] ; [21.09248555 19.90751445],0
n3,1,0.460181,0.545455,[19  3] ; [6 2],[18.33333333  3.66666667] ; [6.66666667 1.33333333],0
d3,1,0.502445,0.449768,[45 90] ; [16 25],[46.78977273 88.21022727] ; [14.21022727 26.78977273],0
s2,1,0.515572,0.422741,[60 74] ; [16 25],[58.19428571 75.80571429] ; [17.80571429 23.19428571],0
b1,1,0.693559,0.155259,[64 71] ; [18 23],[62.89772727 72.10227273] ; [19.10227273 21.89772727],0
p4,1,0.74322,0.107317,[99 36] ; [29 12],[98.18181818 36.81818182] ; [29.81818182 11.18181818],0
d2,1,0.74658,0.104427,[ 19 115] ; [ 5 36],[ 18.37714286 115.62285714] ; [ 5.62285714 35.37714286],0
p8,1,0.853829,0.033943,[80 53] ; [24 17],[79.49425287 53.50574713] ; [24.50574713 16.49425287],0
p1,1,0.860057,0.031082,[ 15 119] ; [ 5 36],[ 15.31428571 118.68571429] ; [ 4.68571429 36.31428571],0
s6,1,0.86359,0.029517,[85 46] ; [26 15],[84.54069767 46.45930233] ; [26.45930233 14.54069767],0
b5,1,0.885004,0.020918,[74 61] ; [23 18],[74.40340909 60.59659091] ; [22.59659091 18.40340909],0
n2,1,0.900933,0.015496,[16  6] ; [6 2],[16.13333333  5.86666667] ; [5.86666667 2.13333333],0
d4,1,0.931304,0.007431,[78 57] ; [24 17],[78.23863636 56.76136364] ; [23.76136364 17.23863636],0
a6,1,0.95354,0.003395,[83 52] ; [25 16],[82.84090909 52.15909091] ; [25.15909091 15.84090909],0
p7,1,0.956345,0.002997,[100  33] ; [31 10],[100.13218391  32.86781609] ; [30.86781609 10.13218391],0
p12,1,0.97518,0.000968,[ 10 124] ; [ 3 38],[  9.95428571 124.04571429] ; [ 3.04571429 37.95428571],0
