Feature,DoF,P Value,Chi Square,Observed,Expected,Is Significant
p7,1,0.0,70.683625,[138  34] ; [ 61 111],[99.5 72.5] ; [99.5 72.5],1
p4,1,0.0,38.66398,[124  49] ; [ 66 106],[95.27536232 77.72463768] ; [94.72463768 77.27536232],1
p2,1,0.0,25.991625,[155  19] ; [114  58],[135.27745665  38.72254335] ; [133.72254335  38.27745665],1
p3,1,0.0,25.765644,[104  70] ; [ 56 116],[80.46242775 93.53757225] ; [79.53757225 92.46242775],1
p10,1,1e-06,24.959365,[154  19] ; [114  57],[134.77906977  38.22093023] ; [133.22093023  37.77906977],1
p6,1,3e-06,21.632204,[78 94] ; [ 37 134],[ 57.66763848 114.33236152] ; [ 57.33236152 113.66763848],1
p9,1,1.8e-05,18.370445,[154  19] ; [119  50],[138.09649123  34.90350877] ; [134.90350877  34.09649123],1
p11,1,0.00016,14.252648,[150  24] ; [120  53],[135.38904899  38.61095101] ; [134.61095101  38.38904899],1
v1,1,0.001707,9.840898,[100  72] ; [ 70 100],[85.49707602 86.50292398] ; [84.50292398 85.49707602],0
p5,1,0.002745,8.969355,[ 26 148] ; [  9 163],[ 17.60115607 156.39884393] ; [ 17.39884393 154.60115607],0
a5,1,0.011391,6.40333,[135  39] ; [113  60],[124.3573487  49.6426513] ; [123.6426513  49.3573487],0
v4,1,0.020519,5.367193,[169   5] ; [158  15],[163.97118156  10.02881844] ; [163.02881844   9.97118156],0
n5,1,0.032446,4.574793,[138  35] ; [120  52],[129.37391304  43.62608696] ; [128.62608696  43.37391304],0
a7,1,0.036081,4.393293,[130  44] ; [110  61],[121.04347826  52.95652174] ; [118.95652174  52.04347826],0
b1,1,0.038394,4.287462,[ 51 123] ; [ 69 104],[ 60.17291066 113.82708934] ; [ 59.82708934 113.17291066],0
r4,1,0.046234,3.973039,[155  19] ; [141  32],[148.42651297  25.57348703] ; [147.57348703  25.42651297],0
r1,1,0.068915,3.308683,[134  39] ; [119  54],[126.5  46.5] ; [126.5  46.5],0
n4,1,0.078623,3.093142,[137  37] ; [122  51],[129.87319885  44.12680115] ; [129.12680115  43.87319885],0
u2,1,0.142117,2.154882,[37 29] ; [23 31],[33. 33.] ; [27. 27.],0
p1,1,0.165367,1.924449,[ 17 157] ; [ 10 163],[ 13.5389049 160.4610951] ; [ 13.4610951 159.5389049],0
d1,1,0.179386,1.802705,[101  73] ; [88 85],[94.77233429 79.22766571] ; [94.22766571 78.77233429],0
b3,1,0.203265,1.618758,[34 68] ; [44 61],[38.43478261 63.56521739] ; [39.56521739 65.43478261],0
b2,1,0.203265,1.618758,[34 68] ; [44 61],[38.43478261 63.56521739] ; [39.56521739 65.43478261],0
a1,1,0.209221,1.57681,[  6 168] ; [ 11 162],[  8.52449568 165.47550432] ; [  8.47550432 164.52449568],0
r2,1,0.212529,1.554112,[157  13] ; [152  20],[153.59649123  16.40350877] ; [155.40350877  16.59649123],0
p12,1,0.238027,1.392242,[ 12 161] ; [  7 166],[  9.5 163.5] ; [  9.5 163.5],0
s8,1,0.264278,1.24621,[ 48 124] ; [ 39 133],[ 43.5 128.5] ; [ 43.5 128.5],0
d3,1,0.271496,1.209172,[120  54] ; [109  63],[115.16184971  58.83815029] ; [113.83815029  58.16184971],0
b4,1,0.298734,1.079838,[95 79] ; [104  69],[99.78674352 74.21325648] ; [99.21325648 73.78674352],0
a3,1,0.310295,1.029421,[108  65] ; [117  56],[112.5  60.5] ; [112.5  60.5],0
s5,1,0.325128,0.968208,[ 45 125] ; [ 37 132],[ 41.12094395 128.87905605] ; [ 40.87905605 128.12094395],0
n2,1,0.363695,0.825096,[27  9] ; [37 19],[25.04347826 10.95652174] ; [38.95652174 17.04347826],0
s6,1,0.394691,0.724442,[80 88] ; [74 98],[76.09411765 91.90588235] ; [77.90588235 94.09411765],0
s1,1,0.406055,0.690323,[  2 171] ; [  4 168],[  3.00869565 169.99130435] ; [  2.99130435 169.00869565],0
a8,1,0.440109,0.595997,[ 20 132] ; [ 16 139],[ 17.82410423 134.17589577] ; [ 18.17589577 136.82410423],0
r3,1,0.504027,0.446447,[163  11] ; [157  14],[161.39130435  12.60869565] ; [158.60869565  12.39130435],0
s7,1,0.529685,0.394995,[ 49 113] ; [ 45 121],[ 46.42682927 115.57317073] ; [ 47.57317073 118.42682927],0
v2,1,0.591947,0.287313,[94 77] ; [88 81],[91.53529412 79.46470588] ; [90.46470588 78.53529412],0
a4,1,0.629808,0.232321,[ 71 102] ; [75 97],[73.2115942 99.7884058] ; [72.7884058 99.2115942],0
u1,1,0.638011,0.221353,[ 25 149] ; [ 28 145],[ 26.57636888 147.42363112] ; [ 26.42363112 146.57636888],0
d5,1,0.652063,0.203309,[139  35] ; [134  38],[137.28901734  36.71098266] ; [135.71098266  36.28901734],0
s2,1,0.67078,0.180691,[ 28 144] ; [ 25 146],[ 26.57725948 145.42274052] ; [ 26.42274052 144.57725948],0
d2,1,0.682499,0.167327,[75 99] ; [77 93],[76.88372093 97.11627907] ; [75.11627907 94.88372093],0
n1,1,0.771606,0.084259,[11 24] ; [16 40],[10.38461538 24.61538462] ; [16.61538462 39.38461538],0
b5,1,0.773733,0.082653,[105  69] ; [107  66],[106.3054755  67.6945245] ; [105.6945245  67.3054755],0
u3,1,0.779267,0.078554,[33 32] ; [27 29],[32.23140496 32.76859504] ; [27.76859504 28.23140496],0
n3,1,0.805055,0.060915,[24 11] ; [37 19],[23.46153846 11.53846154] ; [37.53846154 18.46153846],0
