Feature,DoF,P Value,Chi Square,Observed,Expected,Is Significant
s6,1,0.000425,12.420956,[70 86] ; [24  6],[78.83870968 77.16129032] ; [15.16129032 14.83870968],1
s8,1,0.001645,9.908189,[ 43 114] ; [17 13],[ 50.37433155 106.62566845] ; [ 9.62566845 20.37433155],0
s7,1,0.004144,8.219829,[47 99] ; [17 11],[53.70114943 92.29885057] ; [10.29885057 17.70114943],0
p11,1,0.004269,8.165678,[132  27] ; [18 12],[126.19047619  32.80952381] ; [23.80952381  6.19047619],0
s5,1,0.006172,7.499323,[ 41 115] ; [15 14],[ 47.22162162 108.77837838] ; [ 8.77837838 20.22162162],0
p6,1,0.011823,6.337216,[65 91] ; [20 10],[71.29032258 84.70967742] ; [13.70967742 16.29032258],0
b5,1,0.021689,5.270579,[86 73] ; [23  7],[91.6984127 67.3015873] ; [17.3015873 12.6984127],0
a1,1,0.05532,3.6724,[  7 152] ; [ 4 26],[  9.25396825 149.74603175] ; [ 1.74603175 28.25396825],0
s4,1,0.060081,3.535141,[ 14 143] ; [ 6 23],[ 16.88172043 140.11827957] ; [ 3.11827957 25.88172043],0
r1,1,0.075225,3.165158,[129  30] ; [20 10],[125.34920635  33.65079365] ; [23.65079365  6.34920635],0
a6,1,0.086487,2.938569,[115  44] ; [17 13],[111.04761905  47.95238095] ; [20.95238095  9.04761905],0
d4,1,0.116574,2.462761,[123  36] ; [27  3],[126.19047619  32.80952381] ; [23.80952381  6.19047619],0
s1,1,0.123075,2.377747,[  3 156] ; [ 2 27],[  4.2287234 154.7712766] ; [ 0.7712766 28.2287234],0
a5,1,0.159863,1.975518,[119  40] ; [26  4],[121.98412698  37.01587302] ; [23.01587302  6.98412698],0
u1,1,0.177317,1.819965,[ 26 133] ; [ 8 22],[ 28.6031746 130.3968254] ; [ 5.3968254 24.6031746],0
p2,1,0.185581,1.752354,[137  22] ; [23  7],[134.6031746  24.3968254] ; [25.3968254  4.6031746],0
r4,1,0.189043,1.725057,[145  14] ; [25  5],[143.01587302  15.98412698] ; [26.98412698  3.01587302],0
a4,1,0.213134,1.550009,[70 88] ; [17 13],[73.11702128 84.88297872] ; [13.88297872 16.11702128],0
n6,1,0.215075,1.536929,[134  24] ; [28  2],[136.14893617  21.85106383] ; [25.85106383  4.14893617],0
b3,1,0.238058,1.392057,[37 61] ; [9 8],[39.2 58.8] ; [ 6.8 10.2],0
b2,1,0.238058,1.392057,[37 61] ; [9 8],[39.2 58.8] ; [ 6.8 10.2],0
d3,1,0.253406,1.304426,[105  54] ; [23  7],[107.68253968  51.31746032] ; [20.31746032  9.68253968],0
p9,1,0.29222,1.109363,[137  20] ; [24  6],[135.17112299  21.82887701] ; [25.82887701  4.17112299],0
u2,1,0.329065,0.952575,[25 24] ; [3 6],[23.65517241 25.34482759] ; [4.34482759 4.65517241],0
p5,1,0.337183,0.921114,[ 27 132] ; [ 3 27],[ 25.23809524 133.76190476] ; [ 4.76190476 25.23809524],0
a2,1,0.342376,0.901514,[ 35 124] ; [ 9 21],[ 37.01587302 121.98412698] ; [ 6.98412698 23.01587302],0
u3,1,0.387077,0.748104,[25 24] ; [6 3],[26.18965517 22.81034483] ; [4.81034483 4.18965517],0
n3,1,0.418741,0.653846,[20  5] ; [6 3],[19.11764706  5.88235294] ; [6.88235294 2.11764706],0
n4,1,0.421133,0.647152,[127  32] ; [22  8],[125.34920635  33.65079365] ; [23.65079365  6.34920635],0
p12,1,0.456049,0.555575,[ 11 147] ; [ 1 29],[ 10.08510638 147.91489362] ; [ 1.91489362 28.08510638],0
r2,1,0.47374,0.51324,[147  10] ; [27  3],[146.0855615  10.9144385] ; [27.9144385  2.0855615],0
d2,1,0.522676,0.40861,[69 89] ; [15 15],[70.59574468 87.40425532] ; [13.40425532 16.59574468],0
b4,1,0.546256,0.364067,[89 70] ; [15 15],[87.49206349 71.50793651] ; [16.50793651 13.49206349],0
v2,1,0.570225,0.322307,[97 59] ; [17 13],[95.61290323 60.38709677] ; [18.38709677 11.61290323],0
p10,1,0.582228,0.302647,[132  25] ; [24  6],[130.97326203  26.02673797] ; [25.02673797  4.97326203],0
n2,1,0.586289,0.296178,[19  6] ; [6 3],[18.38235294  6.61764706] ; [6.61764706 2.38235294],0
d1,1,0.593259,0.285283,[87 72] ; [18 12],[88.33333333 70.66666667] ; [16.66666667 13.33333333],0
p8,1,0.620141,0.24567,[101  55] ; [18 12],[99.80645161 56.19354839] ; [19.19354839 10.80645161],0
b1,1,0.665931,0.186399,[65 94] ; [11 19],[63.93650794 95.06349206] ; [12.06349206 17.93650794],0
p4,1,0.695125,0.153593,[122  37] ; [24  6],[122.82539683  36.17460317] ; [23.17460317  6.82539683],0
n1,1,0.736193,0.113501,[ 7 18] ; [2 7],[ 6.61764706 18.38235294] ; [2.38235294 6.61764706],0
v4,1,0.789637,0.071173,[152   7] ; [29  1],[152.26984127   6.73015873] ; [28.73015873  1.26984127],0
a8,1,0.87131,0.026242,[ 17 117] ; [ 3 23],[ 16.75 117.25] ; [ 3.25 22.75],0
v1,1,0.872662,0.025689,[97 60] ; [19 11],[97.39037433 59.60962567] ; [18.60962567 11.39037433],0
n5,1,0.893019,0.018086,[118  40] ; [22  7],[118.28877005  39.71122995] ; [21.71122995  7.28877005],0
v3,1,0.895388,0.017289,[64 91] ; [12 18],[63.67567568 91.32432432] ; [12.32432432 17.67567568],0
a3,1,0.912339,0.01212,[109  49] ; [21  9],[109.25531915  48.74468085] ; [20.74468085  9.25531915],0
p7,1,0.918599,0.010444,[119  38] ; [23  7],[119.21925134  37.78074866] ; [22.78074866  7.21925134],0
a7,1,0.919599,0.010189,[118  41] ; [22  8],[117.77777778  41.22222222] ; [22.22222222  7.77777778],0
p1,1,0.922828,0.009384,[ 15 144] ; [ 3 27],[ 15.14285714 143.85714286] ; [ 2.85714286 27.14285714],0
r3,1,0.960172,0.002494,[148  11] ; [28  2],[148.06349206  10.93650794] ; [27.93650794  2.06349206],0
d5,1,0.966399,0.001775,[132  27] ; [25  5],[132.07936508  26.92063492] ; [24.92063492  5.07936508],0
