Feature,DoF,P Value,Chi Square,Observed,Expected,Is Significant
r4,1,0.0,30.197886,[60 42] ; [248  44],[79.73604061 22.26395939] ; [228.26395939  63.73604061],1
r3,1,0.0,28.158856,[76 26] ; [272  18],[90.55102041 11.44897959] ; [257.44897959  32.55102041],1
v4,1,2e-06,22.962202,[74 25] ; [269  21],[87.29305913 11.70694087] ; [255.70694087  34.29305913],1
p11,1,4e-06,21.218576,[51 51] ; [218  74],[69.63959391 32.36040609] ; [199.36040609  92.63959391],1
n5,1,6e-06,20.606353,[46 55] ; [205  85],[64.83631714 36.16368286] ; [186.16368286 103.83631714],1
p10,1,1.9e-05,18.251089,[51 49] ; [212  74],[68.13471503 31.86528497] ; [194.86528497  91.13471503],1
p2,1,6.6e-05,15.914381,[54 48] ; [216  75],[70.07633588 31.92366412] ; [199.92366412  91.07633588],1
p9,1,0.000288,13.147122,[58 42] ; [217  65],[71.9895288 28.0104712] ; [203.0104712  78.9895288],1
n4,1,0.000682,11.536722,[52 50] ; [202  88],[66.09183673 35.90816327] ; [187.90816327 102.09183673],1
s6,1,0.00073,11.410897,[40 61] ; [169 117],[54.54521964 46.45478036] ; [154.45478036 131.54521964],1
a1,1,0.001528,10.04463,[10 92] ; [  7 285],[ 4.40101523 97.59898477] ; [ 12.59898477 279.40101523],0
r2,1,0.002126,9.437777,[79 20] ; [262  25],[87.45854922 11.54145078] ; [253.54145078  33.45854922],0
b1,1,0.004164,8.210837,[49 53] ; [ 94 198],[37.02030457 64.97969543] ; [105.97969543 186.02030457],0
s1,1,0.007057,7.258363,[ 8 93] ; [  6 280],[ 3.65374677 97.34625323] ; [ 10.34625323 275.65374677],0
s5,1,0.017324,5.663264,[14 85] ; [ 73 210],[22.54712042 76.45287958] ; [ 64.45287958 218.54712042],0
s8,1,0.020796,5.343803,[20 82] ; [ 92 199],[29.06870229 72.93129771] ; [ 82.93129771 208.06870229],0
v2,1,0.021718,5.268254,[34 60] ; [139 140],[43.59785523 50.40214477] ; [129.40214477 149.59785523],0
p8,1,0.038397,4.287366,[23 77] ; [ 98 189],[31.26614987 68.73385013] ; [ 89.73385013 197.26614987],0
s2,1,0.038874,4.266345,[31 70] ; [122 166],[39.72493573 61.27506427] ; [113.27506427 174.72493573],0
d4,1,0.041204,4.167618,[69 31] ; [230  61],[76.47058824 23.52941176] ; [222.52941176  68.47058824],0
d1,1,0.045156,4.012812,[41 61] ; [151 141],[49.70558376 52.29441624] ; [142.29441624 149.70558376],0
u2,1,0.049844,3.846707,[24 14] ; [44 55],[18.86131387 19.13868613] ; [49.13868613 49.86131387],0
u1,1,0.058358,3.583438,[ 6 96] ; [ 37 255],[11.1319797 90.8680203] ; [ 31.8680203 260.1319797],0
v3,1,0.075265,3.16429,[22 73] ; [ 93 190],[28.9021164 66.0978836] ; [ 86.0978836 196.9021164],0
r1,1,0.082544,3.014088,[68 34] ; [219  71],[74.67857143 27.32142857] ; [212.32142857  77.67857143],0
s4,1,0.088659,2.898559,[11 91] ; [ 52 237],[16.43478261 85.56521739] ; [ 46.56521739 242.43478261],0
a7,1,0.100172,2.702807,[64 38] ; [208  83],[70.59541985 31.40458015] ; [201.40458015  89.59541985],0
s7,1,0.122161,2.3894,[26 69] ; [102 181],[32.16931217 62.83068783] ; [ 95.83068783 187.16931217],0
n2,1,0.125632,2.34566,[28 17] ; [66 22],[31.80451128 13.19548872] ; [62.19548872 25.80451128],0
d5,1,0.153674,2.035401,[68 33] ; [218  74],[73.50127226 27.49872774] ; [212.49872774  79.50127226],0
d2,1,0.169308,1.889056,[37 64] ; [129 161],[42.8797954 58.1202046] ; [123.1202046 166.8797954],0
b5,1,0.171149,1.872854,[55 47] ; [180 112],[60.83756345 41.16243655] ; [174.16243655 117.83756345],0
a5,1,0.209502,1.574866,[60 42] ; [192 100],[65.23857868 36.76142132] ; [186.76142132 105.23857868],0
p7,1,0.245035,1.35139,[33 66] ; [113 170],[37.83769634 61.16230366] ; [108.16230366 174.83769634],0
b3,1,0.255133,1.294975,[15 45] ; [ 54 110],[18.48214286 41.51785714] ; [ 50.51785714 113.48214286],0
b2,1,0.255133,1.294975,[15 45] ; [ 54 110],[18.48214286 41.51785714] ; [ 50.51785714 113.48214286],0
d3,1,0.257268,1.283398,[59 42] ; [189 103],[63.73536896 37.26463104] ; [184.26463104 107.73536896],0
n3,1,0.258173,1.278529,[25 18] ; [60 28],[27.90076336 15.09923664] ; [57.09923664 30.90076336],0
u3,1,0.263441,1.250582,[21 16] ; [46 54],[18.09489051 18.90510949] ; [48.90510949 51.09489051],0
p5,1,0.265588,1.239393,[ 2 98] ; [ 13 277],[ 3.84615385 96.15384615] ; [ 11.15384615 278.84615385],0
a2,1,0.390869,0.736237,[16 86] ; [ 57 235],[18.89847716 83.10152284] ; [ 54.10152284 237.89847716],0
v1,1,0.449316,0.572378,[35 64] ; [113 172],[38.15625 60.84375] ; [109.84375 175.15625],0
a8,1,0.506988,0.440278,[11 86] ; [ 37 227],[12.89750693 84.10249307] ; [ 35.10249307 228.89750693],0
b4,1,0.552922,0.352109,[57 45] ; [173 119],[59.54314721 42.45685279] ; [170.45685279 121.54314721],0
u4,1,0.603299,0.270049,[  1 101] ; [  5 287],[  1.55329949 100.44670051] ; [  4.44670051 287.55329949],0
p12,1,0.609874,0.260359,[ 3 97] ; [ 12 278],[ 3.84615385 96.15384615] ; [ 11.15384615 278.84615385],0
a6,1,0.626249,0.237181,[63 38] ; [190 102],[65.02035623 35.97964377] ; [187.97964377 104.02035623],0
n1,1,0.639698,0.219137,[17 27] ; [30 57],[15.78625954 28.21374046] ; [31.21374046 55.78625954],0
a3,1,0.650167,0.20569,[64 37] ; [191  99],[65.86956522 35.13043478] ; [189.13043478 100.86956522],0
s3,1,0.697963,0.1506,[46 54] ; [138 148],[47.66839378 52.33160622] ; [136.33160622 149.66839378],0
a4,1,0.7601,0.093238,[38 64] ; [113 177],[39.29081633 62.70918367] ; [111.70918367 178.29081633],0
p4,1,0.788046,0.07228,[27 74] ; [ 81 207],[28.04113111 72.95886889] ; [ 79.95886889 208.04113111],0
p1,1,0.938175,0.006016,[ 4 97] ; [ 12 278],[ 4.13299233 96.86700767] ; [ 11.86700767 278.13299233],0
