Feature,DoF,P Value,Chi Square,Observed,Expected,Is Significant
s8,1,0.0,129.726762,[200  82] ; [ 65 217],[132.5 149.5] ; [132.5 149.5],1
s2,1,0.0,109.737995,[209  75] ; [ 81 195],[147.07142857 136.92857143] ; [142.92857143 133.07142857],1
s3,1,0.0,90.332745,[219  62] ; [105 170],[163.74820144 117.25179856] ; [160.25179856 114.74820144],1
s6,1,0.0,73.371745,[241  42] ; [141 133],[194.08617594  88.91382406] ; [187.91382406  86.08617594],1
a3,1,0.0,38.790417,[241  43] ; [174 108],[208.23321555  75.76678445] ; [206.76678445  75.23321555],1
s5,1,0.0,27.198452,[128 149] ; [ 68 205],[ 98.71272727 178.28727273] ; [ 97.28727273 175.71272727],1
p5,1,7e-06,20.23841,[ 52 229] ; [ 17 264],[ 34.5 246.5] ; [ 34.5 246.5],1
p7,1,2.2e-05,18.01548,[213  62] ; [167 108],[190.  85.] ; [190.  85.],1
n4,1,3e-05,17.430026,[251  34] ; [209  72],[231.6254417  53.3745583] ; [228.3745583  52.6254417],1
v3,1,5.5e-05,16.254208,[137 137] ; [ 89 181],[113.83088235 160.16911765] ; [112.16911765 157.83088235],1
d2,1,7.5e-05,15.672381,[165 119] ; [116 164],[141.4964539 142.5035461] ; [139.5035461 140.4964539],1
p6,1,9.1e-05,15.323252,[128 154] ; [ 81 195],[105.62365591 176.37634409] ; [103.37634409 172.62365591],1
n5,1,0.000101,15.120788,[240  44] ; [197  81],[220.83274021  63.16725979] ; [216.16725979  61.83274021],1
p4,1,0.000103,15.076974,[200  83] ; [153 126],[177.75622776 105.24377224] ; [175.24377224 103.75622776],1
p3,1,0.000151,14.357311,[169 114] ; [123 158],[146.5177305 136.4822695] ; [145.4822695 135.5177305],1
u1,1,0.00016,14.25427,[ 77 208] ; [ 40 242],[ 58.80952381 226.19047619] ; [ 58.19047619 223.80952381],1
p10,1,0.0006,11.774884,[260  24] ; [228  51],[246.1669627  37.8330373] ; [241.8330373  37.1669627],1
a2,1,0.000674,11.558919,[ 90 195] ; [ 54 228],[ 72.38095238 212.61904762] ; [ 71.61904762 210.38095238],1
a5,1,0.001029,10.774861,[237  48] ; [202  80],[220.66137566  64.33862434] ; [218.33862434  63.66137566],0
p9,1,0.006976,7.279247,[260  23] ; [235  43],[249.70588235  33.29411765] ; [245.29411765  32.70588235],0
