Feature,DoF,P Value,Chi Square,Observed,Expected,Is Significant
s7,1,0.00128,10.370864,[36 38] ; [27  6],[43.57009346 30.42990654] ; [19.42990654 13.57009346],0
n4,1,0.001663,9.88871,[43 36] ; [32  6],[50.64102564 28.35897436] ; [24.35897436 13.64102564],0
u1,1,0.002476,9.158474,[ 9 72] ; [13 25],[14.97478992 66.02521008] ; [ 7.02521008 30.97478992],0
d2,1,0.003152,8.717093,[38 42] ; [29  9],[45.42372881 34.57627119] ; [21.57627119 16.42372881],0
p3,1,0.003307,8.629792,[26 55] ; [23 15],[33.35294118 47.64705882] ; [15.64705882 22.35294118],0
p7,1,0.00395,8.306618,[36 45] ; [27 10],[43.24576271 37.75423729] ; [19.75423729 17.24576271],0
d1,1,0.008836,6.855597,[39 42] ; [28 10],[45.60504202 35.39495798] ; [21.39495798 16.60504202],0
p8,1,0.010877,6.485272,[21 59] ; [19 19],[27.11864407 52.88135593] ; [12.88135593 25.11864407],0
v2,1,0.022441,5.211276,[28 46] ; [23 15],[33.69642857 40.30357143] ; [17.30357143 20.69642857],0
b3,1,0.029533,4.736275,[ 7 30] ; [10 12],[10.66101695 26.33898305] ; [ 6.33898305 15.66101695],0
b2,1,0.029533,4.736275,[ 7 30] ; [10 12],[10.66101695 26.33898305] ; [ 6.33898305 15.66101695],0
a3,1,0.047208,3.937955,[46 34] ; [29  9],[50.84745763 29.15254237] ; [24.15254237 13.84745763],0
a2,1,0.052526,3.758948,[13 68] ; [12 26],[17.01680672 63.98319328] ; [ 7.98319328 30.01680672],0
p9,1,0.054278,3.70413,[50 28] ; [31  7],[54.46551724 23.53448276] ; [26.53448276 11.46551724],0
p4,1,0.05444,3.699151,[38 43] ; [25 13],[42.88235294 38.11764706] ; [20.11764706 17.88235294],0
d3,1,0.056186,3.646542,[49 31] ; [30  8],[53.55932203 26.44067797] ; [25.44067797 12.55932203],0
n6,1,0.058928,3.567314,[51 29] ; [30  7],[55.38461538 24.61538462] ; [25.61538462 11.38461538],0
s5,1,0.059668,3.546583,[26 51] ; [17 15],[30.37614679 46.62385321] ; [12.62385321 19.37614679],0
u4,1,0.060193,3.532061,[ 1 80] ; [ 3 35],[ 2.72268908 78.27731092] ; [ 1.27731092 36.72268908],0
s6,1,0.077708,3.112195,[56 23] ; [31  5],[59.76521739 19.23478261] ; [27.23478261  8.76521739],0
p10,1,0.080217,3.060506,[40 38] ; [26 12],[44.37931034 33.62068966] ; [21.62068966 16.37931034],0
a4,1,0.082019,3.024431,[29 52] ; [20 18],[33.35294118 47.64705882] ; [15.64705882 22.35294118],0
n5,1,0.089368,2.88572,[46 34] ; [28 10],[50.16949153 29.83050847] ; [23.83050847 14.16949153],0
n1,1,0.133147,2.25542,[16 21] ; [7 3],[18.10638298 18.89361702] ; [4.89361702 5.10638298],0
a7,1,0.134554,2.239156,[53 28] ; [30  8],[56.49579832 24.50420168] ; [26.50420168 11.49579832],0
s8,1,0.137937,2.200829,[33 48] ; [21 17],[36.75630252 44.24369748] ; [17.24369748 20.75630252],0
