Feature,DoF,P Value,Chi Square,Observed,Expected,Is Significant
n6,1,0.032822,4.555056,[5 1] ; [12 21],[2.61538462 3.38461538] ; [14.38461538 18.61538462],0
v4,1,0.040641,4.190929,[5 1] ; [13 21],[2.7 3.3] ; [15.3 18.7],0
p4,1,0.051538,3.790692,[2 3] ; [ 3 31],[0.64102564 4.35897436] ; [ 4.35897436 29.64102564],0
s6,1,0.080175,3.061354,[3 3] ; [ 6 28],[1.35 4.65] ; [ 7.65 26.35],0
b5,1,0.14812,2.091503,[4 2] ; [12 22],[2.4 3.6] ; [13.6 20.4],0
p6,1,0.163623,1.940418,[1 5] ; [ 1 32],[0.30769231 5.69230769] ; [ 1.69230769 31.30769231],0
p11,1,0.17253,1.860823,[2 4] ; [ 4 30],[0.9 5.1] ; [ 5.1 28.9],0
a2,1,0.17253,1.860823,[2 4] ; [ 4 30],[0.9 5.1] ; [ 5.1 28.9],0
v3,1,0.180638,1.792366,[3 3] ; [ 8 26],[1.65 4.35] ; [ 9.35 24.65],0
a4,1,0.184219,1.763258,[4 2] ; [12 20],[2.52631579 3.47368421] ; [13.47368421 18.52631579],0
d1,1,0.194,1.686977,[4 2] ; [13 21],[2.55 3.45] ; [14.45 19.55],0
b4,1,0.205718,1.601307,[5 1] ; [19 15],[3.6 2.4] ; [20.4 13.6],0
a6,1,0.247232,1.338879,[2 4] ; [20 14],[3.3 2.7] ; [18.7 15.3],0
a3,1,0.391813,0.733307,[5 1] ; [21 11],[4.10526316 1.89473684] ; [21.89473684 10.10526316],0
p8,1,0.516836,0.420202,[2 4] ; [ 7 26],[1.38461538 4.61538462] ; [ 7.61538462 25.38461538],0
s5,1,0.554916,0.348584,[1 5] ; [ 3 31],[0.6 5.4] ; [ 3.4 30.6],0
p9,1,0.558612,0.342113,[1 5] ; [ 9 23],[1.57894737 4.42105263] ; [ 8.42105263 23.57894737],0
b1,1,0.587594,0.294118,[3 3] ; [21 13],[3.6 2.4] ; [20.4 13.6],0
p10,1,0.609134,0.261438,[2 4] ; [ 8 26],[1.5 4.5] ; [ 8.5 25.5],0
n5,1,0.609134,0.261438,[5 1] ; [25  9],[4.5 1.5] ; [25.5  8.5],0
v1,1,0.609134,0.261438,[2 4] ; [ 8 26],[1.5 4.5] ; [ 8.5 25.5],0
r2,1,0.663778,0.188967,[3 2] ; [23 10],[3.42105263 1.57894737] ; [22.57894737 10.42105263],0
a5,1,0.686884,0.162479,[3 3] ; [20 14],[3.45 2.55] ; [19.55 14.45],0
r1,1,0.717688,0.130719,[2 4] ; [14 20],[2.4 3.6] ; [13.6 20.4],0
s2,1,0.737828,0.112045,[1 5] ; [ 4 30],[0.75 5.25] ; [ 4.25 29.75],0
s4,1,0.737828,0.112045,[1 5] ; [ 4 30],[0.75 5.25] ; [ 4.25 29.75],0
p7,1,0.781727,0.076768,[1 4] ; [ 5 28],[0.78947368 4.21052632] ; [ 5.21052632 27.78947368],0
d3,1,0.789452,0.071301,[3 3] ; [15 19],[2.7 3.3] ; [15.3 18.7],0
a1,1,0.824778,0.04902,[1 5] ; [ 7 27],[1.2 4.8] ; [ 6.8 27.2],0
d2,1,0.837224,0.042208,[3 3] ; [15 18],[2.76923077 3.23076923] ; [15.23076923 17.76923077],0
n4,1,0.846758,0.037348,[4 2] ; [24 10],[4.2 1.8] ; [23.8 10.2],0
r4,1,0.901307,0.015379,[1 5] ; [ 5 29],[0.9 5.1] ; [ 5.1 28.9],0
b3,1,0.923704,0.009172,[2 3] ; [11 15],[2.09677419 2.90322581] ; [10.90322581 15.09677419],0
b2,1,0.923704,0.009172,[2 3] ; [11 15],[2.09677419 2.90322581] ; [10.90322581 15.09677419],0
s1,1,0.953534,0.003395,[1 5] ; [ 6 28],[1.05 4.95] ; [ 5.95 28.05],0
s7,1,0.973911,0.001069,[1 5] ; [ 5 26],[0.97297297 5.02702703] ; [ 5.02702703 25.97297297],0
a7,1,1.0,0.0,[3 3] ; [17 17],[3. 3.] ; [17. 17.],0
