Feature,DoF,P Value,Chi Square,Observed,Expected,Is Significant
p9,1,0.000768,11.316614,[27  5] ; [2 6],[23.2  8.8] ; [5.8 2.2],1
a5,1,0.001901,9.642857,[26  6] ; [2 6],[22.4  9.6] ; [5.6 2.4],0
v4,1,0.003746,8.402778,[31  1] ; [5 3],[28.8  3.2] ; [7.2 0.8],0
a3,1,0.005023,7.871,[26  6] ; [2 5],[22.97435897  9.02564103] ; [5.02564103 1.97435897],0
r4,1,0.006834,7.316017,[29  3] ; [4 4],[26.4  5.6] ; [6.6 1.4],0
u3,1,0.020921,5.333333,[5 1] ; [1 5],[3. 3.] ; [3. 3.],0
r3,1,0.022102,5.237723,[31  1] ; [5 2],[29.53846154  2.46153846] ; [6.46153846 0.53846154],0
p8,1,0.026666,4.912281,[18 14] ; [1 7],[15.2 16.8] ; [3.8 4.2],0
u2,1,0.035682,4.412222,[5 1] ; [1 4],[3.27272727 2.72727273] ; [2.72727273 2.27272727],0
v1,1,0.035703,4.411235,[22  9] ; [2 5],[19.57894737 11.42105263] ; [4.42105263 2.57894737],0
p2,1,0.046302,3.970588,[29  3] ; [5 3],[27.2  4.8] ; [6.8 1.2],0
d1,1,0.068268,3.324176,[23  9] ; [3 5],[20.8 11.2] ; [5.2 2.8],0
p4,1,0.081608,3.032581,[19 13] ; [2 6],[16.8 15.2] ; [4.2 3.8],0
p1,1,0.096012,2.770563,[ 4 28] ; [3 5],[ 5.6 26.4] ; [1.4 6.6],0
n6,1,0.096012,2.770563,[28  4] ; [5 3],[26.4  5.6] ; [6.6 1.4],0
p11,1,0.096012,2.770563,[28  4] ; [5 3],[26.4  5.6] ; [6.6 1.4],0
d5,1,0.096012,2.770563,[28  4] ; [5 3],[26.4  5.6] ; [6.6 1.4],0
p6,1,0.135769,2.225275,[13 19] ; [1 7],[11.2 20.8] ; [2.8 5.2],0
b5,1,0.237393,1.396011,[ 9 23] ; [4 4],[10.4 21.6] ; [2.6 5.4],0
n4,1,0.255989,1.290323,[26  6] ; [5 3],[24.8  7.2] ; [6.2 1.8],0
v3,1,0.301323,1.068329,[14 17] ; [2 6],[12.71794872 18.28205128] ; [3.28205128 4.71794872],0
p7,1,0.319984,0.989011,[22 10] ; [4 4],[20.8 11.2] ; [5.2 2.8],0
v2,1,0.319984,0.989011,[22 10] ; [4 4],[20.8 11.2] ; [5.2 2.8],0
a7,1,0.338539,0.915955,[20 12] ; [3 4],[18.87179487 13.12820513] ; [4.12820513 2.87179487],0
a6,1,0.414216,0.666667,[21 11] ; [4 4],[20. 12.] ; [5. 3.],0
d2,1,0.459577,0.546924,[18 14] ; [5 2],[18.87179487 13.12820513] ; [4.12820513 2.87179487],0
d3,1,0.518605,0.416667,[20 12] ; [4 4],[19.2 12.8] ; [4.8 3.2],0
a8,1,0.525521,0.403045,[ 2 27] ; [1 6],[ 2.41666667 26.58333333] ; [0.58333333 6.41666667],0
r2,1,0.548306,0.36036,[30  2] ; [7 1],[29.6  2.4] ; [7.4 0.6],0
n5,1,0.604773,0.267857,[23  9] ; [5 3],[22.4  9.6] ; [5.6 2.4],0
a4,1,0.633553,0.227273,[15 17] ; [3 5],[14.4 17.6] ; [3.6 4.4],0
n2,1,0.67329,0.177778,[4 1] ; [2 1],[3.75 1.25] ; [2.25 0.75],0
s3,1,0.691694,0.157258,[10 21] ; [2 6],[ 9.53846154 21.46153846] ; [2.46153846 5.53846154],0
r1,1,0.849842,0.035842,[25  7] ; [6 2],[24.8  7.2] ; [6.2 1.8],0
n1,1,0.850436,0.035556,[3 2] ; [2 1],[3.125 1.875] ; [1.875 1.125],0
b4,1,0.868355,0.027473,[21 11] ; [5 3],[20.8 11.2] ; [5.2 2.8],0
b1,1,0.874211,0.025063,[15 17] ; [4 4],[15.2 16.8] ; [3.8 4.2],0
d4,1,0.898141,0.016387,[28  4] ; [6 1],[27.8974359  4.1025641] ; [6.1025641 0.8974359],0
