Feature,DoF,P Value,Chi Square,Observed,Expected,Is Significant
p9,1,0.0,36.057326,[46 46] ; [238  54],[68.04166667 23.95833333] ; [215.95833333  76.04166667],1
p7,1,0.0,31.801627,[28 65] ; [183 105],[51.50393701 41.49606299] ; [159.49606299 128.50393701],1
p10,1,1e-06,24.920306,[46 48] ; [221  69],[65.359375 28.640625] ; [201.640625  88.359375],1
p11,1,1e-06,24.156119,[49 47] ; [228  67],[68.01023018 27.98976982] ; [208.98976982  86.01023018],1
v4,1,2e-06,23.090077,[72 23] ; [272  19],[84.66321244 10.33678756] ; [259.33678756  31.66321244],1
p4,1,4e-06,21.054469,[22 73] ; [147 147],[41.27249357 53.72750643] ; [127.72750643 166.27249357],1
p8,1,9e-06,19.734869,[21 75] ; [139 153],[39.58762887 56.41237113] ; [120.41237113 171.58762887],1
r3,1,9.3e-05,15.273262,[73 22] ; [268  24],[83.70801034 11.29198966] ; [257.29198966  34.70801034],1
s7,1,0.000125,14.710983,[18 73] ; [119 164],[33.3342246 57.6657754] ; [103.6657754 179.3342246],1
s1,1,0.000313,12.989919,[10 84] ; [  6 283],[ 3.92689295 90.07310705] ; [ 12.07310705 276.92689295],1
d5,1,0.000656,11.609175,[38 58] ; [175 119],[52.43076923 43.56923077] ; [160.56923077 133.43076923],1
n6,1,0.00078,11.288506,[58 37] ; [229  63],[70.45219638 24.54780362] ; [216.54780362  75.45219638],1
a7,1,0.001291,10.355874,[45 50] ; [193 100],[58.27319588 36.72680412] ; [179.72680412 113.27319588],0
r4,1,0.002993,8.812028,[65 31] ; [242  53],[75.37595908 20.62404092] ; [231.62404092  63.37595908],0
d3,1,0.003891,8.334047,[26 70] ; [128 165],[38.00514139 57.99485861] ; [115.99485861 177.00514139],0
p6,1,0.007154,7.234009,[14 81] ; [ 83 208],[23.87305699 71.12694301] ; [ 73.12694301 217.87305699],0
a1,1,0.01022,6.596193,[ 9 87] ; [  9 286],[ 4.41943734 91.58056266] ; [ 13.58056266 281.41943734],0
s3,1,0.012091,6.297435,[35 58] ; [153 138],[45.53125 47.46875] ; [142.46875 148.53125],0
s6,1,0.013081,6.158188,[42 52] ; [172 118],[52.38541667 41.61458333] ; [161.61458333 128.38541667],0
r2,1,0.018487,5.549405,[76 19] ; [260  31],[82.69430052 12.30569948] ; [253.30569948  37.69430052],0
p3,1,0.019516,5.454676,[26 70] ; [119 176],[35.60102302 60.39897698] ; [109.39897698 185.60102302],0
v1,1,0.036829,4.35831,[34 61] ; [138 149],[42.77486911 52.22513089] ; [129.22513089 157.77486911],0
a3,1,0.040502,4.196735,[43 51] ; [170 124],[51.60309278 42.39690722] ; [161.39690722 132.60309278],0
n4,1,0.047858,3.914951,[55 40] ; [202  91],[62.92525773 32.07474227] ; [194.07474227  98.92525773],0
a6,1,0.057471,3.608899,[47 49] ; [177 118],[54.99744246 41.00255754] ; [169.00255754 125.99744246],0
p1,1,0.066234,3.373975,[10 86] ; [ 15 278],[ 6.16966581 89.83033419] ; [ 18.83033419 274.16966581],0
p12,1,0.067743,3.336869,[ 6 90] ; [  7 286],[ 3.20822622 92.79177378] ; [  9.79177378 283.20822622],0
s8,1,0.069636,3.29157,[21 74] ; [ 94 201],[28.01282051 66.98717949] ; [ 86.98717949 208.01282051],0
r1,1,0.071457,3.249238,[57 38] ; [205  88],[64.14948454 30.85051546] ; [197.85051546  95.14948454],0
d4,1,0.085247,2.961918,[47 49] ; [174 121],[54.26086957 41.73913043] ; [166.73913043 128.26086957],0
a5,1,0.095983,2.771055,[44 52] ; [164 131],[51.06905371 44.93094629] ; [156.93094629 138.06905371],0
d2,1,0.106264,2.608916,[19 76] ; [ 39 256],[14.12820513 80.87179487] ; [ 43.87179487 251.12820513],0
b1,1,0.108833,2.57108,[47 49] ; [117 178],[40.26598465 55.73401535] ; [123.73401535 171.26598465],0
n5,1,0.16497,1.928064,[58 36] ; [202  89],[63.48051948 30.51948052] ; [196.51948052  94.48051948],0
n2,1,0.272489,1.204173,[26  5] ; [57 20],[23.82407407  7.17592593] ; [59.17592593 17.82407407],0
s2,1,0.285995,1.138381,[33 61] ; [121 172],[37.40568475 56.59431525] ; [116.59431525 176.40568475],0
u1,1,0.303243,1.059879,[ 2 94] ; [ 13 282],[ 3.68286445 92.31713555] ; [ 11.31713555 283.68286445],0
b3,1,0.323956,0.972906,[20 33] ; [ 49 112],[17.08878505 35.91121495] ; [ 51.91121495 109.08878505],0
