Feature,DoF,P Value,Chi Square,Observed,Expected,Is Significant
p9,1,0.0,67.547845,[58  4] ; [28 74],[32.51219512 29.48780488] ; [53.48780488 48.51219512],1
r4,1,0.000348,12.795053,[55  7] ; [67 39],[45.02380952 16.97619048] ; [76.97619048 29.02380952],1
a7,1,0.000711,11.459038,[49 13] ; [56 50],[38.75 23.25] ; [66.25 39.75],1
d3,1,0.001302,10.339356,[48 14] ; [55 50],[38.23952096 23.76047904] ; [64.76047904 40.23952096],0
d1,1,0.002734,8.976854,[40 22] ; [43 63],[30.63095238 31.36904762] ; [52.36904762 53.63095238],0
n6,1,0.004708,7.988412,[49 13] ; [61 45],[40.5952381 21.4047619] ; [69.4047619 36.5952381],0
d4,1,0.006015,7.545676,[55  7] ; [73 31],[47.80722892 14.19277108] ; [80.19277108 23.80722892],0
v2,1,0.007379,7.178201,[34 25] ; [37 66],[25.85802469 33.14197531] ; [45.14197531 57.85802469],0
s8,1,0.0076,7.125406,[26 36] ; [23 80],[18.41212121 43.58787879] ; [30.58787879 72.41212121],0
r3,1,0.008957,6.831373,[56  5] ; [80 26],[49.67664671 11.32335329] ; [86.32335329 19.67664671],0
s2,1,0.009747,6.680557,[32 30] ; [33 72],[24.13173653 37.86826347] ; [40.86826347 64.13173653],0
r1,1,0.012903,6.182321,[49 13] ; [64 42],[41.70238095 20.29761905] ; [71.29761905 34.70238095],0
p2,1,0.016017,5.801023,[45 17] ; [57 49],[37.64285714 24.35714286] ; [64.35714286 41.64285714],0
a6,1,0.017113,5.684728,[43 19] ; [53 52],[35.64071856 26.35928144] ; [60.35928144 44.64071856],0
v4,1,0.017742,5.621398,[58  4] ; [84 21],[52.71856287  9.28143713] ; [89.28143713 15.71856287],0
d5,1,0.021255,5.305777,[52 10] ; [71 34],[45.66467066 16.33532934] ; [77.33532934 27.66467066],0
s6,1,0.031319,4.635393,[39 21] ; [49 54],[32.39263804 27.60736196] ; [55.60736196 47.39263804],0
s5,1,0.033839,4.502816,[20 37] ; [20 81],[14.43037975 42.56962025] ; [25.56962025 75.43037975],0
u1,1,0.035853,4.404071,[13 49] ; [10 96],[ 8.48809524 53.51190476] ; [14.51190476 91.48809524],0
n1,1,0.04369,4.068515,[ 4 16] ; [20 23],[ 7.61904762 12.38095238] ; [16.38095238 26.61904762],0
s4,1,0.052584,3.757079,[18 44] ; [17 87],[13.07228916 48.92771084] ; [21.92771084 82.07228916],0
p8,1,0.053639,3.72389,[25 37] ; [27 77],[19.42168675 42.57831325] ; [32.57831325 71.42168675],0
s7,1,0.061186,3.504941,[24 33] ; [26 69],[18.75 38.25] ; [31.25 63.75],0
n2,1,0.090219,2.870458,[16  4] ; [25 18],[13.01587302  6.98412698] ; [27.98412698 15.01587302],0
v3,1,0.114908,2.485391,[24 37] ; [28 74],[19.4601227 41.5398773] ; [32.5398773 69.4601227],0
p6,1,0.122241,2.388368,[22 40] ; [25 78],[17.66060606 44.33939394] ; [29.33939394 73.66060606],0
s3,1,0.167342,1.906595,[31 31] ; [41 64],[26.73053892 35.26946108] ; [45.26946108 59.73053892],0
n5,1,0.173774,1.850082,[40 22] ; [57 49],[35.79761905 26.20238095] ; [61.20238095 44.79761905],0
v1,1,0.187834,1.734526,[28 34] ; [37 69],[23.98809524 38.01190476] ; [41.01190476 64.98809524],0
a5,1,0.22372,1.480349,[41 21] ; [60 46],[37.27380952 24.72619048] ; [63.72619048 42.27380952],0
u3,1,0.242028,1.368743,[10 12] ; [29 19],[12.25714286  9.74285714] ; [26.74285714 21.25714286],0
a3,1,0.245077,1.35115,[39 22] ; [58 48],[35.43113772 25.56886228] ; [61.56886228 44.43113772],0
p7,1,0.26499,1.242501,[32 28] ; [47 59],[28.55421687 31.44578313] ; [50.44578313 55.55421687],0
a2,1,0.290226,1.118575,[16 46] ; [20 86],[13.28571429 48.71428571] ; [22.71428571 83.28571429],0
p5,1,0.33799,0.918041,[ 6 56] ; [ 6 99],[ 4.45508982 57.54491018] ; [ 7.54491018 97.45508982],0
p3,1,0.352848,0.863187,[19 43] ; [40 66],[21.77380952 40.22619048] ; [37.22619048 68.77380952],0
d2,1,0.445889,0.58108,[30 32] ; [44 60],[27.63855422 34.36144578] ; [46.36144578 57.63855422],0
n3,1,0.533439,0.387835,[14  6] ; [26 16],[12.90322581  7.09677419] ; [27.09677419 14.90322581],0
a8,1,0.540078,0.375395,[ 5 47] ; [13 87],[ 6.15789474 45.84210526] ; [11.84210526 88.15789474],0
p12,1,0.582776,0.301768,[ 2 60] ; [  2 104],[ 1.47619048 60.52380952] ; [  2.52380952 103.47619048],0
a4,1,0.59503,0.282558,[28 34] ; [43 62],[26.35928144 35.64071856] ; [44.64071856 60.35928144],0
u2,1,0.606445,0.265385,[ 9 14] ; [21 25],[10. 13.] ; [20. 26.],0
p4,1,0.61661,0.250661,[26 35] ; [41 65],[24.47305389 36.52694611] ; [42.52694611 63.47305389],0
p1,1,0.630501,0.231382,[ 3 59] ; [ 7 98],[ 3.71257485 58.28742515] ; [ 6.28742515 98.71257485],0
b3,1,0.633795,0.22695,[10 18] ; [19 43],[ 9.02222222 18.97777778] ; [19.97777778 42.02222222],0
b2,1,0.633795,0.22695,[10 18] ; [19 43],[ 9.02222222 18.97777778] ; [19.97777778 42.02222222],0
b4,1,0.705167,0.143153,[35 27] ; [63 43],[36.16666667 25.83333333] ; [61.83333333 44.16666667],0
n4,1,0.726527,0.122324,[42 20] ; [69 37],[40.96428571 21.03571429] ; [70.03571429 35.96428571],0
s1,1,0.79019,0.07079,[ 4 58] ; [ 8 98],[ 4.42857143 57.57142857] ; [ 7.57142857 98.42857143],0
b5,1,0.980491,0.000598,[42 20] ; [72 34],[42.07142857 19.92857143] ; [71.92857143 34.07142857],0
