Feature,DoF,P Value,Chi Square,Observed,Expected,Is Significant
d2,1,0.0,35.528981,[19 63] ; [178 117],[42.84880637 39.15119363] ; [154.15119363 140.84880637],1
d1,1,0.0,32.73412,[31 51] ; [213  83],[52.93121693 29.06878307] ; [191.06878307 104.93121693],1
a3,1,1e-06,24.819449,[42 38] ; [236  59],[59.30666667 20.69333333] ; [218.69333333  76.30666667],1
a4,1,1e-06,24.543212,[18 63] ; [157 138],[37.69946809 43.30053191] ; [137.30053191 157.69946809],1
r1,1,6e-05,16.114649,[58 24] ; [260  33],[69.536 12.464] ; [248.464  44.536],1
d4,1,7.4e-05,15.699894,[57 25] ; [258  36],[68.69680851 13.30319149] ; [246.30319149  47.69680851],1
a6,1,0.000209,13.746498,[41 41] ; [211  83],[54.95744681 27.04255319] ; [197.04255319  96.95744681],1
u1,1,0.000326,12.912414,[ 4 78] ; [ 66 230],[15.18518519 66.81481481] ; [ 54.81481481 241.18518519],1
d3,1,0.000332,12.881151,[44 38] ; [219  76],[57.20424403 24.79575597] ; [205.79575597  89.20424403],1
d5,1,0.003563,8.493871,[59 23] ; [252  42],[67.82446809 14.17553191] ; [243.17553191  50.82446809],0
a7,1,0.005479,7.714294,[49 32] ; [225  71],[58.87002653 22.12997347] ; [215.12997347  80.87002653],0
b3,1,0.010469,6.553354,[11 40] ; [ 78 112],[18.8340249 32.1659751] ; [ 70.1659751 119.8340249],0
b2,1,0.010469,6.553354,[11 40] ; [ 78 112],[18.8340249 32.1659751] ; [ 70.1659751 119.8340249],0
p11,1,0.017945,5.601537,[65 17] ; [264  32],[71.37037037 10.62962963] ; [257.62962963  38.37037037],0
v1,1,0.027223,4.876624,[42 39] ; [190 101],[50.51612903 30.48387097] ; [181.48387097 109.51612903],0
p10,1,0.029337,4.747732,[67 14] ; [268  26],[72.36  8.64] ; [262.64  31.36],0
v2,1,0.037786,4.314638,[38 39] ; [181 109],[45.94822888 31.05177112] ; [173.05177112 116.94822888],0
