Feature,DoF,P Value,Chi Square,Observed,Expected,Is Significant
r4,1,0.0,39.972799,[1 7] ; [135  14],[6.92993631 1.07006369] ; [129.07006369  19.92993631],1
v4,1,1e-06,23.732407,[4 4] ; [141   7],[7.43589744 0.56410256] ; [137.56410256  10.43589744],1
n5,1,0.000323,12.932754,[2 6] ; [119  30],[6.1656051 1.8343949] ; [114.8343949  34.1656051],1
d5,1,0.000345,12.806757,[2 6] ; [118  30],[6.15384615 1.84615385] ; [113.84615385  34.15384615],1
n4,1,0.000345,12.806757,[2 6] ; [118  30],[6.15384615 1.84615385] ; [113.84615385  34.15384615],1
n6,1,0.000469,12.234476,[2 5] ; [123  26],[5.60897436 1.39102564] ; [119.39102564  29.60897436],1
r1,1,0.002029,9.522747,[3 5] ; [121  26],[6.4 1.6] ; [117.6  29.4],0
r3,1,0.007959,7.042728,[4 3] ; [134  15],[6.19230769 0.80769231] ; [131.80769231  17.19230769],0
b4,1,0.010846,6.490323,[1 7] ; [87 62],[4.48407643 3.51592357] ; [83.51592357 65.48407643],0
a1,1,0.016109,5.790951,[2 6] ; [  7 142],[0.45859873 7.54140127] ; [  8.54140127 140.45859873],0
p11,1,0.019043,5.497547,[3 5] ; [112  37],[5.85987261 2.14012739] ; [109.14012739  39.85987261],0
b1,1,0.023139,5.158076,[7 1] ; [69 80],[3.87261146 4.12738854] ; [72.12738854 76.87261146],0
a7,1,0.062763,3.462821,[3 5] ; [103  46],[5.40127389 2.59872611] ; [100.59872611  48.40127389],0
s3,1,0.06499,3.405236,[2 6] ; [85 61],[4.51948052 3.48051948] ; [82.48051948 63.51948052],0
n3,1,0.068331,3.322668,[1 3] ; [22  9],[2.62857143 1.37142857] ; [20.37142857 10.62857143],0
n2,1,0.101471,2.682266,[2 2] ; [27  5],[3.22222222 0.77777778] ; [25.77777778  6.22222222],0
p9,1,0.104523,2.635135,[5 3] ; [125  23],[6.66666667 1.33333333] ; [123.33333333  24.66666667],0
d3,1,0.146796,2.105233,[3 5] ; [94 55],[4.94267516 3.05732484] ; [92.05732484 56.94267516],0
b5,1,0.158973,1.983971,[3 5] ; [93 56],[4.89171975 3.10828025] ; [91.10828025 57.89171975],0
a5,1,0.170676,1.876992,[4 4] ; [108  41],[5.70700637 2.29299363] ; [106.29299363  42.70700637],0
p6,1,0.17329,1.854252,[1 7] ; [53 94],[2.78709677 5.21290323] ; [51.21290323 95.78709677],0
p3,1,0.191984,1.702329,[2 6] ; [72 76],[3.79487179 4.20512821] ; [70.20512821 77.79487179],0
n1,1,0.237867,1.393189,[1 3] ; [18 14],[2.11111111 1.88888889] ; [16.88888889 15.11111111],0
s6,1,0.243465,1.360419,[4 4] ; [101  44],[5.49019608 2.50980392] ; [99.50980392 45.49019608],0
a4,1,0.254069,1.300791,[2 6] ; [67 80],[3.56129032 4.43870968] ; [65.43870968 81.56129032],0
s8,1,0.260851,1.264233,[2 6] ; [67 81],[3.53846154 4.46153846] ; [65.46153846 82.53846154],0
s1,1,0.342608,0.900649,[1 7] ; [  7 138],[0.41830065 7.58169935] ; [  7.58169935 137.41830065],0
p8,1,0.360721,0.83538,[3 5] ; [80 68],[4.25641026 3.74358974] ; [78.74358974 69.25641026],0
s5,1,0.385481,0.753149,[2 6] ; [57 84],[3.16778523 4.83221477] ; [55.83221477 85.16778523],0
p4,1,0.506719,0.440837,[4 4] ; [92 57],[4.89171975 3.10828025] ; [91.10828025 57.89171975],0
s4,1,0.507817,0.438563,[1 7] ; [ 33 114],[1.75483871 6.24516129] ; [ 32.24516129 114.75483871],0
b3,1,0.508273,0.43762,[1 3] ; [42 59],[1.63809524 2.36190476] ; [41.36190476 59.63809524],0
b2,1,0.508273,0.43762,[1 3] ; [42 59],[1.63809524 2.36190476] ; [41.36190476 59.63809524],0
a6,1,0.55869,0.341978,[4 4] ; [90 59],[4.78980892 3.21019108] ; [89.21019108 59.78980892],0
a3,1,0.618959,0.247334,[5 3] ; [104  43],[5.62580645 2.37419355] ; [103.37419355  43.62580645],0
p2,1,0.709007,0.139271,[6 2] ; [119  29],[6.41025641 1.58974359] ; [118.58974359  29.41025641],0
p10,1,0.71657,0.131803,[6 2] ; [118  29],[6.4 1.6] ; [117.6  29.4],0
s7,1,0.79622,0.066689,[4 4] ; [63 76],[3.6462585 4.3537415] ; [63.3537415 75.6462585],0
v3,1,0.827285,0.047604,[2 6] ; [ 42 105],[2.27096774 5.72903226] ; [ 41.72903226 105.27096774],0
s2,1,0.925317,0.008787,[4 4] ; [76 71],[4.12903226 3.87096774] ; [75.87096774 71.12903226],0
d4,1,0.930254,0.007661,[6 2] ; [113  35],[6.1025641 1.8974359] ; [112.8974359  35.1025641],0
p7,1,0.961317,0.002352,[5 3] ; [90 56],[4.93506494 3.06493506] ; [90.06493506 55.93506494],0
