Feature,DoF,P Value,Chi Square,Observed,Expected,Is Significant
a4,1,0.0,35.598321,[144 125] ; [23 90],[117.59947644 151.40052356] ; [49.40052356 63.59947644],1
d2,1,0.0,32.898766,[145 123] ; [25 88],[119.58005249 148.41994751] ; [50.41994751 62.58005249],1
a3,1,2e-06,22.919868,[203  66] ; [57 56],[183.08900524  85.91099476] ; [76.91099476 36.08900524],1
d1,1,3e-06,21.963434,[172  98] ; [43 71],[151.171875 118.828125] ; [63.828125 50.171875],1
n4,1,7e-06,20.115653,[209  60] ; [62 51],[190.83507853  78.16492147] ; [80.16492147 32.83507853],1
u1,1,2.1e-05,18.059453,[ 52 218] ; [  3 111],[ 38.671875 231.328125] ; [16.328125 97.671875],1
d5,1,2.2e-05,18.046829,[227  42] ; [74 40],[211.4073107  57.5926893] ; [89.5926893 24.4073107],1
a6,1,0.000228,13.585619,[196  73] ; [61 53],[180.50391645  88.49608355] ; [76.49608355 37.50391645],1
p4,1,0.001746,9.799229,[113 154] ; [28 83],[ 99.5952381 167.4047619] ; [41.4047619 69.5952381],0
p9,1,0.008352,6.956399,[212  53] ; [74 36],[202.10666667  62.89333333] ; [83.89333333 26.10666667],0
d3,1,0.011084,6.451793,[200  69] ; [70 44],[189.63446475  79.36553525] ; [80.36553525 33.63446475],0
n6,1,0.011229,6.428635,[220  47] ; [80 33],[210.78947368  56.21052632] ; [89.21052632 23.78947368],0
a7,1,0.019308,5.473409,[208  62] ; [74 39],[198.79895561  71.20104439] ; [83.20104439 29.79895561],0
s7,1,0.024052,5.09091,[120 139] ; [37 73],[110.19783198 148.80216802] ; [46.80216802 63.19783198],0
r4,1,0.026237,4.940351,[253  17] ; [99 15],[247.5  22.5] ; [104.5   9.5],0
p10,1,0.03004,4.707025,[203  62] ; [73 38],[194.5212766  70.4787234] ; [81.4787234 29.5212766],0
s6,1,0.035182,4.436333,[177  88] ; [62 50],[167.99734748  97.00265252] ; [71.00265252 40.99734748],0
v1,1,0.044661,4.03139,[138 128] ; [45 66],[129.1193634 136.8806366] ; [53.8806366 57.1193634],0
p2,1,0.046926,3.948045,[214  55] ; [80 34],[206.49086162  62.50913838] ; [87.50913838 26.49086162],0
n5,1,0.048104,3.906347,[192  75] ; [69 43],[183.8707124  83.1292876] ; [77.1292876 34.8707124],0
d4,1,0.049912,3.844419,[229  40] ; [86 26],[222.4015748  46.5984252] ; [92.5984252 19.4015748],0
v4,1,0.05022,3.834084,[255  12] ; [102  11],[250.83947368  16.16052632] ; [106.16052632   6.83947368],0
s5,1,0.059465,3.552235,[ 79 180] ; [23 87],[ 71.59349593 187.40650407] ; [30.40650407 79.59349593],0
r3,1,0.079211,3.081023,[258  10] ; [103   9],[254.6  13.4] ; [106.4   5.6],0
s8,1,0.088771,2.896523,[109 158] ; [36 78],[101.61417323 165.38582677] ; [43.38582677 70.61417323],0
b3,1,0.097855,2.740167,[ 57 101] ; [14 44],[ 51.93518519 106.06481481] ; [19.06481481 38.93518519],0
b2,1,0.097855,2.740167,[ 57 101] ; [14 44],[ 51.93518519 106.06481481] ; [19.06481481 38.93518519],0
a1,1,0.099971,2.706005,[ 11 259] ; [  1 113],[  8.4375 261.5625] ; [  3.5625 110.4375],0
p12,1,0.100052,2.704716,[ 15 252] ; [  2 110],[ 11.9762533 255.0237467] ; [  5.0237467 106.9762533],0
s1,1,0.153827,2.033888,[ 10 253] ; [  8 102],[ 12.69168901 250.30831099] ; [  5.30831099 104.69168901],0
p8,1,0.154526,2.026991,[105 158] ; [36 76],[ 98.888 164.112] ; [42.112 69.888],0
u3,1,0.209112,1.57756,[35 31] ; [36 20],[38.40983607 27.59016393] ; [32.59016393 23.40983607],0
v2,1,0.220916,1.498414,[143 114] ; [51 54],[137.72928177 119.27071823] ; [56.27071823 48.72928177],0
v3,1,0.221261,1.496177,[ 91 164] ; [32 78],[ 85.93150685 169.06849315] ; [37.06849315 72.93150685],0
p11,1,0.264936,1.242781,[202  68] ; [79 35],[197.578125  72.421875] ; [83.421875 30.578125],0
