Feature,DoF,P Value,Chi Square,Observed,Expected,Is Significant
n5,1,4e-06,21.297342,[83 16] ; [17 21],[72.26277372 26.73722628] ; [27.73722628 10.26277372],1
u1,1,0.004512,8.065207,[23 76] ; [ 1 37],[17.34306569 81.65693431] ; [ 6.65693431 31.34306569],0
n3,1,0.013456,6.108173,[21  5] ; [7 9],[17.33333333  8.66666667] ; [10.66666667  5.33333333],0
p11,1,0.01508,5.907056,[69 30] ; [18 20],[62.86861314 36.13138686] ; [24.13138686 13.86861314],0
a6,1,0.018691,5.530162,[66 33] ; [17 21],[59.97810219 39.02189781] ; [23.02189781 14.97810219],0
s8,1,0.025011,5.023152,[45 54] ; [ 9 28],[39.30882353 59.69117647] ; [14.69117647 22.30882353],0
n1,1,0.027415,4.864467,[15 11] ; [ 4 13],[11.48837209 14.51162791] ; [7.51162791 9.48837209],0
p10,1,0.045636,3.994992,[66 32] ; [18 19],[60.97777778 37.02222222] ; [23.02222222 13.97777778],0
s4,1,0.051803,3.782118,[18 79] ; [13 25],[22.27407407 74.72592593] ; [ 8.72592593 29.27407407],0
d1,1,0.073052,3.213079,[56 43] ; [15 23],[51.30656934 47.69343066] ; [19.69343066 18.30656934],0
r1,1,0.093955,2.805265,[72 27] ; [22 16],[67.9270073 31.0729927] ; [26.0729927 11.9270073],0
a5,1,0.101493,2.681917,[67 32] ; [20 18],[62.86861314 36.13138686] ; [24.13138686 13.86861314],0
b5,1,0.101696,2.678735,[58 41] ; [28 10],[62.1459854 36.8540146] ; [23.8540146 14.1459854],0
p9,1,0.101917,2.675293,[65 32] ; [18 17],[60.99242424 36.00757576] ; [22.00757576 12.99242424],0
a8,1,0.133064,2.256395,[10 82] ; [ 1 36],[ 7.84496124 84.15503876] ; [ 3.15503876 33.84496124],0
v3,1,0.140289,2.174791,[38 55] ; [10 27],[34.33846154 58.66153846] ; [13.66153846 23.33846154],0
p12,1,0.149761,2.07468,[10 89] ; [ 1 37],[ 7.94890511 91.05109489] ; [ 3.05109489 34.94890511],0
a7,1,0.159579,1.978207,[65 34] ; [20 18],[61.42335766 37.57664234] ; [23.57664234 14.42335766],0
s7,1,0.188351,1.730466,[42 53] ; [11 24],[38.73076923 56.26923077] ; [14.26923077 20.73076923],0
s5,1,0.205213,1.604881,[25 69] ; [14 23],[27.98473282 66.01526718] ; [11.01526718 25.98473282],0
n2,1,0.210829,1.565723,[22  5] ; [11  6],[20.25  6.75] ; [12.75  4.25],0
p3,1,0.222237,1.489869,[37 62] ; [10 28],[33.96350365 65.03649635] ; [13.03649635 24.96350365],0
b1,1,0.247008,1.340146,[50 49] ; [15 23],[46.97080292 52.02919708] ; [18.02919708 19.97080292],0
a1,1,0.249075,1.328486,[ 8 91] ; [ 1 37],[ 6.50364964 92.49635036] ; [ 2.49635036 35.50364964],0
a2,1,0.28178,1.158486,[21 78] ; [ 5 33],[18.78832117 80.21167883] ; [ 7.21167883 30.78832117],0
v2,1,0.359882,0.838304,[49 45] ; [16 21],[46.64122137 47.35877863] ; [18.35877863 18.64122137],0
a4,1,0.368543,0.808573,[44 53] ; [14 24],[41.67407407 55.32592593] ; [16.32592593 21.67407407],0
p1,1,0.369847,0.80418,[10 89] ; [ 2 36],[ 8.67153285 90.32846715] ; [ 3.32846715 34.67153285],0
s3,1,0.401493,0.70385,[43 53] ; [14 24],[40.8358209 55.1641791] ; [16.1641791 21.8358209],0
u2,1,0.407431,0.686284,[18 19] ; [5 9],[16.68627451 20.31372549] ; [6.31372549 7.68627451],0
d3,1,0.424421,0.63804,[57 42] ; [19 19],[54.91970803 44.08029197] ; [21.08029197 16.91970803],0
p5,1,0.434468,0.61085,[ 9 87] ; [ 2 36],[ 7.88059701 88.11940299] ; [ 3.11940299 34.88059701],0
r4,1,0.50015,0.454619,[83 16] ; [30  8],[81.65693431 17.34306569] ; [31.34306569  6.65693431],0
d2,1,0.545811,0.364875,[49 48] ; [17 21],[47.42222222 49.57777778] ; [18.57777778 19.42222222],0
p7,1,0.546485,0.363651,[33 63] ; [11 27],[31.52238806 64.47761194] ; [12.47761194 25.52238806],0
s1,1,0.560946,0.33807,[ 8 90] ; [ 2 36],[ 7.20588235 90.79411765] ; [ 2.79411765 35.20588235],0
s2,1,0.685705,0.163775,[42 55] ; [15 23],[40.95555556 56.04444444] ; [16.04444444 21.95555556],0
b4,1,0.689846,0.159252,[61 38] ; [22 16],[59.97810219 39.02189781] ; [23.02189781 14.97810219],0
p8,1,0.692799,0.156072,[24 75] ; [ 8 30],[23.12408759 75.87591241] ; [ 8.87591241 29.12408759],0
u4,1,0.69381,0.154992,[ 4 95] ; [ 1 37],[ 3.61313869 95.38686131] ; [ 1.38686131 36.61313869],0
v4,1,0.738413,0.111526,[88 11] ; [33  5],[87.4379562 11.5620438] ; [33.5620438  4.4379562],0
u3,1,0.772238,0.083781,[20 18] ; [8 6],[20.46153846 17.53846154] ; [7.53846154 6.46153846],0
d5,1,0.788024,0.072295,[68 31] ; [27 11],[68.64963504 30.35036496] ; [26.35036496 11.64963504],0
b2,1,0.795236,0.067349,[26 45] ; [ 6 12],[25.52808989 45.47191011] ; [ 6.47191011 11.52808989],0
b3,1,0.795236,0.067349,[26 45] ; [ 6 12],[25.52808989 45.47191011] ; [ 6.47191011 11.52808989],0
d4,1,0.801405,0.063267,[75 24] ; [28 10],[74.43065693 24.56934307] ; [28.56934307  9.43065693],0
r2,1,0.839166,0.041193,[87  9] ; [34  4],[86.68656716  9.31343284] ; [34.31343284  3.68656716],0
p6,1,0.860121,0.031053,[22 76] ; [ 8 30],[21.61764706 76.38235294] ; [ 8.38235294 29.61764706],0
r3,1,0.869118,0.027152,[87 12] ; [33  5],[86.71532847 12.28467153] ; [33.28467153  4.71532847],0
s6,1,0.920456,0.009972,[60 38] ; [23 14],[60.25185185 37.74814815] ; [22.74814815 14.25185185],0
a3,1,0.921389,0.009739,[61 37] ; [24 14],[61.25 36.75] ; [23.75 14.25],0
v1,1,0.955336,0.003137,[38 57] ; [15 23],[37.85714286 57.14285714] ; [15.14285714 22.85714286],0
p4,1,0.983296,0.000438,[33 64] ; [13 25],[33.05185185 63.94814815] ; [12.94814815 25.05185185],0
