Feature,DoF,P Value,Chi Square,Observed,Expected,Is Significant
v3,1,0.0,74.547628,[ 39 179] ; [148 114],[ 84.92916667 133.07083333] ; [102.07083333 159.92916667],1
r3,1,0.050196,3.834915,[219   7] ; [268   2],[221.89919355   4.10080645] ; [265.10080645   4.89919355],0
n6,1,0.065971,3.380528,[180  46] ; [231  38],[187.64848485  38.35151515] ; [223.35151515  45.64848485],0
p4,1,0.075493,3.159355,[ 99 125] ; [140 128],[108.81300813 115.18699187] ; [130.18699187 137.81300813],0
s8,1,0.085134,2.96405,[ 77 148] ; [112 156],[ 86.25760649 138.74239351] ; [102.74239351 165.25760649],0
s5,1,0.105536,2.619834,[ 56 164] ; [ 84 177],[ 64.03326403 155.96673597] ; [ 75.96673597 185.03326403],0
r2,1,0.136947,2.211936,[217   8] ; [265   4],[219.53441296   5.46558704] ; [262.46558704   6.53441296],0
s4,1,0.144552,2.128825,[ 41 184] ; [ 36 232],[ 35.14198783 189.85801217] ; [ 41.85801217 226.14198783],0
n2,1,0.179041,1.805568,[46 17] ; [41  8],[48.9375 14.0625] ; [38.0625 10.9375],0
a6,1,0.180503,1.793478,[150  75] ; [195  75],[156.81818182  68.18181818] ; [188.18181818  81.81818182],0
a2,1,0.184058,1.764546,[ 44 182] ; [ 66 204],[ 50.12096774 175.87903226] ; [ 59.87903226 210.12096774],0
u3,1,0.186153,1.747803,[51 31] ; [35 33],[47.01333333 34.98666667] ; [38.98666667 29.01333333],0
d2,1,0.186468,1.745303,[ 97 127] ; [133 137],[104.29149798 119.70850202] ; [125.70850202 144.29149798],0
u2,1,0.189452,1.721876,[48 34] ; [32 35],[44.02684564 37.97315436] ; [35.97315436 31.02684564],0
a1,1,0.19529,1.677252,[  4 222] ; [ 10 260],[  6.37903226 219.62096774] ; [  7.62096774 262.37903226],0
n4,1,0.203441,1.617498,[159  66] ; [203  65],[165.21298174  59.78701826] ; [196.78701826  71.21298174],0
a4,1,0.211043,1.564255,[ 87 138] ; [119 150],[ 93.82591093 131.17408907] ; [112.17408907 156.82591093],0
u1,1,0.218358,1.515127,[ 31 195] ; [ 48 222],[ 35.99596774 190.00403226] ; [ 43.00403226 226.99596774],0
p12,1,0.246262,1.344385,[  9 216] ; [ 17 251],[ 11.86612576 213.13387424] ; [ 14.13387424 253.86612576],0
a7,1,0.271836,1.207459,[160  66] ; [203  67],[165.39919355  60.60080645] ; [197.60080645  72.39919355],0
b3,1,0.275221,1.190536,[37 95] ; [ 56 109],[41.33333333 90.66666667] ; [ 51.66666667 113.33333333],0
b2,1,0.275221,1.190536,[37 95] ; [ 56 109],[41.33333333 90.66666667] ; [ 51.66666667 113.33333333],0
n1,1,0.341347,0.905367,[24 37] ; [15 34],[21.62727273 39.37272727] ; [17.37272727 31.62727273],0
n5,1,0.365837,0.817757,[156  69] ; [195  72],[160.51829268  64.48170732] ; [190.48170732  76.51829268],0
n3,1,0.532704,0.389231,[44 16] ; [40 11],[45.40540541 14.59459459] ; [38.59459459 12.40540541],0
s2,1,0.561777,0.336636,[ 99 124] ; [126 142],[102.18940937 120.81059063] ; [122.81059063 145.18940937],0
b4,1,0.578235,0.309097,[132  94] ; [151 119],[128.94758065  97.05241935] ; [154.05241935 115.94758065],0
p5,1,0.622329,0.242608,[ 14 209] ; [ 20 250],[ 15.37931034 207.62068966] ; [ 18.62068966 251.37931034],0
u4,1,0.644266,0.213206,[  3 223] ; [  5 265],[  3.64516129 222.35483871] ; [  4.35483871 265.64516129],0
a8,1,0.704747,0.143581,[ 29 182] ; [ 36 204],[ 30.41019956 180.58980044] ; [ 34.58980044 205.41019956],0
s6,1,0.82057,0.051444,[140  83] ; [169  96],[141.20286885  81.79713115] ; [167.79713115  97.20286885],0
s3,1,0.900727,0.015561,[120 104] ; [144 122],[120.68571429 103.31428571] ; [143.31428571 122.68571429],0
v4,1,0.923725,0.009167,[218   7] ; [262   8],[218.18181818   6.81818182] ; [261.81818182   8.18181818],0
p1,1,0.932096,0.00726,[ 12 212] ; [ 14 256],[ 11.78947368 212.21052632] ; [ 14.21052632 255.78947368],0
