Feature,DoF,P Value,Chi Square,Observed,Expected,Is Significant
n4,1,0.0,63.126054,[41 44] ; [447  77],[68.11165846 16.88834154] ; [419.88834154 104.11165846],1
n5,1,0.0,53.681238,[41 42] ; [441  82],[66.01650165 16.98349835] ; [415.98349835 107.01650165],1
r4,1,1.4e-05,18.869242,[66 19] ; [485  39],[76.9047619  8.0952381] ; [474.0952381  49.9047619],1
p6,1,0.000144,14.452815,[14 68] ; [201 318],[29.3344426 52.6655574] ; [185.6655574 333.3344426],1
p2,1,0.000266,13.294237,[62 22] ; [461  60],[72.61487603 11.38512397] ; [450.38512397  70.61487603],1
p3,1,0.001716,9.831265,[31 54] ; [286 236],[44.39044481 40.60955519] ; [272.60955519 249.39044481],0
r3,1,0.001752,9.792363,[75 10] ; [502  20],[80.79901153  4.20098847] ; [496.20098847  25.79901153],0
b1,1,0.001865,9.678151,[45 40] ; [185 339],[32.10180624 52.89819376] ; [197.89819376 326.10180624],0
p11,1,0.002289,9.302272,[63 22] ; [455  69],[72.29885057 12.70114943] ; [445.70114943  78.29885057],0
u1,1,0.003824,8.365733,[ 5 80] ; [ 97 427],[14.2364532 70.7635468] ; [ 87.7635468 436.2364532],0
s7,1,0.004446,8.092164,[28 53] ; [257 241],[39.87046632 41.12953368] ; [245.12953368 252.87046632],0
r2,1,0.004731,7.979312,[73 10] ; [495  23],[78.44259567  4.55740433] ; [489.55740433  28.44259567],0
s5,1,0.005101,7.843451,[15 67] ; [172 337],[25.94585448 56.05414552] ; [161.05414552 347.94585448],0
d2,1,0.007229,7.2151,[29 56] ; [260 262],[40.46952224 44.53047776] ; [248.53047776 273.46952224],0
v3,1,0.008068,7.018241,[23 56] ; [228 279],[33.83788396 45.16211604] ; [217.16211604 289.83788396],0
s6,1,0.009564,6.714441,[45 40] ; [347 168],[55.53333333 29.46666667] ; [336.46666667 178.53333333],0
p4,1,0.012881,6.185403,[42 42] ; [335 187],[52.25742574 31.74257426] ; [324.74257426 197.25742574],0
b3,1,0.019656,5.442175,[12 34] ; [142 179],[19.30245232 26.69754768] ; [134.69754768 186.30245232],0
b2,1,0.019656,5.442175,[12 34] ; [142 179],[19.30245232 26.69754768] ; [134.69754768 186.30245232],0
p12,1,0.019963,5.415102,[ 2 83] ; [ 53 468],[ 7.71452145 77.28547855] ; [ 47.28547855 473.71452145],0
a4,1,0.03654,4.371734,[29 56] ; [242 281],[37.88651316 47.11348684] ; [233.11348684 289.88651316],0
a5,1,0.039285,4.248511,[56 29] ; [400 124],[63.6453202 21.3546798] ; [392.3546798 131.6453202],0
d5,1,0.049731,3.850494,[63 22] ; [434  89],[69.48190789 15.51809211] ; [427.51809211  95.48190789],0
d1,1,0.049836,3.846969,[42 43] ; [318 206],[50.24630542 34.75369458] ; [309.75369458 214.24630542],0
a2,1,0.050762,3.816121,[13 72] ; [131 393],[20.09852217 64.90147783] ; [123.90147783 400.09852217],0
