Feature,DoF,P Value,Chi Square,Observed,Expected,Is Significant
d3,1,0.072073,3.235165,[ 4 10] ; [6 3],[6.08695652 7.91304348] ; [3.91304348 5.08695652],0
s3,1,0.099195,2.718437,[8 6] ; [2 7],[6.08695652 7.91304348] ; [3.91304348 5.08695652],0
s2,1,0.099195,2.718437,[8 6] ; [2 7],[6.08695652 7.91304348] ; [3.91304348 5.08695652],0
p9,1,0.106345,2.60771,[8 6] ; [8 1],[9.73913043 4.26086957] ; [6.26086957 2.73913043],0
v4,1,0.106345,2.60771,[8 6] ; [8 1],[9.73913043 4.26086957] ; [6.26086957 2.73913043],0
s6,1,0.146976,2.103355,[9 5] ; [3 6],[7.30434783 6.69565217] ; [4.69565217 4.30434783],0
a6,1,0.182803,1.774691,[7 7] ; [7 2],[8.52173913 5.47826087] ; [5.47826087 3.52173913],0
d5,1,0.189717,1.71981,[9 5] ; [8 1],[10.34782609  3.65217391] ; [6.65217391 2.34782609],0
a4,1,0.241696,1.370677,[ 3 11] ; [4 5],[4.26086957 9.73913043] ; [2.73913043 6.26086957],0
n4,1,0.241696,1.370677,[11  3] ; [5 4],[9.73913043 4.26086957] ; [6.26086957 2.73913043],0
d1,1,0.241696,1.370677,[ 3 11] ; [4 5],[4.26086957 9.73913043] ; [2.73913043 6.26086957],0
p7,1,0.27976,1.168254,[12  2] ; [6 3],[10.95652174  3.04347826] ; [7.04347826 1.95652174],0
p12,1,0.294644,1.09828,[ 1 13] ; [2 7],[ 1.82608696 12.17391304] ; [1.17391304 7.82608696],0
v3,1,0.310557,1.028307,[6 8] ; [2 7],[4.86956522 9.13043478] ; [3.13043478 5.86956522],0
r1,1,0.310557,1.028307,[6 8] ; [2 7],[4.86956522 9.13043478] ; [3.13043478 5.86956522],0
a5,1,0.431333,0.619231,[7 7] ; [6 3],[7.91304348 6.08695652] ; [5.08695652 3.91304348],0
r4,1,0.435366,0.608466,[ 4 10] ; [4 5],[4.86956522 9.13043478] ; [3.13043478 5.86956522],0
s7,1,0.443939,0.586081,[6 7] ; [2 5],[5.2 7.8] ; [2.8 4.2],0
n5,1,0.492519,0.471018,[9 5] ; [7 2],[9.73913043 4.26086957] ; [6.26086957 2.73913043],0
s5,1,0.492519,0.471018,[5 9] ; [2 7],[4.26086957 9.73913043] ; [2.73913043 6.26086957],0
p11,1,0.492519,0.471018,[9 5] ; [7 2],[9.73913043 4.26086957] ; [6.26086957 2.73913043],0
s4,1,0.492519,0.471018,[5 9] ; [2 7],[4.26086957 9.73913043] ; [2.73913043 6.26086957],0
d2,1,0.492519,0.471018,[5 9] ; [2 7],[4.26086957 9.73913043] ; [2.73913043 6.26086957],0
r3,1,0.525718,0.402661,[11  3] ; [6 3],[10.34782609  3.65217391] ; [6.65217391 2.34782609],0
b5,1,0.551848,0.354016,[6 8] ; [5 4],[6.69565217 7.30434783] ; [4.30434783 4.69565217],0
u3,1,0.558185,0.342857,[4 3] ; [2 3],[3.5 3.5] ; [2.5 2.5],0
u2,1,0.558185,0.342857,[3 4] ; [3 2],[3.5 3.5] ; [2.5 2.5],0
b2,1,0.610689,0.259174,[3 8] ; [2 3],[3.4375 7.5625] ; [1.5625 3.4375],0
b3,1,0.610689,0.259174,[3 8] ; [2 3],[3.4375 7.5625] ; [1.5625 3.4375],0
a8,1,0.624073,0.240184,[ 2 12] ; [2 7],[ 2.43478261 11.56521739] ; [1.56521739 7.43478261],0
v1,1,0.647854,0.208617,[6 8] ; [3 6],[5.47826087 8.52173913] ; [3.52173913 5.47826087],0
p6,1,0.675447,0.175296,[5 9] ; [4 5],[5.47826087 8.52173913] ; [3.52173913 5.47826087],0
p8,1,0.675447,0.175296,[9 5] ; [5 4],[8.52173913 5.47826087] ; [5.47826087 3.52173913],0
b1,1,0.675447,0.175296,[9 5] ; [5 4],[8.52173913 5.47826087] ; [5.47826087 3.52173913],0
n3,1,0.709388,0.138889,[2 1] ; [1 1],[1.8 1.2] ; [1.2 0.8],0
n6,1,0.735039,0.114535,[10  4] ; [7 2],[10.34782609  3.65217391] ; [6.65217391 2.34782609],0
a3,1,0.794625,0.067761,[7 7] ; [4 5],[6.69565217 7.30434783] ; [4.30434783 4.69565217],0
p5,1,0.808605,0.058673,[ 4 10] ; [3 6],[4.26086957 9.73913043] ; [2.73913043 6.26086957],0
b4,1,0.808605,0.058673,[ 4 10] ; [3 6],[4.26086957 9.73913043] ; [2.73913043 6.26086957],0
d4,1,0.808605,0.058673,[10  4] ; [6 3],[9.73913043 4.26086957] ; [6.26086957 2.73913043],0
p10,1,0.906855,0.01369,[9 5] ; [6 3],[9.13043478 4.86956522] ; [5.86956522 3.13043478],0
v2,1,0.933249,0.007015,[5 9] ; [3 5],[5.09090909 8.90909091] ; [2.90909091 5.09090909],0
p2,1,0.964079,0.002028,[11  3] ; [7 2],[10.95652174  3.04347826] ; [7.04347826 1.95652174],0
