Feature,DoF,P Value,Chi Square,Observed,Expected,Is Significant
n4,1,2e-05,18.173077,[2 3] ; [62  3],[4.57142857 0.42857143] ; [59.42857143  5.57142857],1
p4,1,0.000447,12.32288,[2 3] ; [59  5],[4.42028986 0.57971014] ; [56.57971014  7.42028986],1
p7,1,0.000642,11.651432,[1 4] ; [53 10],[3.97058824 1.02941176] ; [50.02941176 12.97058824],1
s7,1,0.008519,6.920955,[1 4] ; [46 15],[3.56060606 1.43939394] ; [43.43939394 17.56060606],0
r4,1,0.009183,6.786859,[3 2] ; [61  4],[4.57142857 0.42857143] ; [59.42857143  5.57142857],0
r1,1,0.013432,6.111284,[2 3] ; [55 10],[4.07142857 0.92857143] ; [52.92857143 12.07142857],0
s6,1,0.015725,5.833402,[2 3] ; [53 10],[4.04411765 0.95588235] ; [50.95588235 12.04411765],0
p3,1,0.05673,3.630501,[2 3] ; [50 14],[3.76811594 1.23188406] ; [48.23188406 15.76811594],0
d2,1,0.10162,2.679937,[1 4] ; [37 27],[2.75362319 2.24637681] ; [35.24637681 28.75362319],0
d1,1,0.153247,2.039627,[2 3] ; [46 19],[3.42857143 1.57142857] ; [44.57142857 20.42857143],0
s8,1,0.161288,1.962104,[2 3] ; [45 19],[3.4057971 1.5942029] ; [43.5942029 20.4057971],0
a3,1,0.245952,1.346154,[3 2] ; [53 12],[4. 1.] ; [52. 13.],0
p8,1,0.245952,1.346154,[3 2] ; [53 12],[4. 1.] ; [52. 13.],0
n6,1,0.253387,1.304531,[4 1] ; [60  4],[4.63768116 0.36231884] ; [59.36231884  4.63768116],0
b4,1,0.307002,1.04353,[2 3] ; [41 24],[3.07142857 1.92857143] ; [39.92857143 25.07142857],0
s1,1,0.34347,0.897436,[1 4] ; [ 5 60],[0.42857143 4.57142857] ; [ 5.57142857 59.42857143],0
a6,1,0.358496,0.843154,[2 3] ; [39 25],[2.97101449 2.02898551] ; [38.02898551 25.97101449],0
u3,1,0.468717,0.525,[1 1] ; [9 3],[1.42857143 0.57142857] ; [8.57142857 3.42857143],0
a5,1,0.502284,0.450107,[3 2] ; [48 17],[3.64285714 1.35714286] ; [47.35714286 17.64285714],0
b2,1,0.552453,0.352941,[2 1] ; [25 26],[1.5 1.5] ; [25.5 25.5],0
b3,1,0.552453,0.352941,[2 1] ; [25 26],[1.5 1.5] ; [25.5 25.5],0
d3,1,0.572983,0.317717,[3 2] ; [46 18],[3.55072464 1.44927536] ; [45.44927536 18.55072464],0
p12,1,0.612597,0.25641,[1 4] ; [20 45],[1.5 3.5] ; [19.5 45.5],0
b5,1,0.642579,0.215385,[2 3] ; [33 32],[2.5 2.5] ; [32.5 32.5],0
v3,1,0.685962,0.163491,[3 2] ; [44 20],[3.4057971 1.5942029] ; [43.5942029 20.4057971],0
v2,1,0.685962,0.163491,[3 2] ; [44 20],[3.4057971 1.5942029] ; [43.5942029 20.4057971],0
p11,1,0.704738,0.14359,[4 1] ; [56  9],[4.28571429 0.71428571] ; [55.71428571  9.28571429],0
s2,1,0.779974,0.078038,[3 2] ; [43 22],[3.28571429 1.71428571] ; [42.71428571 22.28571429],0
a4,1,0.790103,0.07085,[2 3] ; [30 35],[2.28571429 2.71428571] ; [29.71428571 35.28571429],0
b1,1,0.790103,0.07085,[2 3] ; [30 35],[2.28571429 2.71428571] ; [29.71428571 35.28571429],0
s3,1,0.799235,0.064687,[3 2] ; [42 22],[3.26086957 1.73913043] ; [41.73913043 22.26086957],0
s5,1,0.832165,0.044912,[3 1] ; [42 18],[2.8125 1.1875] ; [42.1875 17.8125],0
