Feature,DoF,P Value,Chi Square,Observed,Expected,Is Significant
r3,1,7e-06,20.196683,[6 4] ; [94  3],[9.34579439 0.65420561] ; [90.65420561  6.34579439],1
s3,1,0.000986,10.854448,[6 4] ; [92  7],[8.99082569 1.00917431] ; [89.00917431  9.99082569],1
p4,1,0.005905,7.579201,[2 8] ; [64 35],[6.05504587 3.94495413] ; [59.94495413 39.05504587],0
r1,1,0.00677,7.332906,[4 6] ; [78 21],[7.52293578 2.47706422] ; [74.47706422 24.52293578],0
r4,1,0.007078,7.25309,[6 4] ; [89 10],[8.71559633 1.28440367] ; [86.28440367 12.71559633],0
b4,1,0.016226,5.778197,[2 8] ; [59 40],[5.59633028 4.40366972] ; [55.40366972 43.59633028],0
d1,1,0.021865,5.256486,[3 7] ; [66 33],[6.33027523 3.66972477] ; [62.66972477 36.33027523],0
s5,1,0.036486,4.374267,[2 6] ; [59 35],[4.78431373 3.21568627] ; [56.21568627 37.78431373],0
d2,1,0.037251,4.3389,[2 8] ; [54 45],[5.13761468 4.86238532] ; [50.86238532 48.13761468],0
n6,1,0.050745,3.816672,[6 4] ; [83 15],[8.24074074 1.75925926] ; [80.75925926 17.24074074],0
s8,1,0.052956,3.745308,[3 7] ; [61 38],[5.87155963 4.12844037] ; [58.12844037 40.87155963],0
p11,1,0.094941,2.788529,[5 5] ; [74 25],[7.24770642 2.75229358] ; [71.75229358 27.24770642],0
a3,1,0.112795,2.514611,[5 5] ; [73 26],[7.1559633 2.8440367] ; [70.8440367 28.1559633],0
p8,1,0.163891,1.937954,[3 7] ; [51 45],[5.09433962 4.90566038] ; [48.90566038 47.09433962],0
p7,1,0.167093,1.908833,[4 5] ; [64 31],[5.88461538 3.11538462] ; [62.11538462 32.88461538],0
d5,1,0.195194,1.677974,[6 3] ; [83 16],[7.41666667 1.58333333] ; [81.58333333 17.41666667],0
n5,1,0.203588,1.616444,[5 5] ; [69 30],[6.78899083 3.21100917] ; [67.21100917 31.78899083],0
a8,1,0.253775,1.302401,[1 8] ; [ 3 88],[0.36 8.64] ; [ 3.64 87.36],0
v4,1,0.263921,1.248074,[9 1] ; [96  3],[9.63302752 0.36697248] ; [95.36697248  3.63302752],0
a1,1,0.263921,1.248074,[1 9] ; [ 3 96],[0.36697248 9.63302752] ; [ 3.63302752 95.36697248],0
p10,1,0.279358,1.17021,[7 3] ; [82 16],[8.24074074 1.75925926] ; [80.75925926 17.24074074],0
a2,1,0.280781,1.163305,[1 9] ; [25 74],[2.3853211 7.6146789] ; [23.6146789 75.3853211],0
b5,1,0.328483,0.95487,[8 2] ; [64 35],[6.60550459 3.39449541] ; [65.39449541 33.60550459],0
r2,1,0.333785,0.934157,[8 1] ; [95  4],[8.58333333 0.41666667] ; [94.41666667  4.58333333],0
b2,1,0.337414,0.920233,[2 3] ; [11 41],[1.14035088 3.85964912] ; [11.85964912 40.14035088],0
b3,1,0.337414,0.920233,[2 3] ; [11 41],[1.14035088 3.85964912] ; [11.85964912 40.14035088],0
p6,1,0.377004,0.780448,[6 4] ; [44 53],[4.6728972 5.3271028] ; [45.3271028 51.6728972],0
a5,1,0.482477,0.49326,[6 4] ; [70 29],[6.97247706 3.02752294] ; [69.02752294 29.97247706],0
s7,1,0.494757,0.466164,[6 3] ; [73 22],[6.83653846 2.16346154] ; [72.16346154 22.83653846],0
u3,1,0.555215,0.348057,[3 2] ; [19  7],[3.5483871 1.4516129] ; [18.4516129  7.5483871],0
v3,1,0.564303,0.332308,[2 8] ; [28 70],[2.77777778 7.22222222] ; [27.22222222 70.77777778],0
a4,1,0.566969,0.327781,[6 4] ; [50 49],[5.13761468 4.86238532] ; [50.86238532 48.13761468],0
u1,1,0.632245,0.229028,[3 7] ; [23 76],[2.3853211 7.6146789] ; [23.6146789 75.3853211],0
a7,1,0.653476,0.201546,[7 2] ; [70 29],[6.41666667 2.58333333] ; [70.58333333 28.41666667],0
u2,1,0.68197,0.167917,[3 2] ; [13 13],[2.58064516 2.41935484] ; [13.41935484 12.58064516],0
v2,1,0.702942,0.145429,[4 6] ; [44 51],[4.57142857 5.42857143] ; [43.42857143 51.57142857],0
n4,1,0.734932,0.114631,[7 3] ; [64 35],[6.51376147 3.48623853] ; [64.48623853 34.51376147],0
s1,1,0.742433,0.108,[1 9] ; [ 7 91],[0.74074074 9.25925926] ; [ 7.25925926 90.74074074],0
d3,1,0.743426,0.107139,[7 2] ; [72 27],[6.58333333 2.41666667] ; [72.41666667 26.58333333],0
d4,1,0.822232,0.050479,[8 2] ; [82 17],[8.25688073 1.74311927] ; [81.74311927 17.25688073],0
p9,1,0.827021,0.047753,[9 1] ; [85 12],[8.78504673 1.21495327] ; [85.21495327 11.78504673],0
v1,1,0.853454,0.034119,[5 5] ; [46 52],[4.72222222 5.27777778] ; [46.27777778 51.72222222],0
a6,1,0.880797,0.022488,[7 3] ; [67 32],[6.78899083 3.21100917] ; [67.21100917 31.78899083],0
p3,1,0.927207,0.008347,[5 5] ; [51 48],[5.13761468 4.86238532] ; [50.86238532 48.13761468],0
p2,1,0.950762,0.003813,[8 2] ; [80 19],[8.0733945 1.9266055] ; [79.9266055 19.0733945],0
b1,1,0.9802,0.000616,[4 6] ; [40 59],[4.03669725 5.96330275] ; [39.96330275 59.03669725],0
