Feature,DoF,P Value,Chi Square,Observed,Expected,Is Significant
p11,1,0.016605,5.737654,[4 2] ; [ 5 22],[1.63636364 4.36363636] ; [ 7.36363636 19.63636364],0
p10,1,0.078403,3.097701,[2 4] ; [ 2 25],[0.72727273 5.27272727] ; [ 3.27272727 23.72727273],0
a3,1,0.099966,2.706083,[5 1] ; [12 14],[3.1875 2.8125] ; [13.8125 12.1875],0
n6,1,0.101594,2.680342,[4 2] ; [ 8 18],[2.25 3.75] ; [ 9.75 16.25],0
d1,1,0.130663,2.284615,[4 2] ; [ 9 18],[2.36363636 3.63636364] ; [10.63636364 16.36363636],0
n1,1,0.154229,2.029915,[2 1] ; [ 4 12],[0.94736842 2.05263158] ; [ 5.05263158 10.94736842],0
s6,1,0.166994,1.909722,[3 3] ; [ 6 21],[1.63636364 4.36363636] ; [ 7.36363636 19.63636364],0
v2,1,0.166994,1.909722,[3 3] ; [ 6 21],[1.63636364 4.36363636] ; [ 7.36363636 19.63636364],0
v3,1,0.169686,1.885714,[2 4] ; [ 3 24],[0.90909091 5.09090909] ; [ 4.09090909 22.90909091],0
r1,1,0.184075,1.764411,[4 2] ; [10 17],[2.54545455 3.45454545] ; [11.45454545 15.54545455],0
s3,1,0.271651,1.208392,[3 3] ; [ 7 19],[1.875 4.125] ; [ 8.125 17.875],0
a4,1,0.271651,1.208392,[3 3] ; [ 7 19],[1.875 4.125] ; [ 8.125 17.875],0
r4,1,0.287416,1.131687,[2 4] ; [ 4 23],[1.09090909 4.90909091] ; [ 4.90909091 22.09090909],0
b1,1,0.324534,0.970588,[4 2] ; [12 15],[2.90909091 3.09090909] ; [13.09090909 13.90909091],0
d5,1,0.324534,0.970588,[4 2] ; [12 15],[2.90909091 3.09090909] ; [13.09090909 13.90909091],0
v1,1,0.422018,0.644689,[2 4] ; [ 5 22],[1.27272727 4.72727273] ; [ 5.72727273 21.27272727],0
a8,1,0.47546,0.509259,[1 5] ; [ 2 25],[0.54545455 5.45454545] ; [ 2.45454545 24.54545455],0
a2,1,0.47546,0.509259,[1 5] ; [ 2 25],[0.54545455 5.45454545] ; [ 2.45454545 24.54545455],0
n4,1,0.556664,0.345513,[3 3] ; [17 10],[3.63636364 2.36363636] ; [16.36363636 10.63636364],0
r3,1,0.556664,0.345513,[3 3] ; [10 17],[2.36363636 3.63636364] ; [10.63636364 16.36363636],0
r2,1,0.568261,0.3256,[4 2] ; [14 12],[3.375 2.625] ; [14.625 11.375],0
n3,1,0.595883,0.28125,[1 1] ; [ 5 11],[0.66666667 1.33333333] ; [ 5.33333333 10.66666667],0
b4,1,0.618402,0.24812,[4 2] ; [15 12],[3.45454545 2.54545455] ; [15.54545455 11.45454545],0
a7,1,0.618402,0.24812,[2 4] ; [12 15],[2.54545455 3.45454545] ; [11.45454545 15.54545455],0
a5,1,0.618402,0.24812,[2 4] ; [12 15],[2.54545455 3.45454545] ; [11.45454545 15.54545455],0
p7,1,0.632142,0.229167,[1 5] ; [ 7 20],[1.45454545 4.54545455] ; [ 6.54545455 20.45454545],0
n5,1,0.678071,0.172306,[3 3] ; [16 11],[3.45454545 2.54545455] ; [15.54545455 11.45454545],0
s1,1,0.706063,0.142241,[1 5] ; [ 3 24],[0.72727273 5.27272727] ; [ 3.27272727 23.72727273],0
s4,1,0.706063,0.142241,[1 5] ; [ 3 24],[0.72727273 5.27272727] ; [ 3.27272727 23.72727273],0
p1,1,0.706063,0.142241,[1 5] ; [ 3 24],[0.72727273 5.27272727] ; [ 3.27272727 23.72727273],0
d3,1,0.804748,0.061111,[3 3] ; [12 15],[2.72727273 3.27272727] ; [12.27272727 14.72727273],0
a6,1,0.804748,0.061111,[3 3] ; [12 15],[2.72727273 3.27272727] ; [12.27272727 14.72727273],0
d4,1,0.864547,0.029101,[4 2] ; [17 10],[3.81818182 2.18181818] ; [17.18181818  9.81818182],0
d2,1,0.864873,0.028959,[3 3] ; [12 14],[2.8125 3.1875] ; [12.1875 13.8125],0
s5,1,0.908893,0.013095,[1 5] ; [ 4 23],[0.90909091 5.09090909] ; [ 4.09090909 22.90909091],0
s2,1,0.91528,0.011317,[1 5] ; [ 5 22],[1.09090909 4.90909091] ; [ 4.90909091 22.09090909],0
b5,1,0.934568,0.00674,[3 3] ; [13 14],[2.90909091 3.09090909] ; [13.09090909 13.90909091],0
n2,1,0.943209,0.005075,[1 2] ; [ 5 11],[0.94736842 2.05263158] ; [ 5.05263158 10.94736842],0
b2,1,0.964079,0.002028,[2 3] ; [ 7 11],[1.95652174 3.04347826] ; [ 7.04347826 10.95652174],0
b3,1,0.964079,0.002028,[2 3] ; [ 7 11],[1.95652174 3.04347826] ; [ 7.04347826 10.95652174],0
