Feature,DoF,P Value,Chi Square,Observed,Expected,Is Significant
s6,1,5.3e-05,16.351681,[59  6] ; [81 47],[47.15025907 17.84974093] ; [92.84974093 35.15025907],1
s2,1,0.000786,11.273431,[48 16] ; [63 64],[37.19371728 26.80628272] ; [73.80628272 53.19371728],1
s7,1,0.002855,8.897973,[41 18] ; [56 66],[31.61878453 27.38121547] ; [65.38121547 56.61878453],0
s4,1,0.004688,7.995944,[17 46] ; [ 14 114],[10.22513089 52.77486911] ; [ 20.77486911 107.22513089],0
d3,1,0.04591,3.984905,[53 12] ; [87 41],[47.15025907 17.84974093] ; [92.84974093 35.15025907],0
s1,1,0.061777,3.489017,[ 6 56] ; [  4 122],[ 3.29787234 58.70212766] ; [  6.70212766 119.29787234],0
p11,1,0.064621,3.414618,[41 24] ; [97 31],[46.47668394 18.52331606] ; [91.52331606 36.47668394],0
n6,1,0.065494,3.392493,[59  6] ; [103  25],[54.55958549 10.44041451] ; [107.44041451  20.55958549],0
a8,1,0.073782,3.196802,[ 3 55] ; [16 96],[ 6.48235294 51.51764706] ; [12.51764706 99.48235294],0
u2,1,0.088367,2.903878,[9 4] ; [15 21],[6.36734694 6.63265306] ; [17.63265306 18.36734694],0
p1,1,0.093512,2.812854,[ 8 57] ; [  7 121],[ 5.05181347 59.94818653] ; [  9.94818653 118.05181347],0
s3,1,0.095217,2.78389,[42 21] ; [68 58],[36.66666667 26.33333333] ; [73.33333333 52.66666667],0
d4,1,0.126015,2.340926,[55 10] ; [96 32],[50.85492228 14.14507772] ; [100.14507772  27.85492228],0
d5,1,0.137972,2.200432,[59  6] ; [106  22],[55.56994819  9.43005181] ; [109.43005181  18.56994819],0
a2,1,0.144373,2.130724,[25 40] ; [36 92],[20.54404145 44.45595855] ; [40.45595855 87.54404145],0
d1,1,0.151957,2.052493,[44 21] ; [73 55],[39.40414508 25.59585492] ; [77.59585492 50.40414508],0
p5,1,0.241914,1.369403,[ 8 57] ; [  9 116],[ 5.81578947 59.18421053] ; [ 11.18421053 113.81578947],0
r1,1,0.25347,1.304074,[51 12] ; [94 34],[47.82722513 15.17277487] ; [97.17277487 30.82722513],0
s8,1,0.254426,1.298836,[32 33] ; [52 76],[28.29015544 36.70984456] ; [55.70984456 72.29015544],0
u1,1,0.271883,1.207223,[20 45] ; [30 98],[16.83937824 48.16062176] ; [33.16062176 94.83937824],0
a3,1,0.272595,1.203639,[51 14] ; [91 37],[47.8238342 17.1761658] ; [94.1761658 33.8238342],0
