Feature,DoF,P Value,Chi Square,Observed,Expected,Is Significant
s6,1,5.3e-05,16.351681,[59  6] ; [81 47],[47.15025907 17.84974093] ; [92.84974093 35.15025907],1
p9,1,0.279763,1.168241,[55  9] ; [101  26],[52.27225131 11.72774869] ; [103.72774869  23.27225131],0
u3,1,0.303626,1.058201,[10  4] ; [20 16],[8.4 5.6] ; [21.6 14.4],0
p6,1,0.307704,1.040507,[24 40] ; [38 88],[20.88421053 43.11578947] ; [41.11578947 84.88421053],0
p10,1,0.362149,0.830427,[52 12] ; [95 31],[49.51578947 14.48421053] ; [97.48421053 28.51578947],0
v3,1,0.382665,0.762122,[24 39] ; [38 82],[21.3442623 41.6557377] ; [40.6557377 79.3442623],0
d2,1,0.411667,0.67398,[38 26] ; [68 60],[35.33333333 28.66666667] ; [70.66666667 57.33333333],0
r4,1,0.411737,0.673778,[59  6] ; [111  17],[57.25388601  7.74611399] ; [112.74611399  15.25388601],0
b4,1,0.419511,0.651685,[41 24] ; [73 55],[38.39378238 26.60621762] ; [75.60621762 52.39378238],0
p3,1,0.481317,0.495878,[38 27] ; [68 60],[35.69948187 29.30051813] ; [70.30051813 57.69948187],0
p12,1,0.483997,0.489843,[ 4 61] ; [  5 123],[ 3.03108808 61.96891192] ; [  5.96891192 122.03108808],0
n3,1,0.487453,0.482143,[13  5] ; [29  7],[14.  4.] ; [28.  8.],0
a6,1,0.538362,0.378583,[45 20] ; [94 34],[46.8134715 18.1865285] ; [92.1865285 35.8134715],0
a4,1,0.580947,0.304706,[36 29] ; [65 62],[34.19270833 30.80729167] ; [66.80729167 60.19270833],0
a5,1,0.599014,0.276485,[50 15] ; [94 34],[48.49740933 16.50259067] ; [95.50259067 32.49740933],0
b3,1,0.640545,0.21803,[13 24] ; [36 55],[14.1640625 22.8359375] ; [34.8359375 56.1640625],0
b2,1,0.640545,0.21803,[13 24] ; [36 55],[14.1640625 22.8359375] ; [34.8359375 56.1640625],0
r2,1,0.69667,0.15196,[60  5] ; [116  12],[59.2746114  5.7253886] ; [116.7253886  11.2746114],0
u4,1,0.710538,0.137741,[ 1 64] ; [  3 125],[ 1.34715026 63.65284974] ; [  2.65284974 125.34715026],0
b1,1,0.74383,0.106789,[28 37] ; [52 76],[26.94300518 38.05699482] ; [53.05699482 74.94300518],0
a7,1,0.770443,0.085145,[49 16] ; [94 34],[48.16062176 16.83937824] ; [94.83937824 33.16062176],0
r3,1,0.770863,0.084824,[63  2] ; [123   5],[62.64248705  2.35751295] ; [123.35751295   4.64248705],0
a1,1,0.770863,0.084824,[ 2 63] ; [  5 123],[ 2.35751295 62.64248705] ; [  4.64248705 123.35751295],0
b5,1,0.773771,0.082625,[43 22] ; [82 46],[42.0984456 22.9015544] ; [82.9015544 45.0984456],0
v2,1,0.779829,0.078144,[33 31] ; [65 56],[33.9027027 30.0972973] ; [64.0972973 56.9027027],0
v1,1,0.798215,0.065361,[31 33] ; [61 60],[31.82702703 32.17297297] ; [60.17297297 60.82702703],0
p7,1,0.79966,0.064408,[34 30] ; [65 62],[33.17277487 30.82722513] ; [65.82722513 61.17277487],0
v4,1,0.818214,0.052828,[61  4] ; [119   9],[60.62176166  4.37823834] ; [119.37823834   8.62176166],0
n2,1,0.888112,0.019795,[12  6] ; [24 11],[12.22641509  5.77358491] ; [23.77358491 11.22641509],0
n1,1,0.901164,0.015423,[ 7 11] ; [13 22],[ 6.79245283 11.20754717] ; [13.20754717 21.79245283],0
n4,1,0.903361,0.014742,[49 15] ; [99 29],[49.33333333 14.66666667] ; [98.66666667 29.33333333],0
p2,1,0.945624,0.004652,[54 11] ; [106  21],[54.16666667 10.83333333] ; [105.83333333  21.16666667],0
n5,1,0.984406,0.000382,[47 18] ; [92 35],[47.05729167 17.94270833] ; [91.94270833 35.05729167],0
