Feature,DoF,P Value,Chi Square,Observed,Expected,Is Significant
v3,1,0.0,73.367111,[ 28 129] ; [162 105],[70.35377358 86.64622642] ; [119.64622642 147.35377358],1
v1,1,0.0,48.138538,[ 55 103] ; [187  83],[89.3364486 68.6635514] ; [152.6635514 117.3364486],1
p11,1,0.003407,8.575585,[116  46] ; [231  46],[128.0501139  33.9498861] ; [218.9498861  58.0501139],0
p12,1,0.014751,5.945937,[  8 153] ; [ 33 241],[ 15.17471264 145.82528736] ; [ 25.82528736 248.17471264],0
r3,1,0.015738,5.831896,[149  13] ; [267   8],[154.21510297   7.78489703] ; [261.78489703  13.21510297],0
s2,1,0.016944,5.70219,[68 92] ; [149 125],[80. 80.] ; [137. 137.],0
p9,1,0.049853,3.846398,[128  32] ; [236  35],[135.12761021  24.87238979] ; [228.87238979  42.12761021],0
b1,1,0.056174,3.646902,[71 91] ; [ 96 181],[ 61.62642369 100.37357631] ; [105.37357631 171.62642369],0
p2,1,0.057141,3.618478,[126  34] ; [236  39],[133.14942529  26.85057471] ; [228.85057471  46.14942529],0
s7,1,0.057448,3.609561,[68 86] ; [142 122],[77.36842105 76.63157895] ; [132.63157895 131.36842105],0
a3,1,0.060907,3.512522,[121  40] ; [228  48],[128.57894737  32.42105263] ; [220.42105263  55.57894737],0
p3,1,0.061066,3.508192,[73 87] ; [150 123],[82.40184758 77.59815242] ; [140.59815242 132.40184758],0
p10,1,0.066195,3.374942,[123  39] ; [227  46],[130.34482759  31.65517241] ; [219.65517241  53.34482759],0
p7,1,0.072603,3.223158,[91 67] ; [177  90],[99.63294118 58.36705882] ; [168.36705882  98.63294118],0
p4,1,0.07684,3.13051,[92 70] ; [177  94],[100.64203233  61.35796767] ; [168.35796767 102.64203233],0
a8,1,0.094897,2.789274,[ 16 131] ; [ 41 199],[ 21.65116279 125.34883721] ; [ 35.34883721 204.65116279],0
s6,1,0.121922,2.392459,[93 67] ; [179  94],[100.50808314  59.49191686] ; [171.49191686 101.50808314],0
n3,1,0.126739,2.332002,[25 20] ; [36 15],[28.59375 16.40625] ; [32.40625 18.59375],0
p8,1,0.130482,2.286763,[80 82] ; [153 116],[87.57772622 74.42227378] ; [145.42227378 123.57772622],0
n2,1,0.133277,2.25391,[27 20] ; [36 14],[30.5257732 16.4742268] ; [32.4742268 17.5257732],0
s8,1,0.16585,1.920058,[69 93] ; [135 138],[75.97241379 86.02758621] ; [128.02758621 144.97241379],0
a5,1,0.178771,1.807815,[130  32] ; [236  41],[135.06150342  26.93849658] ; [230.93849658  46.06150342],0
d3,1,0.202452,1.624599,[145  16] ; [237  39],[140.73684211  20.26315789] ; [241.26315789  34.73684211],0
d5,1,0.235579,1.406859,[155   5] ; [272   4],[156.69724771   3.30275229] ; [270.30275229   5.69724771],0
v4,1,0.243936,1.357704,[150  12] ; [262  13],[152.73226545   9.26773455] ; [259.26773455  15.73226545],0
d4,1,0.260055,1.268464,[156   4] ; [272   3],[157.42528736   2.57471264] ; [270.57471264   4.42528736],0
n6,1,0.279066,1.171633,[133  28] ; [236  37],[136.88709677  24.11290323] ; [232.11290323  40.88709677],0
u4,1,0.294334,1.099691,[  3 159] ; [ 10 267],[  4.79726651 157.20273349] ; [  8.20273349 268.79726651],0
s5,1,0.30858,1.036746,[ 48 113] ; [ 92 174],[ 52.78688525 108.21311475] ; [ 87.21311475 178.78688525],0
