Feature,DoF,P Value,Chi Square,Observed,Expected,Is Significant
r1,1,0.0,113.842492,[15 43] ; [498  88],[46.20186335 11.79813665] ; [466.79813665 119.20186335],1
r2,1,0.0,107.914507,[33 20] ; [568  17],[49.92633229  3.07366771] ; [551.07366771  33.92633229],1
v4,1,0.0,91.789536,[38 15] ; [578  10],[50.93291732  2.06708268] ; [565.06708268  22.93291732],1
r3,1,0.0,82.417895,[43 13] ; [581   7],[54.26086957  1.73913043] ; [569.73913043  18.26086957],1
n6,1,0.000242,13.472173,[42 16] ; [522  64],[50.79503106  7.20496894] ; [513.20496894  72.79503106],1
a7,1,0.000708,11.466873,[32 28] ; [434 153],[43.21483771 16.78516229] ; [422.78516229 164.21483771],1
d1,1,0.001186,10.512327,[24 36] ; [362 226],[35.74074074 24.25925926] ; [350.25925926 237.74074074],0
s6,1,0.002024,9.527648,[29 28] ; [408 169],[39.28864353 17.71135647] ; [397.71135647 179.28864353],0
a6,1,0.005204,7.807118,[32 28] ; [415 171],[41.51702786 18.48297214] ; [405.48297214 180.51702786],0
d3,1,0.005564,7.686212,[32 28] ; [415 172],[41.45285935 18.54714065] ; [405.54714065 181.45285935],0
s5,1,0.010512,6.545982,[11 46] ; [205 361],[19.76243981 37.23756019] ; [196.23756019 369.76243981],0
v3,1,0.015003,5.916108,[15 43] ; [238 324],[23.66774194 34.33225806] ; [229.33225806 332.66774194],0
v1,1,0.020712,5.350877,[24 32] ; [335 234],[32.1664 23.8336] ; [326.8336 242.1664],0
s8,1,0.0317,4.614659,[20 39] ; [284 301],[27.85093168 31.14906832] ; [276.14906832 308.85093168],0
p3,1,0.032974,4.547131,[24 35] ; [324 263],[31.78328173 27.21671827] ; [316.21671827 270.78328173],0
d4,1,0.03344,4.52309,[44 16] ; [493  93],[49.87616099 10.12383901] ; [487.12383901  98.87616099],0
p8,1,0.044384,4.041901,[27 31] ; [349 231],[34.18181818 23.81818182] ; [341.81818182 238.18181818],0
b1,1,0.047305,3.9345,[27 33] ; [190 398],[20.09259259 39.90740741] ; [196.90740741 391.09259259],0
a5,1,0.048019,3.90933,[39 21] ; [450 138],[45.27777778 14.72222222] ; [443.72222222 144.27777778],0
a2,1,0.055172,3.67689,[ 8 52] ; [143 445],[13.98148148 46.01851852] ; [137.01851852 450.98148148],0
n4,1,0.056428,3.639375,[42 18] ; [473 115],[47.68518519 12.31481481] ; [467.31481481 120.68518519],0
p7,1,0.069818,3.2873,[32 24] ; [396 178],[38.04444444 17.95555556] ; [389.95555556 184.04444444],0
a3,1,0.073059,3.212915,[38 22] ; [435 152],[43.86398764 16.13601236] ; [429.13601236 157.86398764],0
d2,1,0.09524,2.783494,[22 38] ; [281 305],[28.14241486 31.85758514] ; [274.85758514 311.14241486],0
d5,1,0.098073,2.736602,[44 16] ; [481 105],[48.76160991 11.23839009] ; [476.23839009 109.76160991],0
a8,1,0.127622,2.3212,[ 4 50] ; [ 81 458],[ 7.74030354 46.25969646] ; [ 77.25969646 461.74030354],0
s2,1,0.130002,2.292478,[24 34] ; [302 281],[29.49765991 28.50234009] ; [296.50234009 286.49765991],0
