Feature,DoF,P Value,Chi Square,Observed,Expected,Is Significant
s2,1,5.4e-05,16.303047,[36 72] ; [27 11],[46.60273973 61.39726027] ; [16.39726027 21.60273973],1
p5,1,0.000153,14.340456,[  5 103] ; [10 28],[11.09589041 96.90410959] ; [ 3.90410959 34.09589041],1
s6,1,0.002254,9.330473,[53 54] ; [29  8],[60.93055556 46.06944444] ; [21.06944444 15.93055556],0
a1,1,0.004126,8.227444,[  3 105] ; [ 6 32],[  6.65753425 101.34246575] ; [ 2.34246575 35.65753425],0
u1,1,0.005129,7.833373,[  1 107] ; [ 4 34],[  3.69863014 104.30136986] ; [ 1.30136986 36.69863014],0
s7,1,0.005331,7.763751,[33 70] ; [21 15],[40.01438849 62.98561151] ; [13.98561151 22.01438849],0
b4,1,0.008542,6.916146,[56 52] ; [29  9],[62.87671233 45.12328767] ; [22.12328767 15.87671233],0
u3,1,0.00926,6.772051,[16 34] ; [11  5],[20.45454545 29.54545455] ; [6.54545455 9.45454545],0
d4,1,0.011862,6.331334,[67 41] ; [32  6],[73.23287671 34.76712329] ; [25.76712329 12.23287671],0
s4,1,0.01537,5.873604,[17 91] ; [13 25],[22.19178082 85.80821918] ; [ 7.80821918 30.19178082],0
v1,1,0.02012,5.401475,[38 67] ; [21 15],[43.93617021 61.06382979] ; [15.06382979 20.93617021],0
a5,1,0.023613,5.122807,[48 60] ; [25 13],[54. 54.] ; [19. 19.],0
d3,1,0.025041,5.021053,[53 53] ; [27 11],[58.88888889 47.11111111] ; [21.11111111 16.88888889],0
b5,1,0.026909,4.896634,[73 35] ; [18 20],[67.31506849 40.68493151] ; [23.68493151 14.31506849],0
d1,1,0.041174,4.168827,[34 74] ; [19 19],[39.20547945 68.79452055] ; [13.79452055 24.20547945],0
s3,1,0.055527,3.666176,[45 61] ; [23 15],[50.05555556 55.94444444] ; [17.94444444 20.05555556],0
p6,1,0.082076,3.023302,[32 74] ; [17 20],[36.32167832 69.67832168] ; [12.67832168 24.32167832],0
n3,1,0.101594,2.680342,[28  7] ; [8 6],[25.71428571  9.28571429] ; [10.28571429  3.71428571],0
p11,1,0.159727,1.976807,[86 22] ; [26 12],[82.84931507 25.15068493] ; [29.15068493  8.84931507],0
r4,1,0.165489,1.92334,[63 45] ; [27 11],[66.57534247 41.42465753] ; [23.42465753 14.57534247],0
p10,1,0.194557,1.682766,[79 28] ; [32  6],[81.91034483 25.08965517] ; [29.08965517  8.91034483],0
v2,1,0.197289,1.662328,[38 69] ; [18 20],[41.32413793 65.67586207] ; [14.67586207 23.32413793],0
b2,1,0.209483,1.574998,[16 47] ; [ 8 12],[18.21686747 44.78313253] ; [ 5.78313253 14.21686747],0
b3,1,0.209483,1.574998,[16 47] ; [ 8 12],[18.21686747 44.78313253] ; [ 5.78313253 14.21686747],0
d5,1,0.215096,1.536792,[70 37] ; [29  9],[73.05517241 33.94482759] ; [25.94482759 12.05517241],0
p4,1,0.249213,1.327708,[56 51] ; [24 14],[59.03448276 47.96551724] ; [20.96551724 17.03448276],0
u2,1,0.250592,1.32,[23 27] ; [10  6],[25. 25.] ; [8. 8.],0
s8,1,0.294941,1.096929,[30 78] ; [14 24],[32.54794521 75.45205479] ; [11.45205479 26.54794521],0
a4,1,0.328379,0.955279,[28 80] ; [13 25],[30.32876712 77.67123288] ; [10.67123288 27.32876712],0
p3,1,0.332245,0.940128,[47 61] ; [20 18],[49.56164384 58.43835616] ; [17.43835616 20.56164384],0
v4,1,0.352383,0.864856,[96 11] ; [36  2],[97.40689655  9.59310345] ; [34.59310345  3.40689655],0
d2,1,0.410416,0.677596,[32 76] ; [14 24],[34.02739726 73.97260274] ; [11.97260274 26.02739726],0
a7,1,0.453705,0.561378,[63 44] ; [25 13],[64.93793103 42.06206897] ; [23.06206897 14.93793103],0
b1,1,0.462984,0.538672,[41 67] ; [17 21],[42.90410959 65.09589041] ; [15.09589041 22.90410959],0
r2,1,0.475224,0.509803,[83 23] ; [31  6],[84.5034965 21.4965035] ; [29.4965035  7.5034965],0
a3,1,0.481206,0.496128,[57 51] ; [22 15],[58.84137931 49.15862069] ; [20.15862069 16.84137931],0
n2,1,0.483927,0.49,[24 11] ; [11  3],[25. 10.] ; [10.  4.],0
a6,1,0.54163,0.372528,[63 45] ; [20 18],[61.39726027 46.60273973] ; [21.60273973 16.39726027],0
r3,1,0.567854,0.326287,[94 13] ; [32  6],[92.97931034 14.02068966] ; [33.02068966  4.97931034],0
n5,1,0.568601,0.325029,[73 34] ; [24 14],[71.57931034 35.42068966] ; [25.42068966 12.57931034],0
p1,1,0.606093,0.265904,[  6 102] ; [ 3 35],[  6.65753425 101.34246575] ; [ 2.34246575 35.65753425],0
p9,1,0.701878,0.146525,[91 17] ; [33  5],[91.7260274 16.2739726] ; [32.2739726  5.7260274],0
a8,1,0.761524,0.0921,[10 92] ; [ 3 34],[ 9.53956835 92.46043165] ; [ 3.46043165 33.53956835],0
p8,1,0.812003,0.056569,[50 57] ; [16 20],[49.38461538 57.61538462] ; [16.61538462 19.38461538],0
v3,1,0.827006,0.047761,[29 78] ; [11 27],[29.51724138 77.48275862] ; [10.48275862 27.51724138],0
n4,1,0.913687,0.011748,[70 38] ; [25 13],[70.2739726 37.7260274] ; [24.7260274 13.2739726],0
n1,1,0.924389,0.009007,[12 23] ; [5 9],[12.14285714 22.85714286] ; [4.85714286 9.14285714],0
n6,1,0.928665,0.008015,[86 22] ; [30  8],[85.80821918 22.19178082] ; [30.19178082  7.80821918],0
a2,1,0.932528,0.007168,[ 9 99] ; [ 3 35],[ 8.87671233 99.12328767] ; [ 3.12328767 34.87671233],0
p12,1,0.93635,0.006377,[  6 101] ; [ 2 36],[  5.90344828 101.09655172] ; [ 2.09655172 35.90344828],0
p7,1,0.954004,0.003327,[63 42] ; [22 15],[62.85211268 42.14788732] ; [22.14788732 14.85211268],0
