Feature,DoF,P Value,Chi Square,Observed,Expected,Is Significant
r4,1,0.00218,9.391536,[84 50] ; [50  9],[93.03626943 40.96373057] ; [40.96373057 18.03626943],0
p6,1,0.004804,7.951753,[ 26 106] ; [23 36],[33.86387435 98.13612565] ; [15.13612565 43.86387435],0
p7,1,0.006718,7.346976,[49 82] ; [34 24],[57.52910053 73.47089947] ; [25.47089947 32.52910053],0
b1,1,0.007858,7.065592,[80 54] ; [23 36],[71.51295337 62.48704663] ; [31.48704663 27.51295337],0
v4,1,0.010297,6.582728,[103  29] ; [55  4],[109.19371728  22.80628272] ; [48.80628272 10.19371728],0
p4,1,0.010484,6.550757,[47 86] ; [32 26],[55.0104712 77.9895288] ; [23.9895288 34.0104712],0
p3,1,0.016539,5.744594,[39 93] ; [28 31],[46.30366492 85.69633508] ; [20.69633508 38.30366492],0
r2,1,0.040211,4.208971,[111  21] ; [55  3],[115.32631579  16.67368421] ; [50.67368421  7.32631579],0
r3,1,0.041533,4.154143,[100  33] ; [52  7],[105.29166667  27.70833333] ; [46.70833333 12.29166667],0
p2,1,0.042107,4.130909,[74 59] ; [42 17],[80.35416667 52.64583333] ; [35.64583333 23.35416667],0
u4,1,0.051284,3.798979,[  1 133] ; [ 3 56],[  2.77720207 131.22279793] ; [ 1.22279793 57.77720207],0
v3,1,0.054813,3.687761,[35 91] ; [24 33],[40.62295082 85.37704918] ; [18.37704918 38.62295082],0
p5,1,0.061344,3.500683,[  6 127] ; [ 7 52],[  9.00520833 123.99479167] ; [ 3.99479167 55.00520833],0
r1,1,0.063404,3.446037,[87 45] ; [46 12],[92.4 39.6] ; [40.6 17.4],0
n2,1,0.077313,3.120502,[33 23] ; [14  3],[36.05479452 19.94520548] ; [10.94520548  6.05479452],0
n6,1,0.082171,3.021426,[80 51] ; [43 15],[85.25396825 45.74603175] ; [37.74603175 20.25396825],0
n1,1,0.111383,2.534495,[22 33] ; [10  6],[24.78873239 30.21126761] ; [7.21126761 8.78873239],0
s7,1,0.121533,2.397447,[43 79] ; [27 30],[47.70949721 74.29050279] ; [22.29050279 34.70949721],0
a1,1,0.131338,2.276619,[ 13 121] ; [ 2 57],[ 10.41450777 123.58549223] ; [ 4.58549223 54.41450777],0
p12,1,0.147817,2.09464,[  2 132] ; [ 3 56],[  3.47150259 130.52849741] ; [ 1.52849741 57.47150259],0
d1,1,0.153009,2.041995,[60 74] ; [33 26],[64.56994819 69.43005181] ; [28.43005181 30.56994819],0
a2,1,0.165126,1.926648,[35 99] ; [10 49],[ 31.24352332 102.75647668] ; [13.75647668 45.24352332],0
s3,1,0.176911,1.823383,[57 76] ; [31 27],[61.27748691 71.72251309] ; [26.72251309 31.27748691],0
p9,1,0.17888,1.806903,[71 58] ; [38 20],[75.19251337 53.80748663] ; [33.80748663 24.19251337],0
s2,1,0.185817,1.750479,[50 84] ; [28 31],[54.15544041 79.84455959] ; [23.84455959 35.15544041],0
d3,1,0.192084,1.701562,[74 58] ; [39 20],[78.09424084 53.90575916] ; [34.90575916 24.09424084],0
p1,1,0.217896,1.518177,[  9 125] ; [ 7 51],[ 11.16666667 122.83333333] ; [ 4.83333333 53.16666667],0
p10,1,0.230577,1.437302,[60 69] ; [33 26],[63.81382979 65.18617021] ; [29.18617021 29.81382979],0
s6,1,0.272942,1.201902,[67 65] ; [35 24],[70.4921466 61.5078534] ; [31.5078534 27.4921466],0
a8,1,0.303077,1.060606,[ 17 108] ; [ 4 46],[ 15. 110.] ; [ 6. 44.],0
s8,1,0.330569,0.946667,[38 95] ; [21 38],[40.86979167 92.13020833] ; [18.13020833 40.86979167],0
n3,1,0.334267,0.932297,[32 21] ; [8 9],[30.28571429 22.71428571] ; [9.71428571 7.28571429],0
v1,1,0.345164,0.891157,[53 79] ; [28 31],[55.97905759 76.02094241] ; [25.02094241 33.97905759],0
b5,1,0.380857,0.767933,[82 52] ; [40 19],[84.70466321 49.29533679] ; [37.29533679 21.70466321],0
a6,1,0.386567,0.749714,[81 52] ; [32 27],[78.27604167 54.72395833] ; [34.72395833 24.27604167],0
