Feature,DoF,P Value,Chi Square,Observed,Expected,Is Significant
a3,1,0.020039,5.408511,[11  1] ; [19 16],[7.65957447 4.34042553] ; [22.34042553 12.65957447],0
n3,1,0.035971,4.398496,[2 5] ; [14  5],[4.30769231 2.69230769] ; [11.69230769  7.30769231],0
r1,1,0.0455,4.0,[9 3] ; [15 21],[6. 6.] ; [18. 18.],0
s1,1,0.085192,2.962963,[ 2 10] ; [ 1 35],[ 0.75 11.25] ; [ 2.25 33.75],0
v2,1,0.105645,2.618182,[6 6] ; [ 9 27],[3.75 8.25] ; [11.25 24.75],0
n5,1,0.123658,2.37037,[11  1] ; [25 11],[9. 3.] ; [27.  9.],0
b5,1,0.125115,2.352087,[5 7] ; [24 12],[7.25 4.75] ; [21.75 14.25],0
d2,1,0.176296,1.828571,[7 5] ; [13 23],[5. 7.] ; [15. 21.],0
p5,1,0.187619,1.736219,[3 8] ; [ 4 32],[1.63829787 9.36170213] ; [ 5.36170213 30.63829787],0
p4,1,0.205292,1.604319,[6 5] ; [12 24],[4.21276596 6.78723404] ; [13.78723404 22.21276596],0
n6,1,0.208209,1.583838,[10  2] ; [23 13],[8.25 3.75] ; [24.75 11.25],0
s4,1,0.218258,1.515789,[ 1 11] ; [ 9 27],[2.5 9.5] ; [ 7.5 28.5],0
v1,1,0.222579,1.487666,[6 6] ; [11 25],[4.25 7.75] ; [12.75 23.25],0
u1,1,0.2278,1.454545,[ 2 10] ; [ 2 34],[ 1. 11.] ; [ 3. 33.],0
p1,1,0.2278,1.454545,[ 2 10] ; [ 2 34],[ 1. 11.] ; [ 3. 33.],0
a5,1,0.232932,1.422868,[9 3] ; [20 16],[7.25 4.75] ; [21.75 14.25],0
s7,1,0.249537,1.325893,[6 6] ; [10 22],[4.36363636 7.63636364] ; [11.63636364 20.36363636],0
p6,1,0.271315,1.210084,[5 7] ; [ 9 27],[3.5 8.5] ; [10.5 25.5],0
s8,1,0.297066,1.087317,[5 7] ; [ 9 26],[3.57446809 8.42553191] ; [10.42553191 24.57446809],0
n4,1,0.3017,1.066667,[9 3] ; [21 15],[7.5 4.5] ; [22.5 13.5],0
r4,1,0.368688,0.808081,[5 7] ; [10 26],[3.75 8.25] ; [11.25 24.75],0
b2,1,0.399075,0.711111,[4 4] ; [ 8 16],[3. 5.] ; [ 9. 15.],0
b3,1,0.399075,0.711111,[4 4] ; [ 8 16],[3. 5.] ; [ 9. 15.],0
p11,1,0.400953,0.705467,[4 8] ; [17 19],[5.25 6.75] ; [15.75 20.25],0
d5,1,0.4795,0.5,[9 3] ; [23 13],[8. 4.] ; [24. 12.],0
a4,1,0.518357,0.417161,[5 7] ; [11 24],[4.08510638 7.91489362] ; [11.91489362 23.08510638],0
s6,1,0.545437,0.365556,[6 6] ; [14 21],[5.10638298 6.89361702] ; [14.89361702 20.10638298],0
p2,1,0.576903,0.311269,[6 5] ; [23 13],[6.78723404 4.21276596] ; [22.21276596 13.78723404],0
p3,1,0.585786,0.296974,[4 7] ; [10 26],[3.27659574 7.72340426] ; [10.72340426 25.27659574],0
p9,1,0.605552,0.266703,[7 5] ; [22 11],[7.73333333 4.26666667] ; [21.26666667 11.73333333],0
s5,1,0.610633,0.259254,[4 8] ; [ 9 26],[3.31914894 8.68085106] ; [ 9.68085106 25.31914894],0
a7,1,0.614295,0.253968,[6 6] ; [21 15],[6.75 5.25] ; [20.25 15.75],0
a2,1,0.614295,0.253968,[ 2 10] ; [ 4 32],[ 1.5 10.5] ; [ 4.5 31.5],0
d3,1,0.616769,0.250435,[7 5] ; [18 18],[6.25 5.75] ; [18.75 17.25],0
s3,1,0.623743,0.240642,[3 8] ; [12 22],[3.66666667 7.33333333] ; [11.33333333 22.66666667],0
p8,1,0.667569,0.184458,[6 6] ; [15 20],[5.36170213 6.63829787] ; [15.63829787 19.36170213],0
p10,1,0.730647,0.118519,[8 4] ; [22 14],[7.5 4.5] ; [22.5 13.5],0
b1,1,0.730647,0.118519,[8 4] ; [22 14],[7.5 4.5] ; [22.5 13.5],0
d4,1,0.730647,0.118519,[7 5] ; [23 13],[7.5 4.5] ; [22.5 13.5],0
b4,1,0.730647,0.118519,[7 5] ; [23 13],[7.5 4.5] ; [22.5 13.5],0
n2,1,0.732462,0.116863,[6 2] ; [13  6],[5.62962963 2.37037037] ; [13.37037037  5.62962963],0
a6,1,0.738005,0.111888,[6 6] ; [16 20],[5.5 6.5] ; [16.5 19.5],0
s2,1,0.85732,0.032323,[4 8] ; [11 25],[3.75 8.25] ; [11.25 24.75],0
d1,1,0.864691,0.029038,[5 7] ; [14 22],[4.75 7.25] ; [14.25 21.75],0
r2,1,0.894514,0.017581,[9 2] ; [28  7],[8.84782609 2.15217391] ; [28.15217391  6.84782609],0
n1,1,0.900552,0.015616,[4 4] ; [10  9],[4.14814815 3.85185185] ; [9.85185185 9.14814815],0
p7,1,0.919751,0.01015,[4 6] ; [13 21],[3.86363636 6.13636364] ; [13.13636364 20.86363636],0
a1,1,1.0,0.0,[ 1 11] ; [ 3 33],[ 1. 11.] ; [ 3. 33.],0
