Feature,DoF,P Value,Chi Square,Observed,Expected,Is Significant
v2,1,0.000638,11.661756,[17  6] ; [ 8 22],[10.8490566 12.1509434] ; [14.1509434 15.8490566],1
d4,1,0.044945,4.020708,[18  5] ; [16 15],[14.48148148  8.51851852] ; [19.51851852 11.48148148],0
a3,1,0.059064,3.56348,[17  6] ; [15 16],[13.62962963  9.37037037] ; [18.37037037 12.62962963],0
p9,1,0.119523,2.423562,[18  5] ; [18 13],[15.33333333  7.66666667] ; [20.66666667 10.33333333],0
a6,1,0.123944,2.36676,[10 13] ; [20 11],[12.77777778 10.22222222] ; [17.22222222 13.77777778],0
s8,1,0.125443,2.348009,[ 9 14] ; [ 6 24],[ 6.50943396 16.49056604] ; [ 8.49056604 21.50943396],0
s5,1,0.13033,2.288565,[ 6 16] ; [ 3 25],[ 3.96 18.04] ; [ 5.04 22.96],0
s3,1,0.151952,2.052545,[ 8 13] ; [17 12],[10.5 10.5] ; [14.5 14.5],0
u1,1,0.17314,1.85554,[ 3 20] ; [ 1 30],[ 1.7037037 21.2962963] ; [ 2.2962963 28.7037037],0
b1,1,0.184302,1.762591,[16  7] ; [16 15],[13.62962963  9.37037037] ; [18.37037037 12.62962963],0
a4,1,0.187842,1.734462,[ 9 14] ; [ 7 24],[ 6.81481481 16.18518519] ; [ 9.18518519 21.81481481],0
n1,1,0.192373,1.699346,[5 5] ; [ 4 12],[3.46153846 6.53846154] ; [ 5.53846154 10.46153846],0
v3,1,0.211166,1.563414,[ 7 16] ; [ 5 26],[ 5.11111111 17.88888889] ; [ 6.88888889 24.11111111],0
s4,1,0.217681,1.519595,[ 4 19] ; [10 21],[ 5.96296296 17.03703704] ; [ 8.03703704 22.96296296],0
p3,1,0.253783,1.302356,[12 10] ; [12 19],[ 9.96226415 12.03773585] ; [14.03773585 16.96226415],0
a7,1,0.288796,1.125225,[10 13] ; [18 13],[11.92592593 11.07407407] ; [16.07407407 14.92592593],0
n6,1,0.312899,1.018401,[13  9] ; [13 16],[11.21568627 10.78431373] ; [14.78431373 14.21568627],0
p10,1,0.370798,0.80099,[16  5] ; [20 11],[14.53846154  6.46153846] ; [21.46153846  9.53846154],0
u3,1,0.415522,0.662946,[3 3] ; [ 5 11],[2.18181818 3.81818182] ; [ 5.81818182 10.18181818],0
b3,1,0.418741,0.653846,[ 5 12] ; [ 3 14],[ 4. 13.] ; [ 4. 13.],0
b2,1,0.418741,0.653846,[ 5 12] ; [ 3 14],[ 4. 13.] ; [ 4. 13.],0
p5,1,0.430878,0.620456,[ 4 19] ; [ 3 27],[ 3.03773585 19.96226415] ; [ 3.96226415 26.03773585],0
d5,1,0.442764,0.589108,[15  8] ; [17 14],[13.62962963  9.37037037] ; [18.37037037 12.62962963],0
p4,1,0.454022,0.560591,[15  7] ; [18 13],[13.69811321  8.30188679] ; [19.30188679 11.69811321],0
p11,1,0.462222,0.540509,[17  6] ; [20 11],[15.75925926  7.24074074] ; [21.24074074  9.75925926],0
d2,1,0.462222,0.540509,[ 6 17] ; [11 20],[ 7.24074074 15.75925926] ; [ 9.75925926 21.24074074],0
r2,1,0.485263,0.487013,[10 10] ; [18 12],[11.2  8.8] ; [16.8 13.2],0
s6,1,0.515902,0.422078,[13  9] ; [15 15],[11.84615385 10.15384615] ; [16.15384615 13.84615385],0
b5,1,0.551254,0.355075,[13 10] ; [20 11],[14.05555556  8.94444444] ; [18.94444444 12.05555556],0
r3,1,0.57253,0.318468,[16  7] ; [18 11],[15.03846154  7.96153846] ; [18.96153846 10.03846154],0
s2,1,0.637365,0.222205,[10 13] ; [15 15],[10.8490566 12.1509434] ; [14.1509434 15.8490566],0
d3,1,0.637365,0.222205,[10 13] ; [15 15],[10.8490566 12.1509434] ; [14.1509434 15.8490566],0
p2,1,0.653153,0.201949,[18  4] ; [23  7],[17.34615385  4.65384615] ; [23.65384615  6.34615385],0
p6,1,0.655858,0.198594,[ 9 12] ; [11 19],[ 8.23529412 12.76470588] ; [11.76470588 18.23529412],0
b4,1,0.657639,0.196405,[ 9 14] ; [14 17],[ 9.7962963 13.2037037] ; [13.2037037 17.7962963],0
s7,1,0.660877,0.192459,[10 12] ; [11 17],[ 9.24 12.76] ; [11.76 16.24],0
a2,1,0.75553,0.096942,[ 2 21] ; [ 2 29],[ 1.7037037 21.2962963] ; [ 2.2962963 28.7037037],0
d1,1,0.765697,0.088809,[ 6 17] ; [ 7 24],[ 5.53703704 17.46296296] ; [ 7.46296296 23.53703704],0
v4,1,0.771102,0.084643,[13  7] ; [20  9],[13.46938776  6.53061224] ; [19.53061224  9.46938776],0
u2,1,0.786648,0.07326,[3 2] ; [10  5],[3.25 1.75] ; [9.75 5.25],0
n3,1,0.850646,0.035455,[6 4] ; [9 7],[5.76923077 4.23076923] ; [9.23076923 6.76923077],0
s1,1,0.902048,0.015147,[ 2 21] ; [ 3 28],[ 2.12962963 20.87037037] ; [ 2.87037037 28.12962963],0
r1,1,0.905036,0.014233,[ 6 16] ; [ 8 23],[ 5.81132075 16.18867925] ; [ 8.18867925 22.81132075],0
n4,1,0.909737,0.012853,[13 10] ; [18 13],[13.2037037  9.7962963] ; [17.7962963 13.2037037],0
p8,1,0.930971,0.007504,[12 10] ; [16 14],[11.84615385 10.15384615] ; [16.15384615 13.84615385],0
a5,1,0.967456,0.001665,[12 11] ; [16 15],[11.92592593 11.07407407] ; [16.07407407 14.92592593],0
n5,1,0.982113,0.000503,[14  8] ; [19 11],[13.96153846  8.03846154] ; [19.03846154 10.96153846],0
