Feature,DoF,P Value,Chi Square,Observed,Expected,Is Significant
p4,1,2e-05,18.14668,[29  6] ; [19 33],[19.31034483 15.68965517] ; [28.68965517 23.31034483],1
s8,1,0.004608,8.027221,[19 15] ; [13 38],[12.8 21.2] ; [19.2 31.8],0
d2,1,0.015887,5.815368,[22 13] ; [19 33],[16.49425287 18.50574713] ; [24.50574713 27.49425287],0
n5,1,0.022774,5.185685,[30  5] ; [33 19],[25.34482759  9.65517241] ; [37.65517241 14.34482759],0
n2,1,0.038214,4.295455,[5 5] ; [10  1],[7.14285714 2.85714286] ; [7.85714286 3.14285714],0
a4,1,0.039145,4.254569,[18 17] ; [15 36],[13.43023256 21.56976744] ; [19.56976744 31.43023256],0
n4,1,0.049955,3.842957,[29  6] ; [33 19],[24.94252874 10.05747126] ; [37.05747126 14.94252874],0
p6,1,0.063675,3.438985,[11 23] ; [ 8 44],[ 7.51162791 26.48837209] ; [11.48837209 40.51162791],0
r1,1,0.078098,3.104039,[30  5] ; [36 16],[26.55172414  8.44827586] ; [39.44827586 12.55172414],0
p12,1,0.084206,2.9818,[ 5 30] ; [ 2 49],[ 2.84883721 32.15116279] ; [ 4.15116279 46.84883721],0
d1,1,0.104783,2.631189,[23 12] ; [25 27],[19.31034483 15.68965517] ; [28.68965517 23.31034483],0
a5,1,0.106807,2.600836,[29  6] ; [35 17],[25.74712644  9.25287356] ; [38.25287356 13.74712644],0
n1,1,0.123217,2.37595,[7 3] ; [4 7],[5.23809524 4.76190476] ; [5.76190476 5.23809524],0
s3,1,0.139649,2.181818,[20 15] ; [20 29],[16.66666667 18.33333333] ; [23.33333333 25.66666667],0
a3,1,0.147201,2.101021,[24 11] ; [27 24],[20.75581395 14.24418605] ; [30.24418605 20.75581395],0
a2,1,0.148017,2.092566,[ 9 26] ; [ 7 45],[ 6.43678161 28.56321839] ; [ 9.56321839 42.43678161],0
p1,1,0.168384,1.897269,[ 7 28] ; [ 5 47],[ 4.82758621 30.17241379] ; [ 7.17241379 44.82758621],0
v2,1,0.183279,1.770833,[21 13] ; [24 27],[18. 16.] ; [27. 24.],0
v4,1,0.222517,1.488065,[34  1] ; [47  5],[32.5862069  2.4137931] ; [48.4137931  3.5862069],0
a8,1,0.227371,1.457235,[ 2 29] ; [ 7 38],[ 3.67105263 27.32894737] ; [ 5.32894737 39.67105263],0
s2,1,0.24213,1.368152,[18 16] ; [20 30],[15.38095238 18.61904762] ; [22.61904762 27.38095238],0
u2,1,0.245237,1.350234,[8 3] ; [13 12],[6.41666667 4.58333333] ; [14.58333333 10.41666667],0
n3,1,0.27874,1.173223,[4 6] ; [7 4],[5.23809524 4.76190476] ; [5.76190476 5.23809524],0
p5,1,0.300223,1.073205,[ 6 29] ; [ 5 47],[ 4.42528736 30.57471264] ; [ 6.57471264 45.42528736],0
d4,1,0.310547,1.02835,[30  5] ; [40 12],[28.16091954  6.83908046] ; [41.83908046 10.16091954],0
b1,1,0.312319,1.020842,[13 22] ; [14 38],[10.86206897 24.13793103] ; [16.13793103 35.86206897],0
s6,1,0.328614,0.954353,[22 12] ; [27 23],[19.83333333 14.16666667] ; [29.16666667 20.83333333],0
b2,1,0.341822,0.903587,[ 9 12] ; [ 8 19],[ 7.4375 13.5625] ; [ 9.5625 17.4375],0
