Feature,DoF,P Value,Chi Square,Observed,Expected,Is Significant
p6,1,0.0,28.046417,[ 69 188] ; [25 10],[ 82.73287671 174.26712329] ; [11.26712329 23.73287671],1
p1,1,1e-06,25.138747,[ 15 244] ; [11 24],[ 22.9047619 236.0952381] ; [ 3.0952381 31.9047619],1
p12,1,2e-06,22.226629,[  9 251] ; [ 8 26],[ 15.03401361 244.96598639] ; [ 1.96598639 32.03401361],1
s5,1,1.2e-05,19.234149,[ 59 196] ; [20 14],[ 69.70588235 185.29411765] ; [ 9.29411765 24.70588235],1
p4,1,2.3e-05,17.892429,[122 139] ; [29  5],[133.59661017 127.40338983] ; [17.40338983 16.59661017],1
p3,1,9.6e-05,15.219638,[103 158] ; [26  9],[113.74662162 147.25337838] ; [15.25337838 19.74662162],1
p8,1,0.000363,12.713328,[113 144] ; [26  8],[122.75945017 134.24054983] ; [16.24054983 17.75945017],1
s7,1,0.002637,9.042814,[102 146] ; [21  9],[109.72661871 138.27338129] ; [13.27338129 16.72661871],0
s6,1,0.003092,8.752108,[157 101] ; [28  4],[164.5862069  93.4137931] ; [20.4137931 11.5862069],0
p7,1,0.011246,6.425985,[147 108] ; [28  7],[153.87931034 101.12068966] ; [21.12068966 13.87931034],0
s4,1,0.012868,6.187175,[ 52 207] ; [ 1 34],[ 46.69047619 212.30952381] ; [ 6.30952381 28.69047619],0
v3,1,0.027872,4.835991,[ 84 174] ; [18 17],[ 89.81569966 168.18430034] ; [12.18430034 22.81569966],0
s8,1,0.049804,3.848061,[ 86 175] ; [17 17],[ 91.12881356 169.87118644] ; [11.87118644 22.12881356],0
n6,1,0.070331,3.27528,[213  46] ; [33  2],[216.71428571  42.28571429] ; [29.28571429  5.71428571],0
n4,1,0.09432,2.799056,[207  53] ; [32  3],[210.6440678  49.3559322] ; [28.3559322  6.6440678],0
r4,1,0.114609,2.489485,[210  51] ; [32  3],[213.38513514  47.61486486] ; [28.61486486  6.38513514],0
s1,1,0.160196,1.972372,[  9 246] ; [ 3 32],[ 10.55172414 244.44827586] ; [ 1.44827586 33.55172414],0
p9,1,0.258115,1.278838,[206  51] ; [30  4],[208.42611684  48.57388316] ; [27.57388316  6.42611684],0
n3,1,0.287799,1.129891,[48 21] ; [7 1],[49.28571429 19.71428571] ; [5.71428571 2.28571429],0
r1,1,0.288867,1.124897,[177  82] ; [27  8],[179.71428571  79.28571429] ; [24.28571429 10.71428571],0
p10,1,0.29553,1.094256,[199  58] ; [29  5],[201.36082474  55.63917526] ; [26.63917526  7.36082474],0
d5,1,0.34042,0.908847,[149 112] ; [17 18],[146.37162162 114.62837838] ; [19.62837838 15.37162162],0
v4,1,0.352946,0.862838,[232  28] ; [33  2],[233.55932203  26.44067797] ; [31.44067797  3.55932203],0
a6,1,0.393688,0.72752,[154 107] ; [18 17],[151.66216216 109.33783784] ; [20.33783784 14.66216216],0
p11,1,0.413037,0.670041,[192  69] ; [28  7],[193.98648649  67.01351351] ; [26.01351351  8.98648649],0
v2,1,0.417045,0.658628,[116 131] ; [19 16],[118.24468085 128.75531915] ; [16.75531915 18.24468085],0
v1,1,0.439166,0.59846,[124 130] ; [19 15],[126.11805556 127.88194444] ; [16.88194444 17.11805556],0
p2,1,0.486446,0.484378,[202  58] ; [29  6],[203.59322034  56.40677966] ; [27.40677966  7.59322034],0
r3,1,0.516478,0.42092,[227  32] ; [32  3],[228.16666667  30.83333333] ; [30.83333333  4.16666667],0
r2,1,0.521052,0.41181,[228  32] ; [32  3],[229.15254237  30.84745763] ; [30.84745763  4.15254237],0
a3,1,0.522191,0.409563,[148 111] ; [18 17],[146.23809524 112.76190476] ; [19.76190476 15.23809524],0
b4,1,0.532148,0.390288,[142 119] ; [21 14],[143.72635135 117.27364865] ; [19.27364865 15.72635135],0
d3,1,0.554181,0.34988,[ 95 165] ; [11 24],[ 93.42372881 166.57627119] ; [12.57627119 22.42372881],0
n1,1,0.586738,0.295468,[32 37] ; [4 3],[32.68421053 36.31578947] ; [3.31578947 3.68421053],0
u3,1,0.642113,0.215989,[53 60] ; [9 8],[53.89230769 59.10769231] ; [8.10769231 8.89230769],0
