Feature,DoF,P Value,Chi Square,Observed,Expected,Is Significant
v4,1,3e-05,17.447126,[43 27] ; [87 11],[54.16666667 15.83333333] ; [75.83333333 22.16666667],1
r3,1,0.003041,8.782502,[48 23] ; [84 13],[55.78571429 15.21428571] ; [76.21428571 20.78571429],0
p11,1,0.004303,8.151347,[22 49] ; [52 46],[31.0887574 39.9112426] ; [42.9112426 55.0887574],0
r4,1,0.00725,7.210021,[38 33] ; [72 26],[46.21301775 24.78698225] ; [63.78698225 34.21301775],0
n5,1,0.011259,6.423906,[28 43] ; [58 40],[36.13017751 34.86982249] ; [49.86982249 48.13017751],0
n2,1,0.02846,4.8,[18 18] ; [27  9],[22.5 13.5] ; [22.5 13.5],0
b5,1,0.04511,4.014513,[37 34] ; [66 32],[43.27218935 27.72781065] ; [59.72781065 38.27218935],0
u1,1,0.04945,3.860002,[ 4 67] ; [15 83],[ 7.98224852 63.01775148] ; [11.01775148 86.98224852],0
s6,1,0.058538,3.57832,[21 50] ; [43 55],[26.88757396 44.11242604] ; [37.11242604 60.88757396],0
b1,1,0.083494,2.995538,[40 31] ; [42 56],[34.44970414 36.55029586] ; [47.55029586 50.44970414],0
u2,1,0.087017,2.928719,[13 13] ; [13 31],[ 9.65714286 16.34285714] ; [16.34285714 27.65714286],0
d3,1,0.134841,2.235871,[34 36] ; [59 39],[38.75 31.25] ; [54.25 43.75],0
a5,1,0.13597,2.222984,[43 28] ; [48 50],[38.23076923 32.76923077] ; [52.76923077 45.23076923],0
a1,1,0.137636,2.204189,[ 8 63] ; [ 5 93],[ 5.46153846 65.53846154] ; [ 7.53846154 90.46153846],0
a3,1,0.191425,1.706616,[45 25] ; [52 44],[40.90361446 29.09638554] ; [56.09638554 39.90361446],0
n4,1,0.203353,1.618127,[38 33] ; [62 36],[42.01183432 28.98816568] ; [57.98816568 40.01183432],0
d1,1,0.206032,1.59909,[25 46] ; [44 54],[28.98816568 42.01183432] ; [40.01183432 57.98816568],0
s1,1,0.242168,1.367928,[ 7 64] ; [ 5 92],[ 5.07142857 65.92857143] ; [ 6.92857143 90.07142857],0
p4,1,0.25332,1.304901,[19 52] ; [34 63],[22.39880952 48.60119048] ; [30.60119048 66.39880952],0
p2,1,0.273468,1.199271,[36 35] ; [58 40],[39.49112426 31.50887574] ; [54.50887574 43.49112426],0
p8,1,0.291971,1.110509,[14 56] ; [26 70],[16.86746988 53.13253012] ; [23.13253012 72.86746988],0
p6,1,0.297594,1.084944,[10 59] ; [20 76],[12.54545455 56.45454545] ; [17.45454545 78.54545455],0
