Feature,DoF,P Value,Chi Square,Observed,Expected,Is Significant
p10,1,0.0,31.20108,[21 43] ; [74 22],[38. 26.] ; [57. 39.],1
p9,1,0.0,26.845933,[28 33] ; [83 15],[42.58490566 18.41509434] ; [68.41509434 29.58490566],1
p2,1,0.0,26.280717,[27 39] ; [77 19],[42.37037037 23.62962963] ; [61.62962963 34.37037037],1
r3,1,5.3e-05,16.342827,[39 27] ; [85 13],[49.90243902 16.09756098] ; [74.09756098 23.90243902],1
n6,1,9.5e-05,15.239751,[36 30] ; [81 17],[47.08536585 18.91463415] ; [69.91463415 28.08536585],1
p8,1,0.00081,11.217772,[12 52] ; [43 54],[21.86335404 42.13664596] ; [33.13664596 63.86335404],1
b1,1,0.002669,9.021013,[39 27] ; [35 64],[29.6 36.4] ; [44.4 54.6],0
r4,1,0.002808,8.928204,[23 43] ; [58 41],[32.4 33.6] ; [48.6 50.4],0
v4,1,0.003629,8.460847,[43 23] ; [83 15],[50.70731707 15.29268293] ; [75.29268293 22.70731707],0
p4,1,0.007623,7.120059,[17 48] ; [46 52],[25.12269939 39.87730061] ; [37.87730061 60.12269939],0
s6,1,0.009388,6.747449,[17 48] ; [45 52],[24.87654321 40.12345679] ; [37.12345679 59.87654321],0
n3,1,0.027255,4.874583,[13 14] ; [25  8],[17.1  9.9] ; [20.9 12.1],0
d5,1,0.03168,4.615748,[36 29] ; [71 28],[42.40853659 22.59146341] ; [64.59146341 34.40853659],0
b4,1,0.039222,4.251208,[32 34] ; [64 35],[38.4 27.6] ; [57.6 41.4],0
p5,1,0.040815,4.183691,[ 2 63] ; [12 86],[ 5.58282209 59.41717791] ; [ 8.41717791 89.58282209],0
v2,1,0.044745,4.028234,[16 49] ; [39 59],[21.93251534 43.06748466] ; [33.06748466 64.93251534],0
u2,1,0.046118,3.977273,[ 9 24] ; [21 21],[13.2 19.8] ; [16.8 25.2],0
d4,1,0.053551,3.726636,[37 29] ; [70 29],[42.8 23.2] ; [64.2 34.8],0
a7,1,0.059027,3.564518,[31 34] ; [62 37],[36.8597561 28.1402439] ; [56.1402439 42.8597561],0
s1,1,0.063732,3.4375,[ 4 62] ; [ 1 98],[ 2. 64.] ; [ 3. 96.],0
v1,1,0.077916,3.107855,[17 48] ; [38 58],[22.20496894 42.79503106] ; [32.79503106 63.20496894],0
b2,1,0.078546,3.094733,[17 19] ; [16 39],[13.05494505 22.94505495] ; [19.94505495 35.05494505],0
b3,1,0.078546,3.094733,[17 19] ; [16 39],[13.05494505 22.94505495] ; [19.94505495 35.05494505],0
u3,1,0.100973,2.6901,[ 8 26] ; [17 24],[11.33333333 22.66666667] ; [13.66666667 27.33333333],0
p6,1,0.110232,2.55089,[ 9 54] ; [24 73],[12.99375 50.00625] ; [20.00625 76.99375],0
n5,1,0.120772,2.40728,[38 28] ; [68 30],[42.65853659 23.34146341] ; [63.34146341 34.65853659],0
a1,1,0.171106,1.873226,[ 8 58] ; [ 6 93],[ 5.6 60.4] ; [ 8.4 90.6],0
n2,1,0.171707,1.867974,[16 11] ; [25  8],[18.45  8.55] ; [22.55 10.45],0
a6,1,0.201754,1.62963,[32 34] ; [58 41],[36. 30.] ; [54. 45.],0
s7,1,0.207419,1.589347,[ 8 53] ; [20 75],[10.94871795 50.05128205] ; [17.05128205 77.94871795],0
p12,1,0.225765,1.467347,[ 1 65] ; [ 5 92],[ 2.42944785 63.57055215] ; [ 3.57055215 93.42944785],0
n4,1,0.267504,1.229502,[37 29] ; [64 35],[40.4 25.6] ; [60.6 38.4],0
a3,1,0.294044,1.101013,[32 33] ; [57 42],[35.27439024 29.72560976] ; [53.72560976 45.27439024],0
d2,1,0.307988,1.039286,[27 38] ; [33 65],[23.92638037 41.07361963] ; [36.07361963 61.92638037],0
d3,1,0.309704,1.031939,[31 33] ; [56 43],[34.1595092 29.8404908] ; [52.8404908 46.1595092],0
