Feature,DoF,P Value,Chi Square,Observed,Expected,Is Significant
p10,1,0.0,31.20108,[21 43] ; [74 22],[38. 26.] ; [57. 39.],1
a8,1,0.340656,0.90796,[ 4 60] ; [10 84],[ 5.67088608 58.32911392] ; [ 8.32911392 85.67088608],0
a2,1,0.424648,0.637417,[ 7 59] ; [ 7 92],[ 5.6 60.4] ; [ 8.4 90.6],0
d1,1,0.500184,0.454545,[20 46] ; [35 64],[22. 44.] ; [33. 66.],0
b5,1,0.515406,0.423077,[38 28] ; [62 37],[40. 26.] ; [60. 39.],0
p7,1,0.534823,0.38522,[27 39] ; [44 52],[28.92592593 37.07407407] ; [42.07407407 53.92592593],0
p3,1,0.551266,0.355054,[19 46] ; [33 65],[20.73619632 44.26380368] ; [31.26380368 66.73619632],0
s4,1,0.558874,0.341658,[13 53] ; [16 83],[11.6 54.4] ; [17.4 81.6],0
s3,1,0.616021,0.251499,[22 42] ; [30 68],[20.54320988 43.45679012] ; [31.45679012 66.54320988],0
r2,1,0.632391,0.228832,[46 18] ; [73 24],[47.30434783 16.69565217] ; [71.69565217 25.30434783],0
p1,1,0.650662,0.205066,[ 6 60] ; [ 7 91],[ 5.23170732 60.76829268] ; [ 7.76829268 90.23170732],0
s2,1,0.663988,0.188715,[16 50] ; [27 72],[17.2 48.8] ; [25.8 73.2],0
a5,1,0.75051,0.101103,[31 35] ; [49 50],[32. 34.] ; [48. 51.],0
n1,1,0.801788,0.063018,[ 9 18] ; [10 23],[ 8.55 18.45] ; [10.45 22.55],0
s5,1,0.833658,0.044105,[12 53] ; [19 77],[12.51552795 52.48447205] ; [18.48447205 77.51552795],0
a4,1,0.83989,0.040818,[20 45] ; [29 70],[19.42073171 45.57926829] ; [29.57926829 69.42073171],0
u1,1,0.882367,0.021895,[ 3 63] ; [ 5 94],[ 3.2 62.8] ; [ 4.8 94.2],0
v3,1,0.925337,0.008782,[15 50] ; [22 76],[14.75460123 50.24539877] ; [22.24539877 75.75460123],0
