Feature,DoF,P Value,Chi Square,Observed,Expected,Is Significant
p7,1,1e-06,24.079284,[184  52] ; [19 26],[170.4911032  65.5088968] ; [32.5088968 12.4911032],1
n2,1,0.183675,1.767639,[46  6] ; [12  4],[44.35294118  7.64705882] ; [13.64705882  2.35294118],0
s2,1,0.189085,1.72473,[179  63] ; [29 16],[175.38675958  66.61324042] ; [32.61324042 12.38675958],0
d1,1,0.199889,1.643189,[165  79] ; [26 19],[161.25951557  82.74048443] ; [29.74048443 15.25951557],0
a3,1,0.220783,1.499276,[192  50] ; [32 13],[188.87804878  53.12195122] ; [35.12195122  9.87804878],0
r4,1,0.223517,1.481644,[233  11] ; [41  4],[231.33564014  12.66435986] ; [42.66435986  2.33564014],0
p1,1,0.248304,1.332819,[ 28 214] ; [ 8 37],[ 30.3554007 211.6445993] ; [ 5.6445993 39.3554007],0
s7,1,0.263721,1.249119,[156  77] ; [25 18],[152.80072464  80.19927536] ; [28.19927536 14.80072464],0
a5,1,0.264275,1.246226,[194  50] ; [39  6],[196.71972318  47.28027682] ; [36.28027682  8.71972318],0
v1,1,0.28475,1.144277,[149  92] ; [24 21],[145.77972028  95.22027972] ; [27.22027972 17.77972028],0
d4,1,0.298364,1.081494,[212  30] ; [36  8],[209.84615385  32.15384615] ; [38.15384615  5.84615385],0
p6,1,0.328642,0.954241,[115 125] ; [18 27],[112. 128.] ; [21. 24.],0
r3,1,0.364332,0.822906,[233   9] ; [42  3],[231.8815331  10.1184669] ; [43.1184669  1.8815331],0
v2,1,0.451298,0.567389,[140 101] ; [27 15],[142.2155477  98.7844523] ; [24.7844523 17.2155477],0
a6,1,0.552662,0.35257,[155  88] ; [26 18],[153.25087108  89.74912892] ; [27.74912892 16.25087108],0
s8,1,0.646009,0.210969,[141 101] ; [24 20],[139.61538462 102.38461538] ; [25.38461538 18.61538462],0
p5,1,0.676181,0.174457,[ 50 194] ; [ 8 37],[ 48.96885813 195.03114187] ; [ 9.03114187 35.96885813],0
s6,1,0.677075,0.173437,[207  32] ; [40  5],[207.86267606  31.13732394] ; [39.13732394  5.86267606],0
n1,1,0.719791,0.128693,[27 25] ; [7 8],[26.3880597 25.6119403] ; [7.6119403 7.3880597],0
b2,1,0.739886,0.110227,[64 82] ; [13 19],[63.15730337 82.84269663] ; [13.84269663 18.15730337],0
b3,1,0.739886,0.110227,[64 82] ; [13 19],[63.15730337 82.84269663] ; [13.84269663 18.15730337],0
d2,1,0.74205,0.108333,[131 111] ; [25 19],[132. 110.] ; [24. 20.],0
a4,1,0.756586,0.09608,[124 120] ; [24 21],[124.9550173 119.0449827] ; [23.0449827 21.9550173],0
u4,1,0.782902,0.075922,[  4 240] ; [ 1 44],[  4.22145329 239.77854671] ; [ 0.77854671 44.22145329],0
b4,1,0.81117,0.057081,[151  93] ; [27 18],[150.28373702  93.71626298] ; [27.71626298 17.28373702],0
a8,1,0.829327,0.046468,[ 29 192] ; [ 5 37],[ 28.57034221 192.42965779] ; [ 5.42965779 36.57034221],0
v3,1,0.870026,0.026773,[107 135] ; [18 24],[106.51408451 135.48591549] ; [18.48591549 23.51408451],0
u3,1,0.897747,0.016514,[33 19] ; [8 5],[32.8 19.2] ; [8.2 4.8],0
b5,1,0.964982,0.001927,[131 113] ; [24 21],[130.8650519 113.1349481] ; [24.1349481 20.8650519],0
