Feature,DoF,P Value,Chi Square,Observed,Expected,Is Significant
p7,1,1e-06,24.079284,[184  52] ; [19 26],[170.4911032  65.5088968] ; [32.5088968 12.4911032],1
p9,1,1.6e-05,18.583956,[222  18] ; [31 13],[213.8028169  26.1971831] ; [39.1971831  4.8028169],1
p8,1,0.000154,14.318831,[152  87] ; [15 30],[140.53873239  98.46126761] ; [26.46126761 18.53873239],1
p4,1,0.000214,13.704254,[172  71] ; [18 25],[161.43356643  81.56643357] ; [28.56643357 14.43356643],1
p10,1,0.000524,12.026872,[218  25] ; [31 13],[210.82578397  32.17421603] ; [38.17421603  5.82578397],1
p11,1,0.002837,8.909126,[196  48] ; [27 18],[188.27681661  55.72318339] ; [34.72318339 10.27681661],0
n4,1,0.005218,7.802382,[196  46] ; [28 17],[188.87804878  53.12195122] ; [35.12195122  9.87804878],0
n5,1,0.010658,6.521531,[197  45] ; [29 16],[190.56445993  51.43554007] ; [35.43554007  9.56445993],0
p3,1,0.010865,6.487205,[150  94] ; [18 26],[142.33333333 101.66666667] ; [25.66666667 18.33333333],0
s1,1,0.012314,6.265029,[  7 232] ; [ 5 40],[ 10.09859155 228.90140845] ; [ 1.90140845 43.09859155],0
v4,1,0.015552,5.852861,[238   5] ; [41  4],[235.40625   7.59375] ; [43.59375  1.40625],0
b1,1,0.038041,4.303166,[ 90 154] ; [24 21],[ 96.24913495 147.75086505] ; [17.75086505 27.24913495],0
s4,1,0.038638,4.276697,[ 57 183] ; [17 27],[ 62.53521127 177.46478873] ; [11.46478873 32.53521127],0
n3,1,0.049547,3.856717,[41 11] ; [8 7],[38.02985075 13.97014925] ; [10.97014925  4.02985075],0
s3,1,0.066354,3.370996,[174  65] ; [26 18],[168.90459364  70.09540636] ; [31.09540636 12.90459364],0
u2,1,0.071495,3.248365,[28 24] ; [3 9],[25.1875 26.8125] ; [5.8125 6.1875],0
p12,1,0.079442,3.076288,[ 26 217] ; [ 9 36],[ 29.53125 213.46875] ; [ 5.46875 39.53125],0
r1,1,0.100053,2.704697,[210  31] ; [35 10],[206.45104895  34.54895105] ; [38.54895105  6.45104895],0
d3,1,0.104564,2.634515,[179  65] ; [27 17],[174.52777778  69.47222222] ; [31.47222222 12.52777778],0
a2,1,0.11743,2.451271,[ 71 173] ; [ 8 37],[ 66.69896194 177.30103806] ; [12.30103806 32.69896194],0
u1,1,0.121296,2.400503,[ 58 186] ; [ 6 39],[ 54.03460208 189.96539792] ; [ 9.96539792 35.03460208],0
d5,1,0.162325,1.952428,[208  35] ; [34 10],[204.8989547  38.1010453] ; [37.1010453  6.8989547],0
a7,1,0.16801,1.900606,[171  72] ; [27 18],[167.0625  75.9375] ; [30.9375 14.0625],0
n6,1,0.171301,1.871522,[219  22] ; [37  7],[216.47719298  24.52280702] ; [39.52280702  4.47719298],0
a1,1,0.181414,1.786003,[ 14 230] ; [ 5 40],[ 16.04152249 227.95847751] ; [ 2.95847751 42.04152249],0
